CO2_loading,MEA_mol,Temp,log_x_H2O,log_x_CO2,log_x_MEA,log_x_OH-,log_x_HCO3-,log_x_CO32-,log_x_MEACOO-,log_x_H3O+,log_x_MEAH+,x_H2O,x_CO2,x_MEA,x_OH-,x_HCO3-,x_CO32-,x_MEACOO-,x_H3O+,x_MEAH+,gamma_H2O,gamma_CO2,gamma_MEA,gamma_OH-,gamma_HCO3-,gamma_CO32-,gamma_MEACOO-,gamma_H3O+,gamma_MEAH+,G_ex,Henry_mix_CO2,fugacity_pure_solvent_H2O,fugacity_pure_solvent_MEA,log_gamma_mix_CO2,liq_enthalpy
0.0509,0.289894737,393.15,-0.34851753,-11.71021484,-1.330597412,-13.66269438,-10.67600104,-18.28739457,-4.203365403,-18.43323226,-4.201742745,0.705733543,8.21E-06,0.264319306,1.17E-06,2.31E-05,1.14E-08,0.014945195,9.88E-09,0.014969466,-0.063832786,-0.655144109,-0.166660752,5.978102374,-0.854103952,-0.92259258,-2.467733907,-1.434296411,3.815424447,-0.090957522,1801.063106,1.94446878,0.171623482,0.210140643,-278882.4951
0.0509,0.289894737,398.15,-0.348525041,-11.1594339,-1.330552871,-13.78061091,-10.62646222,-18.49053473,-4.203853424,-18.14758266,-4.202160754,0.705728243,1.42E-05,0.26433108,1.04E-06,2.43E-05,9.33E-09,0.014937904,1.31E-08,0.01496321,-0.062259212,-0.767665947,-0.154902498,5.964445193,-0.820972769,-0.965098851,-2.488885907,-1.442939633,3.912616216,-0.091013898,1792.866512,2.267391036,0.211113241,0.211278641,-278357.639
0.0509,0.289894737,403.15,-0.348536956,-10.61324611,-1.330479847,-13.90092967,-10.5773834,-18.69535116,-4.204638428,-17.86695037,-4.202871161,0.705719834,2.46E-05,0.264350383,9.18E-07,2.55E-05,7.60E-09,0.014926182,1.74E-08,0.014952584,-0.06077647,-0.879707706,-0.143788711,5.951331615,-0.790024605,-1.007575881,-2.510119795,-1.451815242,4.009120207,-0.091349899,1783.826642,2.631861581,0.257941715,0.212529954,-277827.134
0.0509,0.289894737,408.15,-0.348556259,-10.07199144,-1.330358718,-14.02349687,-10.52907371,-18.90183038,-4.205924428,-17.59130826,-4.204078072,0.705706212,4.22E-05,0.264382406,8.12E-07,2.67E-05,6.18E-09,0.014906999,2.29E-08,0.014934548,-0.059372913,-0.991184356,-0.133310093,5.938877861,-0.761030303,-1.049927204,-2.531388443,-1.460916255,4.105024026,-0.092041122,1774.091609,3.041497351,0.313128277,0.213915274,-277289.5855
0.0509,0.316157895,293.15,-0.387646036,-23.76511158,-1.24260244,-13.12535988,-11.01186782,-15.91349716,-4.114199686,-25.43380526,-4.113053146,0.678652519,4.77E-11,0.288632092,1.99E-06,1.65E-05,1.23E-07,0.016339012,9.00E-12,0.016357756,-0.14681298,1.619198314,-0.565392461,7.312316074,-3.054189857,0.736029309,-2.249550559,-1.37456123,1.726801636,-0.155598318,1741.559548,0.023394995,0.00034299,0.078862379,-289033.7964
0.0509,0.316157895,297.3605263,-0.387642781,-23.22614019,-1.24261036,-13.10551093,-11.15814437,-15.93575262,-4.114062071,-25.04835162,-4.11305087,0.678654728,8.18E-11,0.288629806,2.03E-06,1.43E-05,1.20E-07,0.01634126,1.32E-11,0.016357793,-0.142287291,1.540879041,-0.534524448,7.239205999,-2.769905076,0.608587268,-2.256401173,-1.377838694,1.846147634,-0.148936304,1744.586827,0.030239075,0.000498365,0.116605431,-288614.9505
0.0509,0.316157895,301.5710526,-0.387640712,-22.68649,-1.242615309,-13.09838465,-11.26259189,-15.97677793,-4.113975245,-24.67273818,-4.113050279,0.678656133,1.40E-10,0.288628378,2.05E-06,1.28E-05,1.15E-07,0.016342679,1.93E-11,0.016357802,-0.13792503,1.456876347,-0.505374504,7.175210723,-2.531367589,0.496364493,-2.263931453,-1.38129654,1.962076368,-0.142808737,1750.940046,0.038765978,0.000714541,0.144488545,-288197.0154
0.0509,0.316157895,305.7815789,-0.387639369,-22.14741324,-1.242618385,-13.10260567,-11.33494557,-16.0341336,-4.113920002,-24.30629321,-4.113051206,0.678657044,2.41E-10,0.28862749,2.04E-06,1.19E-05,1.09E-07,0.016343582,2.78E-11,0.016357787,-0.133723822,1.368733719,-0.477831304,7.118905058,-2.328755741,0.396829342,-2.272166426,-1.384932495,2.075028321,-0.137179817,1759.442715,0.049308997,0.001011562,0.165037609,-287779.7104
0.0509,0.316157895,309.9921053,-0.387638496,-21.60977232,-1.242620208,-13.11699836,-11.38256243,-16.10578204,-4.113885559,-23.94842696,-4.113053459,0.678657636,4.12E-10,0.288626964,2.01E-06,1.14E-05,1.01E-07,0.016344145,3.97E-11,0.01635775,-0.129680764,1.277542458,-0.451791615,7.069110953,-2.154633681,0.307897837,-2.281126962,-1.388745295,2.185372056,-0.132016886,1769.148153,0.062250436,0.00141482,0.180125953,-287362.772
0.0509,0.316157895,314.2026316,-0.387637944,-21.07415876,-1.242621152,-13.14054872,-11.41103536,-16.19000495,-4.11386551,-23.59861939,-4.113056839,0.678658011,7.04E-10,0.288626691,1.96E-06,1.11E-05,9.31E-08,0.016344473,5.64E-11,0.016357695,-0.12579263,1.184077669,-0.42715954,7.024849101,-2.003330886,0.227846887,-2.290827596,-1.392734199,2.293416185,-0.12728994,1779.294386,0.078025887,0.001956122,0.191147768,-286945.9553
0.0509,0.316157895,318.4131579,-0.387637621,-20.54097606,-1.242621454,-13.17237545,-11.42463981,-16.28534006,-4.113855869,-23.25640964,-4.11306115,0.67865823,1.20E-09,0.288626604,1.90E-06,1.09E-05,8.46E-08,0.01634463,7.94E-11,0.016357625,-0.122056002,1.088893821,-0.403845924,6.985301509,-1.870491874,0.155245799,-2.30127502,-1.396898757,2.399419534,-0.122971286,1789.271472,0.097128499,0.002674885,0.199144114,-286529.0324
0.0509,0.316157895,322.6236842,-0.387637469,-20.0104971,-1.242621271,-13.21170751,-11.4266606,-16.39053194,-4.113854056,-22.92138705,-4.113066206,0.678658333,2.04E-09,0.288626657,1.83E-06,1.09E-05,7.62E-08,0.01634466,1.11E-10,0.016357542,-0.118467356,0.992391705,-0.381767838,6.949782001,-1.752747151,0.088901883,-2.312467097,-1.401238684,2.503599623,-0.119035281,1798.596967,0.120113163,0.003619469,0.204894683,-286111.7915
0.0509,0.316157895,326.8342105,-0.38763745,-19.48290385,-1.24262071,-13.25786623,-11.41963285,-16.50449324,-4.113858346,-22.59318371,-4.113071842,0.678658346,3.46E-09,0.288626819,1.75E-06,1.10E-05,6.80E-08,0.01634459,1.54E-10,0.01635745,-0.115023132,0.894865256,-0.360848119,6.917712704,-1.647471167,0.027817013,-2.324392384,-1.405753797,2.606139655,-0.115458118,1806.89675,0.147600577,0.004848631,0.208984866,-285694.0355
0.0509,0.316157895,331.0447368,-0.38763754,-18.95831482,-1.242619847,-13.31025086,-11.40552069,-16.62627421,-4.113867563,-22.27146822,-4.11307792,0.678658285,5.84E-09,0.288627068,1.66E-06,1.11E-05,6.02E-08,0.016344439,2.13E-10,0.01635735,-0.111719768,0.796534249,-0.341014946,6.88860516,-1.552603156,-0.028847229,-2.337030167,-1.410443973,2.707194282,-0.112217643,1813.889455,0.180281133,0.006433112,0.211855008,-285275.5803
0.0509,0.316157895,335.2552632,-0.387637721,-18.43680418,-1.242618732,-13.3683269,-11.38585096,-16.7550387,-4.113880899,-21.95594056,-4.113084334,0.678658162,9.84E-09,0.288627389,1.56E-06,1.14E-05,5.29E-08,0.016344221,2.92E-10,0.016357245,-0.108553729,0.697567086,-0.322201446,6.862045045,-1.466513723,-0.081797641,-2.350350993,-1.415309131,2.806894342,-0.109293203,1819.373376,0.218918576,0.008457324,0.213836732,-284856.2533
0.0509,0.316157895,339.4657895,-0.387637984,-17.91841533,-1.242617403,-13.43161649,-11.3618139,-16.89004521,-4.113897808,-21.64632777,-4.113091028,0.678657984,1.65E-08,0.288627773,1.47E-06,1.16E-05,4.62E-08,0.016343945,3.97E-10,0.016357136,-0.105521517,0.598096626,-0.304345337,6.837679753,-1.38790491,-0.131632143,-2.364317655,-1.420349214,2.905350768,-0.106665515,1823.215137,0.264353381,0.011021163,0.215179869,-284435.8925
0.0509,0.316157895,343.6763158,-0.387638322,-17.40317058,-1.242615879,-13.49969042,-11.33433962,-17.03063205,-4.113917953,-21.34238036,-4.113098005,0.678657755,2.77E-08,0.288628213,1.37E-06,1.20E-05,4.02E-08,0.016343615,5.38E-10,0.016357022,-0.102619667,0.498231157,-0.287388586,6.815208258,-1.315734922,-0.17885824,-2.378886538,-1.425564183,3.002657807,-0.104316555,1825.339667,0.317505805,0.014241899,0.216072522,-284014.3446
0.0509,0.316157895,347.8868421,-0.387638731,-16.89107824,-1.242614168,-13.57216163,-11.30415664,-17.17620572,-4.113941186,-21.04386934,-4.11310536,0.678657477,4.62E-08,0.288628707,1.28E-06,1.23E-05,3.47E-08,0.016343236,7.26E-10,0.016356902,-0.099844741,0.398061944,-0.271277104,6.794372808,-1.249161106,-0.223908091,-2.394009226,-1.43095401,3.098895697,-0.10222947,1825.721226,0.379378563,0.018256149,0.216656069,-283591.4643
0.0509,0.316157895,352.0973684,-0.387639213,-16.38213787,-1.242612257,-13.64867962,-11.27183696,-17.32623172,-4.11396756,-20.75058371,-4.113113318,0.67865715,7.68E-08,0.288629258,1.18E-06,1.27E-05,2.99E-08,0.016342805,9.73E-10,0.016356771,-0.097193317,0.2976684,-0.255960461,6.77495211,-1.187496525,-0.267150814,-2.409634218,-1.436518672,3.194132885,-0.100388503,1824.375307,0.451059092,0.023221911,0.217036446,-283167.1128
0.0509,0.316157895,356.3078947,-0.387639772,-15.87634432,-1.242610115,-13.72892591,-11.23783102,-17.48022736,-4.11399738,-20.46232833,-4.11312231,0.678656771,1.27E-07,0.288629877,1.09E-06,1.32E-05,2.56E-08,0.016342317,1.30E-09,0.016356624,-0.094661975,0.197121593,-0.241391625,6.756755728,-1.130176706,-0.30890258,-2.425708646,-1.442258152,3.288427889,-0.098778949,1821.351319,0.533721356,0.029320629,0.217292664,-282741.1564
0.0509,0.316157895,360.5184211,-0.387640419,-15.37369075,-1.242607677,-13.81261009,-11.20249491,-17.63775597,-4.114031303,-20.17892223,-4.113133085,0.678656331,2.11E-07,0.28863058,1.00E-06,1.36E-05,2.19E-08,0.016341763,1.72E-09,0.016356448,-0.092247282,0.09648661,-0.22752673,6.739619482,-1.076734028,-0.349434883,-2.442179858,-1.448172431,3.381830867,-0.097387133,1816.726001,0.628627169,0.036759286,0.21748327,-282313.4649
0.0509,0.316157895,364.7289474,-0.387641173,-14.87417102,-1.242604826,-13.89946665,-11.16611167,-17.79842228,-4.114070516,-19.90019715,-4.113146894,0.67865582,3.47E-07,0.288631403,9.19E-07,1.41E-05,1.86E-08,0.016341122,2.28E-09,0.016356222,-0.089945786,-0.004175873,-0.214324865,6.723401721,-1.026777891,-0.388981296,-2.458996794,-1.454261485,3.474384968,-0.096200429,1810.597512,0.737126992,0.045772484,0.21765127,-281883.91
0.0509,0.316157895,368.9394737,-0.387642067,-14.37778163,-1.24260137,-13.98925218,-11.12890814,-17.96186864,-4.114117026,-19.62599641,-4.113165794,0.678655213,5.70E-07,0.288632401,8.41E-07,1.47E-05,1.58E-08,0.016340362,3.00E-09,0.016355913,-0.087753996,-0.104808551,-0.201747902,6.70798033,-0.979979243,-0.427742943,-2.476111083,-1.460525281,3.566127516,-0.095207335,1803.080179,0.860660202,0.056624498,0.217827913,-281452.3623
0.0509,0.316157895,373.15,-0.387643153,-13.88452339,-1.242596993,-14.08174313,-11.09106825,-18.12777205,-4.114174133,-19.35617407,-4.11319312,0.678654476,9.33E-07,0.288633664,7.66E-07,1.52E-05,1.34E-08,0.016339429,3.92E-09,0.016355466,-0.085668378,-0.205356786,-0.189760355,6.69325045,-0.936058409,-0.465892843,-2.493477827,-1.466963761,3.657091091,-0.09439763,1794.299844,1.000754793,0.069611275,0.21803561,-281018.6876
0.0509,0.316157895,378.15,-0.387644814,-13.30285602,-1.242589876,-14.19480755,-11.04551494,-18.32757466,-4.114263288,-19.04126018,-4.113244129,0.678653348,1.67E-06,0.288635718,6.84E-07,1.60E-05,1.10E-08,0.016337972,5.38E-09,0.016354632,-0.083324626,-0.324575865,-0.176245424,6.676534757,-0.887311139,-0.51060431,-2.514372495,-1.474836204,3.764138264,-0.093662487,1782.416959,1.190862853,0.088262805,0.218344181,-280500.7363
0.0509,0.316157895,383.15,-0.387647115,-12.72564098,-1.242579272,-14.31108437,-10.9994913,-18.53000404,-4.114390308,-18.73212087,-4.113330015,0.678651787,2.97E-06,0.288638779,6.09E-07,1.67E-05,8.96E-09,0.016335897,7.32E-09,0.016353227,-0.081119275,-0.443517338,-0.163464912,6.660547021,-0.841940343,-0.55486786,-2.535504595,-1.482954546,3.870171395,-0.093163299,1769.170725,1.409471097,0.111008101,0.218737011,-279979.3034
0.0509,0.316157895,388.15,-0.387650482,-12.15292873,-1.242562651,-14.43029105,-10.95318519,-18.73469216,-4.114581742,-18.42856874,-4.113477357,0.678649502,5.27E-06,0.288643577,5.41E-07,1.75E-05,7.31E-09,0.01633277,9.92E-09,0.016350818,-0.079045735,-0.562099185,-0.15137376,6.645195392,-0.79964914,-0.598847073,-2.556820894,-1.491318231,3.975232254,-0.092895763,1754.790755,1.659609634,0.13853855,0.219226718,-279454.0414
0.0509,0.316157895,393.15,-0.387655652,-11.58480527,-1.242535629,-14.55217593,-10.90677856,-18.94133741,-4.114883603,-18.1304411,-4.1137322,0.678645993,9.31E-06,0.288651376,4.79E-07,1.83E-05,5.94E-09,0.016327841,1.34E-08,0.016346652,-0.07709675,-0.680240798,-0.139933115,6.630422562,-0.760174914,-0.642659591,-2.578274772,-1.499926207,4.079364687,-0.092865541,1739.499654,1.94446878,0.171623482,0.219823541,-278924.478
0.0509,0.316157895,398.15,-0.387663897,-11.0214125,-1.242490662,-14.67651997,-10.86047183,-19.14971712,-4.115375181,-17.83760703,-4.114173871,0.678640398,1.63E-05,0.288664356,4.23E-07,1.92E-05,4.82E-09,0.016319816,1.79E-08,0.016339433,-0.075263851,-0.797861156,-0.129112072,6.616215501,-0.723275721,-0.686367787,-2.599824084,-1.508776505,4.182620721,-0.093094718,1723.50572,2.267391036,0.211113241,0.220538748,-278389.9248
0.0509,0.316157895,403.15,-0.387677388,-10.4629824,-1.242414853,-14.80314159,-10.81451809,-19.3597125,-4.116192257,-17.5499801,-4.114938213,0.678631242,2.86E-05,0.288686241,3.72E-07,2.01E-05,3.91E-09,0.016306487,2.39E-08,0.016326949,-0.07353635,-0.914875936,-0.118890932,6.602623501,-0.688714476,-0.72995915,-2.621427754,-1.517865468,4.285070073,-0.093632905,1706.993915,2.631861581,0.257941715,0.221388701,-277849.3233
0.0509,0.316157895,408.15,-0.387699811,-9.909893957,-1.242286336,-14.9319056,-10.76927498,-19.57135364,-4.117565709,-17.26754049,-4.116256202,0.678616026,4.97E-05,0.288723344,3.27E-07,2.10E-05,3.16E-09,0.016284106,3.17E-08,0.016305445,-0.071899585,-1.03119294,-0.109266995,6.589788915,-0.656237811,-0.773310394,-2.64304046,-1.527186344,4.386815312,-0.094575978,1690.112218,3.041497351,0.313128277,0.222400285,-277300.9905
0.0509,0.342421053,293.15,-0.428495577,-23.95340631,-1.161447432,-13.86588731,-11.07771388,-16.47188431,-4.032899096,-25.33765602,-4.031966039,0.651488472,3.96E-11,0.313032759,9.51E-07,1.55E-05,7.02E-08,0.017722875,9.91E-12,0.017739419,-0.172191702,1.695621886,-0.507594755,8.016429667,-3.136628797,1.109717633,-2.340183426,-1.434296637,1.821081072,-0.155291648,1860.67584,0.023394995,0.00034299,0.089127178,-289261.5024
0.0509,0.342421053,297.3605263,-0.428491967,-23.39862322,-1.161455023,-13.85218,-11.24368519,-16.49500767,-4.032765674,-24.94064894,-4.031965392,0.651490824,6.89E-11,0.313030383,9.64E-07,1.31E-05,6.86E-08,0.01772524,1.47E-11,0.017739431,-0.166882901,1.614715632,-0.478944376,7.937980304,-2.830905451,0.973406356,-2.347503365,-1.437646615,1.949692329,-0.148481667,1855.01152,0.030239075,0.000498365,0.129068869,-288834.3413
0.0509,0.342421053,301.5710526,-0.428489678,-22.84320538,-1.161459781,-13.85146086,-11.36443246,-16.53782254,-4.032681522,-24.5539511,-4.031965518,0.651492315,1.20E-10,0.313028894,9.65E-07,1.16E-05,6.57E-08,0.017726732,2.17E-11,0.017739428,-0.161772441,1.527552284,-0.451910461,7.86938429,-2.5744691,0.853564393,-2.355547681,-1.441180983,2.074513815,-0.142236085,1853.121863,0.038765978,0.000714541,0.158445584,-288408.208
0.0509,0.342421053,305.7815789,-0.428488188,-22.28850064,-1.161462803,-13.86227304,-11.45049309,-16.5977103,-4.032627348,-24.17685286,-4.031966324,0.651493286,2.09E-10,0.313027947,9.54E-07,1.06E-05,6.19E-08,0.017727692,3.16E-11,0.017739414,-0.156856735,1.435815858,-0.426386431,7.809096948,-2.356688959,0.747449823,-2.364339362,-1.44489737,2.196019369,-0.136516345,1853.646563,0.049308997,0.001011562,0.179962054,-287982.8077
0.0509,0.342421053,309.9921053,-0.42848721,-21.73543735,-1.161464698,-13.88337669,-11.50982059,-16.67248761,-4.03259252,-23.8087309,-4.031967708,0.651493923,3.63E-10,0.313027355,9.34E-07,1.00E-05,5.74E-08,0.017728309,4.57E-11,0.01773939,-0.152131691,1.340704913,-0.40227356,7.7558424,-2.169524967,0.652807084,-2.373895881,-1.448794472,2.314606748,-0.131287323,1855.51219,0.062250436,0.00141482,0.195625798,-287557.8636
0.0509,0.342421053,314.2026316,-0.428486576,-21.18465091,-1.161465821,-13.91370683,-11.54845312,-16.76031633,-4.032570821,-23.44903552,-4.031969571,0.651494336,6.30E-10,0.313027003,9.06E-07,9.65E-06,5.26E-08,0.017728694,6.55E-11,0.017739357,-0.147592929,1.243077015,-0.379480231,7.708560687,-2.006852458,0.56777242,-2.384226971,-1.452871533,2.430610085,-0.126516788,1857.872945,0.078025887,0.001956122,0.206931733,-287133.118
0.0509,0.342421053,318.4131579,-0.428486186,-20.63657248,-1.161466396,-13.95234163,-11.57099966,-16.85963469,-4.032558431,-23.09727957,-4.031971816,0.65149459,1.09E-09,0.313026823,8.72E-07,9.44E-06,4.76E-08,0.017728914,9.31E-11,0.017739317,-0.143235919,1.143550608,-0.357921365,7.666366963,-1.863972388,0.490799327,-2.395333207,-1.457128094,2.544310548,-0.122175027,1860.067629,0.097128499,0.002674885,0.214996593,-286708.3317
0.0509,0.342421053,322.6236842,-0.428485975,-20.09149075,-1.161466566,-13.99847775,-11.58099568,-16.96910391,-4.032552904,-22.75302902,-4.031974358,0.651494728,1.88E-09,0.31302677,8.33E-07,9.34E-06,4.27E-08,0.017729012,1.31E-10,0.017739272,-0.139056073,1.042576595,-0.337517914,7.628519389,-1.737253687,0.42059938,-2.407205234,-1.461563863,2.655945255,-0.118234553,1861.587265,0.120113163,0.003619469,0.220656979,-286283.2827
0.0509,0.342421053,326.8342105,-0.428485901,-19.54959494,-1.161466427,-14.05141081,-11.58116514,-17.08756645,-4.032552623,-22.41589513,-4.031977128,0.651494776,3.23E-09,0.313026813,7.90E-07,9.34E-06,3.79E-08,0.017729017,1.84E-10,0.017739223,-0.135048804,0.940488573,-0.318196414,7.594393561,-1.623870361,0.35609501,-2.419823608,-1.46617865,2.765714655,-0.114669872,1862.049816,0.147600577,0.004848631,0.224541121,-285857.7641
0.0509,0.342421053,331.0447368,-0.428485936,-19.01100474,-1.161466043,-14.11051969,-11.57361497,-17.21401326,-4.032556494,-22.08552785,-4.031980074,0.651494753,5.54E-09,0.313026933,7.45E-07,9.41E-06,3.34E-08,0.017728948,2.56E-10,0.01773917,-0.131209564,0.837538018,-0.29988857,7.563461977,-1.521607042,0.296381633,-2.433159223,-1.470972327,2.873788631,-0.111457285,1861.179749,0.180281133,0.006433112,0.227121626,-285431.5831
0.0509,0.342421053,335.2552632,-0.42848606,-18.47579151,-1.16146546,-14.17525379,-11.55998039,-17.34755799,-4.032563771,-21.76161039,-4.031983171,0.651494672,9.46E-09,0.313027116,6.98E-07,9.54E-06,2.92E-08,0.017728819,3.54E-10,0.017739115,-0.127533859,0.733918914,-0.282530872,7.535277436,-1.42871429,0.240697154,-2.447174268,-1.475944804,2.98031152,-0.108574717,1858.791016,0.218918576,0.008457324,0.228754418,-285004.5595
0.0509,0.342421053,339.4657895,-0.428486261,-17.94399329,-1.161464706,-14.24512258,-11.54153444,-17.48741686,-4.032573956,-21.44385467,-4.03198643,0.651494541,1.61E-08,0.313027352,6.51E-07,9.72E-06,2.54E-08,0.017728638,4.86E-10,0.017739058,-0.124017253,0.629784951,-0.266064237,7.509459553,-1.343800294,0.188397287,-2.461823638,-1.481096021,3.085406263,-0.106001579,1854.772536,0.264353381,0.011021163,0.229707629,-284576.5239
0.0509,0.342421053,343.6763158,-0.428486531,-17.41562567,-1.161463796,-14.31968706,-11.51927107,-17.63289284,-4.032586746,-21.13199747,-4.031989913,0.651494365,2.73E-08,0.313027637,6.04E-07,9.94E-06,2.20E-08,0.017728412,6.64E-10,0.017738996,-0.120655358,0.525261501,-0.250433687,7.485683757,-1.265749355,0.138935525,-2.477056651,-1.486425933,3.189177837,-0.103718644,1849.075579,0.317505805,0.014241899,0.230183127,-284147.3165
0.0509,0.342421053,347.8868421,-0.428486867,-16.89068977,-1.161462734,-14.39855261,-11.4939686,-17.78336317,-4.032602018,-20.82579734,-4.031993764,0.651494147,4.62E-08,0.313027969,5.58E-07,1.02E-05,1.89E-08,0.017728141,9.03E-10,0.017738927,-0.117443819,0.420453932,-0.23558804,7.463672284,-1.193660197,0.091846811,-2.492818948,-1.491934507,3.291716102,-0.101707952,1841.702713,0.379378563,0.018256149,0.230332627,-283716.7859
0.0509,0.342421053,352.0973684,-0.428487266,-16.36917809,-1.161461506,-14.48136307,-11.46623852,-17.93826955,-4.032619845,-20.52503189,-4.03199825,0.651493886,7.78E-08,0.313028354,5.14E-07,1.05E-05,1.62E-08,0.017727825,1.22E-09,0.017738848,-0.114378301,0.315453356,-0.221479638,7.443186779,-1.126799008,0.046734202,-2.5090544,-1.497621717,3.393098168,-0.099952738,1832.698057,0.451059092,0.023221911,0.230269804,-283284.7876
0.0509,0.342421053,356.3078947,-0.428487735,-15.8510789,-1.161460075,-14.5677958,-11.43656319,-18.09711026,-4.032640545,-20.22949554,-4.032003836,0.651493581,1.31E-07,0.313028801,4.71E-07,1.08E-05,1.38E-08,0.017727458,1.64E-09,0.017738749,-0.111454474,0.210340577,-0.208064089,7.424022227,-1.064563534,0.003257938,-2.525706898,-1.503487544,3.493390386,-0.098437374,1822.138685,0.533721356,0.029320629,0.230079444,-282851.1827
0.0509,0.342421053,360.5184211,-0.428488284,-15.33637953,-1.161458377,-14.65755753,-11.40532504,-18.25943384,-4.032664795,-19.93899774,-4.032011309,0.651493223,2.19E-07,0.313029333,4.31E-07,1.11E-05,1.17E-08,0.017727028,2.19E-09,0.017738616,-0.108667997,0.105188794,-0.195300043,7.406001972,-1.006455434,-0.038873505,-2.54272192,-1.509531969,3.592650026,-0.097147358,1810.127082,0.628627169,0.036759286,0.22982438,-282415.8361
0.0509,0.342421053,364.7289474,-0.428488934,-14.82506878,-1.161456291,-14.75038087,-11.37282937,-18.42483383,-4.032693818,-19.6533614,-4.032021972,0.6514928,3.64E-07,0.313029986,3.93E-07,1.15E-05,9.96E-09,0.017726514,2.92E-09,0.017738427,-0.10601451,6.54E-05,-0.183148988,7.388973679,-0.952058899,-0.07991072,-2.560047788,-1.515754971,3.690926723,-0.096069336,1796.784564,0.737126992,0.045772484,0.229550782,-281978.6143
0.0509,0.342421053,368.9394737,-0.428489721,-14.31713889,-1.161453622,-14.84602145,-11.33932214,-18.59294453,-4.032729691,-19.37242168,-4.032037968,0.651492287,6.06E-07,0.313030822,3.57E-07,1.19E-05,8.42E-09,0.017725878,3.86E-09,0.017738143,-0.103489625,-0.104966535,-0.171575088,7.37280611,-0.901023986,-0.120069285,-2.577636594,-1.522156521,3.788263745,-0.09519119,1782.245566,0.860660202,0.056624498,0.229292219,-281539.3824
0.0509,0.342421053,373.15,-0.428490705,-13.81258715,-1.161450043,-14.94425549,-11.30500409,-18.76343754,-4.032775864,-19.09602512,-4.032062794,0.651491646,1.00E-06,0.313031942,3.23E-07,1.23E-05,7.10E-09,0.017725059,5.09E-09,0.017737703,-0.101088914,-0.209847825,-0.16054505,7.357386669,-0.853053513,-0.159534431,-2.595444781,-1.528736573,3.884699159,-0.094502233,1766.652743,1.000754793,0.069611275,0.229072807,-281098.0001
0.0509,0.342421053,378.15,-0.428492267,-13.21782574,-1.161443858,-15.06399507,-11.26342707,-18.96858906,-4.032852073,-18.77350884,-4.032111798,0.651490628,1.82E-06,0.313033878,2.87E-07,1.28E-05,5.78E-09,0.017723708,7.03E-09,0.017736834,-0.098393148,-0.334121036,-0.148110902,7.339916854,-0.799719323,-0.205715642,-2.616823484,-1.536782118,3.998091894,-0.093917663,1746.970024,1.190862853,0.088262805,0.228886423,-280570.8538
0.0509,0.342421053,383.15,-0.42849453,-12.62785783,-1.161434099,-15.18679182,-11.2211779,-19.17625621,-4.032967188,-18.45697934,-4.032197738,0.651489154,3.28E-06,0.313036933,2.54E-07,1.34E-05,4.70E-09,0.017721668,9.64E-09,0.01773531,-0.095858432,-0.458012388,-0.136353338,7.32323743,-0.749982679,-0.251361682,-2.638399908,-1.545079024,4.110312912,-0.093577014,1726.254063,1.409471097,0.111008101,0.228799102,-280040.161
0.0509,0.342421053,388.15,-0.428497993,-12.0427328,-1.161418072,-15.31236671,-11.17846626,-19.38607356,-4.033149884,-18.14624022,-4.032349336,0.651486898,5.89E-06,0.31304195,2.24E-07,1.40E-05,3.81E-09,0.017718431,1.32E-08,0.017732621,-0.09347665,-0.581435384,-0.125230702,7.307251124,-0.703528259,-0.296645788,-2.660125308,-1.553626816,4.221411798,-0.093477199,1704.744527,1.659609634,0.13853855,0.228824879,-279505.5403
0.0509,0.342421053,393.15,-0.428503529,-11.46253919,-1.161391063,-15.44047353,-11.13549648,-19.59774714,-4.033450432,-17.8411217,-4.032616904,0.651483291,1.05E-05,0.313050405,1.97E-07,1.46E-05,3.08E-09,0.017713107,1.79E-08,0.017727877,-0.09123891,-0.704305394,-0.114707684,7.291899122,-0.660076553,-0.341690452,-2.681957502,-1.562424574,4.331440428,-0.093627004,1682.668362,1.94446878,0.171623482,0.228975619,-278966.461
0.0509,0.342421053,398.15,-0.42851266,-10.88742797,-1.161344866,-15.57090159,-11.09249479,-19.81106915,-4.033956415,-17.5414886,-4.033088075,0.651477343,1.87E-05,0.313064867,1.73E-07,1.52E-05,2.49E-09,0.017704146,2.41E-08,0.017719526,-0.089134836,-0.826537231,-0.104757356,7.277172707,-0.619368727,-0.386556135,-2.703858299,-1.571470525,4.440459853,-0.094055091,1660.233275,2.267391036,0.211113241,0.22926498,-278422.1298
0.0509,0.342421053,403.15,-0.428528013,-10.31765215,-1.161265309,-15.70348218,-11.04974845,-20.02594765,-4.034819407,-17.24725498,-4.03391449,0.651467341,3.30E-05,0.313089775,1.51E-07,1.59E-05,2.01E-09,0.017688874,3.23E-08,0.017704889,-0.08715128,-0.948041369,-0.095364984,7.263134783,-0.581148605,-0.431217781,-2.725789593,-1.580761288,4.548551142,-0.094823883,1637.619759,2.631861581,0.257941715,0.229713325,-277871.3007
