CO2_loading,MEA_mol,Temp,log_x_H2O,log_x_CO2,log_x_MEA,log_x_OH-,log_x_HCO3-,log_x_CO32-,log_x_MEACOO-,log_x_H3O+,log_x_MEAH+,x_H2O,x_CO2,x_MEA,x_OH-,x_HCO3-,x_CO32-,x_MEACOO-,x_H3O+,x_MEAH+,gamma_H2O,gamma_CO2,gamma_MEA,gamma_OH-,gamma_HCO3-,gamma_CO32-,gamma_MEACOO-,gamma_H3O+,gamma_MEAH+,G_ex,Henry_mix_CO2,fugacity_pure_solvent_H2O,fugacity_pure_solvent_MEA,log_gamma_mix_CO2,liq_enthalpy
0.5,0.368684211,403.15,-0.624469615,-6.967869178,-4.282151422,-16.10490681,-4.428848979,-14.75158426,-1.546833534,-13.41802314,-1.492327441,0.535545398,0.000941657,0.013812913,1.01E-07,0.011928211,3.92E-07,0.212921115,1.49E-06,0.224848724,-0.632101382,4.143666824,1.632444327,3.450962876,-2.974153451,-5.691283088,-2.378957646,-1.196396589,4.827483835,-0.248702704,1423.116088,2.631861581,0.257941715,5.461816444,-381482.1498
0.5,0.368684211,408.15,-0.624667875,-6.661330691,-4.239862052,-16.15243161,-4.43551484,-14.81394009,-1.548407445,-13.21299929,-1.494172575,0.535439232,0.001279443,0.014409579,9.66E-08,0.011848964,3.68E-07,0.21258626,1.83E-06,0.22443423,-0.647951978,4.079438491,1.702400594,3.440646007,-3.000472172,-5.910867085,-2.408581071,-1.212058627,4.948492475,-0.320124311,1387.15175,3.041497351,0.313128277,5.5305741,-380969.4913
0.5,0.394947368,293.15,-0.690009209,-13.44389737,-5.067707118,-15.71226648,-5.06814416,-12.57521481,-1.428093066,-20.46512685,-1.402152007,0.50157145,1.45E-06,0.006296842,1.50E-07,0.00629409,3.46E-06,0.239765704,1.29E-09,0.246066856,0.020431177,3.912923869,-0.694875333,4.486575921,-1.795620505,-0.812606781,-1.687951714,-0.930592893,0.473959693,1.519227385,2284.235856,0.023394995,0.00034299,2.101337387,-401110.7052
0.5,0.394947368,297.3605263,-0.690860395,-13.46871656,-5.00204699,-15.78087666,-5.002447268,-12.76982185,-1.429874438,-20.00487755,-1.402154354,0.501144701,1.41E-06,0.006724169,1.40E-07,0.006721478,2.85E-06,0.239338972,2.05E-09,0.246066279,-0.032001149,4.294648017,-0.588147408,4.434228954,-1.89475234,-1.006836441,-1.722798563,-0.940969994,0.802534302,1.457443271,2242.802479,0.030239075,0.000498365,2.619165969,-400644.3838
0.5,0.394947368,301.5710526,-0.691669122,-13.41807925,-4.943454996,-15.85126137,-4.943854603,-12.96275414,-1.431568819,-19.56484839,-1.402156799,0.500739576,1.49E-06,0.007129922,1.31E-07,0.007127073,2.35E-06,0.238933784,3.18E-09,0.246065677,-0.08269663,4.593179595,-0.482185606,4.390171229,-1.983307088,-1.188777716,-1.757190877,-0.951270116,1.111448308,1.393867267,2206.614569,0.038765978,0.000714541,3.049485134,-400185.7715
0.5,0.394947368,305.7815789,-0.692435976,-13.3074562,-4.890927439,-15.92151146,-4.891354339,-13.15159936,-1.433177179,-19.14482621,-1.402159364,0.500355729,1.66E-06,0.00751445,1.22E-07,0.007511243,1.94E-06,0.238549801,4.85E-09,0.246065046,-0.131445033,4.82291172,-0.376897682,4.352914032,-2.063108751,-1.361363486,-1.791046457,-0.96150268,1.401657859,1.328785549,2173.674381,0.049308997,0.001011562,3.407793731,-399734.8045
0.5,0.394947368,309.9921053,-0.693162393,-13.1496062,-4.843611429,-15.99032523,-4.844092104,-13.3345757,-1.434702343,-18.74429441,-1.402162165,0.499992394,1.95E-06,0.00787855,1.14E-07,0.007874764,1.62E-06,0.238186251,7.24E-09,0.246064357,-0.178104539,4.996008845,-0.272245104,4.321242351,-2.13566696,-1.527066932,-1.824317845,-0.971682373,1.67423152,1.262473457,2142.515049,0.062250436,0.00141482,3.707110106,-399291.39
0.5,0.394947368,314.2026316,-0.693850384,-12.95497378,-4.80078107,-16.0568823,-4.801344644,-13.51040002,-1.436148413,-18.36250497,-1.402165386,0.499648522,2.36E-06,0.008223322,1.06E-07,0.008218688,1.36E-06,0.237842066,1.06E-08,0.246063564,-0.222595167,5.12270838,-0.168234281,4.294161292,-2.202227311,-1.687985146,-1.856985058,-0.981827218,1.93031147,1.195190504,2112.073483,0.078025887,0.001956122,3.958325195,-398855.4157
0.5,0.394947368,318.4131579,-0.694502321,-12.73204403,-4.761817178,-16.1207329,-4.762498731,-13.67817636,-1.437520308,-17.9985451,-1.402169274,0.499322889,2.95E-06,0.008550058,9.97E-08,0.008544233,1.15E-06,0.237515996,1.53E-08,0.246062607,-0.264890294,5.21158618,-0.06490664,4.27085274,-2.263814784,-1.845905961,-1.889048853,-0.991957074,2.171077438,1.127176951,2081.597964,0.097128499,0.002674885,4.170509161,-398426.7544
0.5,0.394947368,322.6236842,-0.695120755,-12.48765718,-4.726190193,-16.18170338,-4.727034057,-13.83730339,-1.438823411,-17.65139574,-1.402174152,0.499014186,3.77E-06,0.008860162,9.38E-08,0.008852689,9.78E-07,0.237206689,2.16E-08,0.246061407,-0.305007324,5.269792062,0.037671148,4.250640387,-2.321270895,-2.00236135,-1.920524877,-1.002092515,2.397715113,1.058651766,2050.578777,0.120113163,0.003619469,4.351179854,-398005.2679
0.5,0.394947368,326.8342105,-0.69570829,-12.22728526,-4.693445746,-16.23981775,-4.694509287,-13.98739943,-1.440063298,-17.31998084,-1.402180445,0.498721084,4.90E-06,0.009155086,8.85E-08,0.009145354,8.42E-07,0.236912762,3.01E-08,0.246059859,-0.342998355,5.303258843,0.139415971,4.232961575,-2.375285198,-2.158669921,-1.95143885,-1.012254007,2.611389962,0.989811693,2018.694656,0.147600577,0.004848631,4.506538232,-397590.8078
0.5,0.394947368,331.0447368,-0.696267477,-11.95527246,-4.663192412,-16.29523404,-4.66455065,-14.12824315,-1.441245545,-17.00320721,-1.402188708,0.498442283,6.43E-06,0.00943629,8.38E-08,0.009423482,7.31E-07,0.236632838,4.13E-08,0.246057825,-0.378941456,5.316886984,0.240235615,4.217344689,-2.426421751,-2.315970499,-1.981822747,-1.022461332,2.813226715,0.920831184,1985.770497,0.180281133,0.006433112,4.641674154,-397183.215
0.5,0.394947368,335.2552632,-0.696800746,-11.67504147,-4.635091176,-16.34819405,-4.636842621,-14.25972823,-1.442375597,-16.69999536,-1.402199676,0.49817655,8.50E-06,0.009705222,7.94E-08,0.009688239,6.41E-07,0.236365582,5.59E-08,0.246055127,-0.412932923,5.314706438,0.340034469,4.203391072,-2.47514112,-2.475248293,-2.011711882,-1.032733206,3.004294277,0.85186295,1951.743417,0.218918576,0.008457324,4.760745194,-396782.3178
0.5,0.394947368,339.4657895,-0.697310346,-11.38926858,-4.608846254,-16.39898472,-4.61112035,-14.38183,-1.443458691,-16.40930256,-1.402214313,0.497922744,1.13E-05,0.009963307,7.55E-08,0.009940675,5.68E-07,0.236109714,7.47E-08,0.246051525,-0.445080712,5.300017216,0.43871759,4.190760603,-2.521818503,-2.637354785,-2.041142741,-1.043087034,3.185595515,0.783038916,1916.635227,0.264353381,0.011021163,4.867130798,-396387.9274
0.5,0.394947368,343.6763158,-0.69779831,-11.10003056,-4.584196917,-16.44790915,-4.587163591,-14.49458236,-1.444499812,-16.13013906,-1.402233893,0.497679835,1.51E-05,0.010211948,7.19E-08,0.010181697,5.07E-07,0.235864023,9.88E-08,0.246046708,-0.475499075,5.275510308,0.536193234,4.179160293,-2.566758468,-2.803022146,-2.070151417,-1.053538791,3.358061174,0.714471389,1880.530017,0.317505805,0.014241899,4.9635641,-395999.8319
0.5,0.394947368,347.8868421,-0.698266429,-10.80892648,-4.560910052,-16.49526568,-4.564791954,-14.59806364,-1.445503696,-15.86157886,-1.402260094,0.497446916,2.02E-05,0.010452542,6.86E-08,0.010412045,4.57E-07,0.235627362,1.29E-07,0.246040261,-0.504304337,5.243370709,0.632373988,4.168335337,-2.610206793,-2.972872702,-2.098772514,-1.064102973,3.522547163,0.646254308,1843.555899,0.379378563,0.018256149,5.052243674,-395617.788
0.5,0.394947368,352.0973684,-0.698716226,-10.51717796,-4.538773173,-16.54133331,-4.543861361,-14.69239004,-1.446474855,-15.60276621,-1.402295117,0.497223217,2.71E-05,0.010686509,6.55E-08,0.010632272,4.16E-07,0.235398642,1.67E-07,0.246031644,-0.531611708,5.205364385,0.727176661,4.158062245,-2.652359787,-3.147423706,-2.127038379,-1.07479262,3.679834442,0.578464437,1805.870225,0.451059092,0.023221911,5.134927467,-395241.5093
0.5,0.394947368,356.3078947,-0.699148937,-10.22571076,-4.517587655,-16.58636219,-4.524261624,-14.77771613,-1.447417634,-15.3529188,-1.40234185,0.497008109,3.62E-05,0.010915323,6.26E-08,0.010842717,3.82E-07,0.235176817,2.15E-07,0.246020146,-0.557532954,5.162911008,0.820521034,4.148143721,-2.693371425,-3.327087419,-2.154978591,-1.085619384,3.830630841,0.511162413,1767.647717,0.533721356,0.029320629,5.213011099,-394870.6518
0.5,0.394947368,360.5184211,-0.699565499,-9.935220749,-4.497161914,-16.6305681,-4.505915131,-14.85424175,-1.448336301,-15.11132867,-1.402404066,0.496801117,4.84E-05,0.01114057,5.99E-08,0.011043479,3.54E-07,0.234960867,2.74E-07,0.246004841,-0.582174806,5.117144206,0.912327522,4.138405119,-2.733358574,-3.512166237,-2.182619615,-1.096593625,3.975574231,0.444393549,1729.071069,0.628627169,0.036759286,5.287592536,-394504.7944
0.5,0.394947368,364.7289474,-0.699966524,-9.64622666,-4.477304287,-16.67412998,-4.488776624,-14.92222547,-1.449235158,-14.87736137,-1.40248668,0.496601928,6.47E-05,0.011364006,5.73E-08,0.011234379,3.31E-07,0.234749766,3.46E-07,0.245984518,-0.605637936,5.06896092,1.002513732,4.128692347,-2.772404488,-3.70284236,-2.209984563,-1.107724559,4.115236595,0.378188328,1690.323636,0.737126992,0.045772484,5.359524961,-394143.4142
0.5,0.394947368,368.9394737,-0.700352277,-9.359111889,-4.457815324,-16.71719009,-4.472834117,-14.98200483,-1.450118702,-14.65045424,-1.402596081,0.496410399,8.62E-05,0.011587651,5.49E-08,0.011414919,3.11E-07,0.234542446,4.34E-07,0.245957609,-0.628016381,5.019061303,1.090989844,4.118871215,-2.810560701,-3.899161217,-2.237093048,-1.119020431,4.250128623,0.312562499,1651.583866,0.860660202,0.056624498,5.429459434,-393785.8551
0.5,0.394947368,373.15,-0.700722654,-9.074156977,-4.438479187,-16.75985628,-4.458111023,-15.03402433,-1.450991822,-14.4301138,-1.402740543,0.496226574,0.000114589,0.011813892,5.26E-08,0.011584225,2.96E-07,0.234337751,5.41E-07,0.24592208,-0.649397303,4.967980338,1.177652631,4.108828311,-2.847847393,-4.101007604,-2.263961099,-1.130488749,4.380704593,0.247516694,1613.021185,1.000754793,0.069611275,5.497878688,-393431.2874
0.5,0.394947368,373.15,-0.700722654,-9.074156977,-4.438479187,-16.75985628,-4.458111023,-15.03402433,-1.450991822,-14.4301138,-1.402740543,0.496226574,0.000114589,0.011813892,5.26E-08,0.011584225,2.96E-07,0.234337751,5.41E-07,0.24592208,-0.649397303,4.967980338,1.177652631,4.108828311,-2.847847393,-4.101007604,-2.263961099,-1.130488749,4.380704593,0.247516694,1613.021185,1.000754793,0.069611275,5.497878688,-393431.2874
0.5,0.394947368,378.15,-0.70114178,-8.738853381,-4.415379674,-16.81011674,-4.442299835,-15.08654221,-1.452022839,-14.17640317,-1.402972573,0.496018636,0.000160238,0.012089963,5.01E-08,0.011768841,2.81E-07,0.23409627,6.97E-07,0.245865025,-0.673601893,4.906323139,1.278036209,4.096491848,-2.890976702,-4.347439308,-2.295571564,-1.144341115,4.530710636,0.171005711,1567.674424,1.190862853,0.088262805,5.577620208,-393012.6505
0.5,0.394947368,383.15,-0.701536852,-8.407107467,-4.391675931,-16.86002039,-4.428483574,-15.13030033,-1.453058275,-13.93075275,-1.403292951,0.495822712,0.000223275,0.012379964,4.76E-08,0.011932571,2.69E-07,0.233854003,8.91E-07,0.245786268,-0.696634892,4.843986634,1.375420115,4.083618958,-2.932774665,-4.600262264,-2.326874859,-1.158458578,4.675786788,0.09523123,1523.036621,1.409471097,0.111008101,5.656045784,-392594.4204
0.5,0.394947368,388.15,-0.701905327,-8.079052104,-4.366783759,-16.90963571,-4.416950996,-15.16716791,-1.454112571,-13.69267814,-1.403733564,0.495640047,0.000309965,0.012691996,4.53E-08,0.012070981,2.59E-07,0.233607582,1.13E-06,0.245677995,-0.718605755,4.78118817,1.469448232,4.070185825,-2.97307358,-4.857915799,-2.357879426,-1.172854594,4.816443575,0.020092797,1479.314885,1.659609634,0.13853855,5.73328463,-392173.5049
0.5,0.394947368,393.15,-0.702243753,-7.754729819,-4.339971419,-16.9590458,-4.408116059,-15.19972615,-1.455205063,-13.46179959,-1.404337254,0.495472338,0.00042871,0.013036901,4.31E-08,0.0121781,2.51E-07,0.233352507,1.42E-06,0.245529726,-0.739611922,4.717935329,1.559636112,4.056271211,-3.011607055,-5.118061712,-2.388589516,-1.187546493,4.9531244,-0.054561258,1436.683643,1.94446878,0.171623482,5.809259754,-391745.7588
0.5,0.394947368,398.15,-0.702547865,-7.434078439,-4.310309824,-17.00840256,-4.402547676,-15.23150967,-1.456362501,-13.23782568,-1.405161562,0.495321682,0.000590773,0.013429388,4.11E-08,0.012246101,2.43E-07,0.233082572,1.78E-06,0.245327418,-0.759739433,4.654017849,1.645320407,4.042099509,-3.047985393,-5.37735933,-2.419008963,-1.202559271,5.086220311,-0.12894799,1395.282894,2.267391036,0.211113241,5.883680993,-391305.6102
0.5,0.394947368,403.15,-0.702812874,-7.116890386,-4.276609044,-17.05800945,-4.401010897,-15.2673192,-1.457622927,-13.02052847,-1.406284022,0.495190434,0.000811286,0.013889682,3.91E-08,0.012264935,2.34E-07,0.232788974,2.21E-06,0.245052202,-0.779063232,4.588978685,1.725590687,4.028106072,-3.081660324,-5.631176388,-2.449148308,-1.217931812,5.216088599,-0.203370965,1355.215401,2.631861581,0.257941715,5.956016791,-390845.5322
0.5,0.394947368,408.15,-0.70303411,-6.802734876,-4.237334089,-17.1084508,-4.404526761,-15.31363501,-1.459041847,-12.80970354,-1.407810018,0.495080893,0.001110733,0.014446052,3.71E-08,0.012221889,2.24E-07,0.232458899,2.73E-06,0.244678538,-0.797646764,4.52205704,1.799194341,4.01503807,-3.111873019,-5.873212065,-2.479037728,-1.233727249,5.343078761,-0.278252764,1316.540618,3.041497351,0.313128277,6.02543764,-390355.2587
0.5,0.421210526,293.15,-0.775836148,-13.68978499,-5.100435287,-16.47774964,-5.100796291,-13.07892979,-1.34439291,-20.35729487,-1.321278204,0.460318725,1.13E-06,0.006094093,6.98E-08,0.006091894,2.09E-06,0.260697927,1.44E-09,0.266794067,0.020656,4.234131757,-0.619259991,5.159191826,-1.780515361,-0.419306044,-1.746311684,-0.945557613,0.52884032,1.645440438,2333.45611,0.023394995,0.00034299,2.401226348,-410817.6517
0.5,0.421210526,301.5710526,-0.777789162,-13.67764644,-4.962850656,-16.64593759,-4.963171076,-13.48512945,-1.347844037,-19.4221665,-1.321280932,0.459420594,1.15E-06,0.006992965,5.90E-08,0.006990725,1.39E-06,0.259799776,3.67E-09,0.266793339,-0.102984691,4.952698113,-0.412851289,5.058015213,-1.990871526,-0.820115556,-1.817857914,-0.967119772,1.207343337,1.519061556,2246.421332,0.038765978,0.000714541,3.391124692,-409869.2839
0.5,0.421210526,305.7815789,-0.778698791,-13.57145487,-4.904771515,-16.73298534,-4.905109503,-13.68468659,-1.349453564,-18.98377713,-1.321282513,0.459002881,1.28E-06,0.007411136,5.41E-08,0.007408632,1.14E-06,0.259381958,5.69E-09,0.266792917,-0.162106596,5.201062689,-0.310448388,5.019641236,-2.079947963,-1.003617308,-1.852759229,-0.97780509,1.518132901,1.453044755,2208.410004,0.049308997,0.001011562,3.770090897,-409407.4649
0.5,0.421210526,309.9921053,-0.779563394,-13.41629988,-4.852560526,-16.81932662,-4.852937162,-13.87865189,-1.350984745,-18.56473524,-1.321284311,0.458606198,1.49E-06,0.007808358,4.96E-08,0.007805418,9.39E-07,0.258985101,8.66E-09,0.266792437,-0.219061756,5.391680549,-0.208426888,4.987433516,-2.160654105,-1.17963316,-1.886998527,-0.988431324,1.811033007,1.385519052,2171.951929,0.062250436,0.00141482,4.089135936,-408953.8369
0.5,0.421210526,314.2026316,-0.780383918,-13.22269343,-4.80543281,-16.90369519,-4.805870954,-14.06536334,-1.352439158,-18.16459272,-1.321286453,0.458230055,1.81E-06,0.008185158,4.56E-08,0.008181572,7.79E-07,0.258608703,1.29E-08,0.266791866,-0.273670665,5.534462349,-0.106747522,4.960244113,-2.234396742,-1.350447632,-1.920555036,-0.999009404,2.086997622,1.316754247,2136.021251,0.078025887,0.001956122,4.358804452,-408508.3247
0.5,0.421210526,318.4131579,-0.781162017,-12.99926931,-4.762713722,-16.98527812,-4.763240748,-14.24362099,-1.353819684,-17.78268241,-1.321289116,0.457873645,2.26E-06,0.008542396,4.20E-08,0.008537895,6.52E-07,0.258251933,1.89E-08,0.266791155,-0.325823949,5.637805909,-0.005420087,4.937132275,-2.302344009,-1.517998254,-1.953430709,-1.009554072,2.347052976,1.247004798,2099.915185,0.097128499,0.002674885,4.587967785,-408070.8317
0.5,0.421210526,322.6236842,-0.781899834,-12.75306324,-4.723821493,-17.06361545,-4.724471989,-14.41258647,-1.355130125,-17.41817787,-1.321292537,0.457535943,2.89E-06,0.008881174,3.88E-08,0.008875399,5.50E-07,0.257913731,2.73E-08,0.266790243,-0.375473565,5.708795561,0.095507197,4.917324597,-2.365463392,-1.683936566,-1.985643844,-1.020082517,2.592266111,1.176506785,2063.179225,0.120113163,0.003619469,4.784057331,-407641.2443
0.5,0.421210526,326.8342105,-0.782599811,-12.48976252,-4.688252887,-17.13851392,-4.689071733,-14.57169929,-1.356374889,-17.07014626,-1.321297032,0.45721579,3.77E-06,0.00920275,3.60E-08,0.009195218,4.69E-07,0.257592889,3.86E-08,0.266789043,-0.422622814,5.753379891,0.195958029,4.90018243,-2.424554273,-1.84967689,-2.017223862,-1.03061328,2.82371678,1.10547605,2025.549398,0.147600577,0.004848631,4.953269401,-407219.4342
0.5,0.421210526,331.0447368,-0.783264546,-12.2139269,-4.655571176,-17.20997435,-4.656617319,-14.72060884,-1.357558739,-16.73759344,-1.321303021,0.456911964,4.96E-06,0.009508481,3.36E-08,0.009498539,4.05E-07,0.257288118,5.38E-08,0.266787446,-0.467316173,5.776530568,0.295837298,4.885175292,-2.480275646,-2.016435074,-2.048207198,-1.041165394,3.042473652,1.034107305,1986.9068,0.180281133,0.006433112,5.100745679,-406805.2592
0.5,0.421210526,335.2552632,-0.783896664,-11.92918182,-4.625395886,-17.27813213,-4.626747121,-14.85912038,-1.358686597,-16.41950096,-1.321311061,0.456623233,6.60E-06,0.009799775,3.13E-08,0.009786542,3.52E-07,0.256998097,7.40E-08,0.266785301,-0.509629639,5.782383736,0.395038846,4.871859286,-2.533169537,-2.185258928,-2.078634133,-1.051757743,3.249575191,0.962573989,1947.241313,0.218918576,0.008457324,5.230731866,-406398.5627
0.5,0.421210526,339.4657895,-0.784498724,-11.63838547,-4.597393874,-17.34320946,-4.599152977,-14.98715354,-1.359763407,-16.11485533,-1.321321894,0.456348401,8.82E-06,0.010078066,2.94E-08,0.010060353,3.10E-07,0.256721508,1.00E-07,0.266782411,-0.549662046,5.77436503,0.493451551,4.859859663,-2.583680632,-2.357051682,-2.108546442,-1.062408586,3.446015121,0.891028676,1906.622452,0.264353381,0.011021163,5.346716447,-405999.1713
0.5,0.421210526,343.6763158,-0.785073145,-11.34377156,-4.571271367,-17.40547803,-4.573573994,-15.10471188,-1.360794031,-15.8226703,-1.321336508,0.45608634,1.18E-05,0.010344799,2.76E-08,0.010321007,2.75E-07,0.256457061,1.34E-07,0.266778512,-0.587527594,5.755299121,0.590963708,4.848856858,-2.632172569,-2.532589446,-2.13798568,-1.073135235,3.632732128,0.819603844,1865.17591,0.317505805,0.014241899,5.451551204,-405606.8899
0.5,0.421210526,347.8868421,-0.785622145,-11.04706988,-4.546766697,-17.46523056,-4.549791564,-15.21186189,-1.361783203,-15.54200317,-1.321356207,0.455836018,1.59E-05,0.010601427,2.60E-08,0.010569407,2.47E-07,0.256203507,1.78E-07,0.266773257,-0.623349652,5.727504802,0.687465795,4.838575405,-2.678941301,-2.712533372,-2.166991962,-1.083953854,3.810603245,0.748412851,1823.06475,0.379378563,0.018256149,5.547555014,-405221.4954
0.5,0.421210526,352.0973684,-0.7861477,-10.74960699,-4.523643479,-17.52275981,-4.527625451,-15.30872047,-1.362735511,-15.27196601,-1.321382718,0.455596514,2.15E-05,0.010849422,2.45E-08,0.010806306,2.25E-07,0.255959638,2.33E-07,0.266766185,-0.657255791,5.692876692,0.782851751,4.828775279,-2.724225882,-2.897436925,-2.195603125,-1.094879347,3.980440294,0.677550976,1780.474465,0.451059092,0.023221911,5.636602487,-404842.7271
0.5,0.421210526,356.3078947,-0.786651505,-10.4523894,-4.50168399,-17.57834374,-4.506930904,-15.39544997,-1.363655412,-15.01173288,-1.321418314,0.455367039,2.89E-05,0.011090305,2.32E-08,0.011032267,2.06E-07,0.255724289,3.02E-07,0.266756689,-0.689373943,5.652954756,0.877018873,4.8192453,-2.768217003,-3.087748412,-2.223854168,-1.105925333,4.14298878,0.607096416,1737.601248,0.533721356,0.029320629,5.720198966,-404470.274
0.5,0.421210526,364.7289474,-0.787599054,-9.861511567,-4.460438591,-17.68465756,-4.469544465,-15.53941649,-1.365415525,-14.51770705,-1.321529635,0.454935761,5.21E-05,0.011557293,2.09E-08,0.011452532,1.78E-07,0.255274581,4.95E-07,0.266726995,-0.748743371,5.561957207,1.061293032,4.800268128,-2.852877071,-3.485843559,-2.279399624,-1.128427076,4.448876349,0.467641425,1651.792322,0.737126992,0.045772484,5.875580305,-403742.7121
0.5,0.421210526,368.9394737,-0.788044503,-9.568813739,-4.440749345,-17.7357989,-4.452728351,-15.59725674,-1.366264645,-14.28259809,-1.321614383,0.454733156,6.99E-05,0.011787103,1.98E-08,0.011646747,1.68E-07,0.255057914,6.27E-07,0.266704391,-0.776230352,5.51266672,1.151192602,4.790507658,-2.893735266,-3.693950464,-2.306747166,-1.139904211,4.593388028,0.398718277,1609.231987,0.860660202,0.056624498,5.949042558,-403386.5515
0.5,0.421210526,373.15,-0.788471548,-9.278364397,-4.421401527,-17.78581519,-4.43713674,-15.64621321,-1.367099466,-14.05465949,-1.321726881,0.454539006,9.34E-05,0.012017378,1.89E-08,0.011829762,1.60E-07,0.254845075,7.87E-07,0.266674389,-0.80239846,5.461724632,1.239449018,4.780389105,-2.93368292,-3.908078087,-2.333840651,-1.151544935,4.732963096,0.330357138,1567.131065,1.000754793,0.069611275,6.020485315,-403034.5375
0.5,0.421210526,373.15,-0.788471548,-9.278364397,-4.421401527,-17.78581519,-4.43713674,-15.64621321,-1.367099466,-14.05465949,-1.321726881,0.454539006,9.34E-05,0.012017378,1.89E-08,0.011829762,1.60E-07,0.254845075,7.87E-07,0.266674389,-0.80239846,5.461724632,1.239449018,4.780389105,-2.93368292,-3.908078087,-2.333840651,-1.151544935,4.732963096,0.330357138,1567.131065,1.000754793,0.069611275,6.020485315,-403034.5375
0.5,0.421210526,378.15,-0.788954467,-8.936638691,-4.398545849,-17.84391909,-4.420249,-15.69359257,-1.368079676,-13.79261932,-1.321908604,0.454319553,0.000131482,0.012295206,1.78E-08,0.012031236,1.53E-07,0.254595396,1.02E-06,0.266625933,-0.831898488,5.399715725,1.341933778,4.767762141,-2.979952319,-4.169845795,-2.365708116,-1.165592907,4.89291012,0.249906125,1517.94339,1.190862853,0.088262805,6.103249671,-402620.5937
0.5,0.421210526,383.15,-0.789409927,-8.598545145,-4.375392323,-17.90077562,-4.405241581,-15.73049554,-1.369057849,-13.5392859,-1.322161065,0.454112676,0.000184374,0.012583205,1.68E-08,0.012213156,1.47E-07,0.25434648,1.32E-06,0.266558628,-0.859834891,5.33655955,1.441638757,4.754347276,-3.024908329,-4.438985634,-2.397264705,-1.179898512,5.047184062,0.170212125,1469.844135,1.409471097,0.111008101,6.184168455,-402209.0937
0.5,0.421210526,398.15,-0.790582921,-7.60618003,-4.298010373,-18.06526076,-4.374203678,-15.79904303,-1.372135176,-12.82606006,-1.323654847,0.453580317,0.000497368,0.013595582,1.43E-08,0.01259817,1.38E-07,0.253564975,2.69E-06,0.266160745,-0.935584358,5.142074169,1.719880688,4.709168156,-3.150164216,-5.273450354,-2.490211379,-1.224535343,5.481362884,-0.065325223,1333.792235,2.267391036,0.211113241,6.416808309,-400956.2179
0.5,0.421210526,403.15,-0.790894143,-7.282078626,-4.266649853,-18.11875639,-4.370110409,-15.81898624,-1.373290777,-12.60254558,-1.324563949,0.453439174,0.000687754,0.014028703,1.35E-08,0.012649844,1.35E-07,0.253272124,3.36E-06,0.265918888,-0.958514941,5.075013793,1.803448767,4.693014513,-3.187552437,-5.55033946,-2.520654811,-1.24007621,5.618024288,-0.143293021,1291.578464,2.631861581,0.257941715,6.490147222,-400514.9525
0.5,0.421210526,408.15,-0.791155328,-6.960518214,-4.230359457,-18.17232595,-4.370431294,-15.84632447,-1.374580267,-12.38561115,-1.325810453,0.453320758,0.000948605,0.014547161,1.28E-08,0.012645785,1.31E-07,0.252945743,4.18E-06,0.265587625,-0.980432329,5.005847239,1.880642989,4.677121405,-3.221753438,-5.818099372,-2.55086098,-1.256027818,5.75129429,-0.221534608,1251.027915,3.041497351,0.313128277,6.560269847,-400047.9003
0.5,0.447473684,293.15,-0.872939342,-13.94654047,-5.144331448,-17.33908501,-5.144627511,-13.65392114,-1.264466259,-20.24997981,-1.24402078,0.417721915,8.77E-07,0.005832372,2.95E-08,0.005830646,1.18E-06,0.282389979,1.61E-09,0.288223004,0.021176091,4.567250162,-0.53688173,5.927600732,-1.753247673,0.046195322,-1.804319767,-0.959946213,0.582991456,1.77577982,2351.041955,0.023394995,0.00034299,2.726836616,-420855.7455
0.5,0.447473684,297.3605263,-0.874119796,-13.98534254,-5.063188506,-17.43446501,-5.063451519,-13.8646283,-1.266212828,-19.75649606,-1.244021419,0.417229105,8.44E-07,0.006325359,2.68E-08,0.006323695,9.52E-07,0.281897196,2.63E-09,0.28822282,-0.053086692,4.985317618,-0.437908746,5.869667305,-1.877854464,-0.174286366,-1.841469402,-0.971201486,0.951648512,1.714128902,2303.475338,0.030239075,0.000498365,3.283142761,-420365.0524
0.5,0.447473684,301.5710526,-0.875259436,-13.94654244,-4.990712247,-17.53603899,-4.990967306,-14.07656844,-1.26790015,-19.28099156,-1.244022213,0.416753885,8.77E-07,0.006800819,2.42E-08,0.006799085,7.70E-07,0.281421946,4.23E-09,0.288222591,-0.126117732,5.321747366,-0.339564502,5.822254768,-1.988783886,-0.380247,-1.878085194,-0.982432871,1.301371658,1.650128485,2260.283001,0.038765978,0.000714541,3.754022349,-419883.0724
0.5,0.447473684,305.7815789,-0.87635417,-13.84494336,-4.925774673,-17.64060188,-4.926040221,-14.28616966,-1.269522042,-18.82407087,-1.244023155,0.4162979,9.71E-07,0.007257102,2.18E-08,0.007255175,6.25E-07,0.28096588,6.68E-09,0.288222319,-0.197435015,5.589206917,-0.241586954,5.783369804,-2.08824948,-0.575254449,-1.914064711,-0.99362338,1.632619793,1.58405287,2219.54001,0.049308997,0.001011562,4.153207955,-419409.8564
