Feature,Global_Attribution_Score
x15,0.6287108
x8,0.6172971
x1,0.3732345
x10,0.14414896
x16,0.066090405
x11,0.062137153
x14,0.046559665
x5,0.036496688
x2,0.03238417
x6,0.011828775
x4,0.009952036
x3,0.009177442
x12,0.009169684
x13,0.0019792176
x7,0.00041275576
x9,0.0
