Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),4.77192998987838e-05,-6.817833662251287e-05
Voltage (V),0.21260031857267872,0.20847730768374914
Faradaic efficiency,0.35246925874306356,0.34714140316033126
CO conversion,0.3806915501755654,0.36372732113177075
Crossover rate,2.8720985662243867e-05,7.781724377625766e-05
Capture energy (MJ/kgCO2),0.07844122263987185,0.06177004417487432
Electricity price (USD/kWh),4.984224744489102e-05,4.246129872346184e-05
Membrane cost (USD/m2),9.196260988465005e-05,3.6926396516668944e-05
