x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
-0.29276711145769957,-1.888941724438579,0.0,0.0,-0.2882513565237834,0.400760510458306,0.0,0.7444022663816623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8122999474966571,0.51310889659432,0.4130924687380273,0.0,0.0,0.0,0.0,0.0,0.0,0.29357037331384733,0.18416461368834813,0.0,0.0,0.0,0.0
0.3148820944071343,0.25143088104395567,0.0,0.0,0.0,0.2806453573758126,0.0,0.46881170670846867,0.0,0.24312649327569202,0.0,0.0,0.0,0.0,0.0,0.35040421229633867,0.0,0.0,0.0,0.0,0.5032020374194115,0.0,0.0,0.6462503473499999,0.0,0.2393163626726803,0.6408733785442353,0.0,0.0,0.0
-0.4389628573570414,-1.2810794870375792,0.0,0.0,0.0,0.0,0.43429591785999055,0.5014165309873007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4891969717114978,-1.6094969071551677,0.0,0.0,-0.5814949894343114,-0.7507858954122937,0.0,0.0,0.3213011722804451,0.4093009498071387,0.0,0.0,0.0,0.0
0.0,0.5816599145681739,0.0,0.0,0.0,0.6897983566610932,0.0,0.7322198812146735,0.4257178511577341,0.0,0.0,0.0,0.0,0.0,0.0,0.4544744629152477,-1.1526442095105949,0.0,0.0,0.0,-0.7301594433485872,0.0,0.0,-1.3900035348884057,0.3488305702042269,0.6390984605967306,0.0,0.0,0.0,0.0
0.0,0.2316115349063531,0.0,0.0,0.0,0.3679475979577065,0.0,0.6160691338880507,-0.5428615775282042,0.0,0.0,0.0,0.0,0.0,0.0,0.2259101079379443,0.0,0.0,0.0,0.0,0.4244459022976064,0.0,0.0,-1.2036325190031656,-0.5168286364249052,0.4824214109070824,0.7418756632255734,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5403562607824766,-0.35243580504866834,-0.3246323217266519,0.0,0.6997223670749441,-0.21232503909145795,0.0,0.0,0.0,0.0,0.0,-0.7248574858765274,-0.7970542299713133,0.0,0.0,0.0,-1.0175960023931567,0.0,0.5471636995306931,-0.3111984989444215,0.0,0.0,0.0,0.0,0.0
0.0,-0.8188661340144078,0.0,0.0,0.0,0.0,0.0,-0.5213111437702718,0.0,0.6607892958106885,0.0,0.0,0.0,0.0,0.0,-0.5217888262247022,0.6995908245150584,-0.2561367528777227,0.0,0.0,0.0,0.5035114847429443,0.0,-0.6200197320628551,0.0,0.36640633099318864,-0.43989019086194114,0.0,0.0,0.0
0.4540013623756511,0.0,0.0,0.0,0.18286173265992334,-0.6287803341766384,0.0,-1.0316771198344672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38800281130625647,-0.4199263675496434,0.0,0.0,0.0,-2.5250881579656177,0.0,0.4886612335575184,0.25462645008153245,0.0,0.33628933681108913,0.0,0.0,0.0
0.480946511561109,0.0,0.0,0.0,0.0,0.0,0.0,-0.8547109059445792,0.31467943799050746,0.4932026507920126,0.2635768198933616,0.0,0.0,0.0,0.0,0.0,0.4993942942430873,-1.4917767869935301,0.0,0.0,0.19863305122919162,0.0,0.0,0.6183926291710757,0.0,0.4622289484483684,0.0,0.0,0.0,0.0
0.0,-1.0163500519566278,0.0,0.0,0.0,0.0,0.0,0.0,0.3078259118314397,0.5391321834761208,0.0,0.0,0.0,0.0,0.17035069602566377,0.20614850196622875,0.582282288500901,0.0,0.0,0.0,0.49435169840473697,0.17023842728466235,0.0,0.0,0.23634445150895594,0.0,0.5610272113172732,0.0,0.0,0.0
-0.3486990122379954,-0.31786947734518217,0.0,0.0,0.0,0.0,0.0,-1.2494141955266234,-0.33786374513431544,0.674075988587732,0.0,0.0,0.0,0.0,0.0,0.0,-1.4556092976680448,0.0,0.0,0.0,0.4353120461749526,0.5219397549838536,0.0,0.7597518021847741,0.0,0.0,-1.405278649175422,0.0,0.0,0.0
0.4936240632714086,-0.6970792747362817,0.0,0.0,-0.3265652813113839,0.19967494053189763,-0.571015857954602,0.24583671289349399,0.0,0.0,0.21278156399805367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7860914282476459,0.0,0.48829840665745106,0.0,0.0,0.742772483022588,0.0,0.0,0.0
