Feature,Mean_Abs_SHAP
Current density (A/cm2),0.00036447941005326
Voltage (V),0.048130301537818505
Faradaic efficiency,0.06366051858419108
CO conversion,0.05997534926827708
Crossover rate,0.0002505550415091279
Capture energy (MJ/kgCO2),0.026635159419445706
Electricity price (USD/kWh),0.00014570721700896382
Membrane cost (USD/m2),0.00029979469744865464
