Feature,Total_Effect (ST),First_Order (S1)
Pd_C103,0.010948334874343237,-0.00022907330237388764
Pd_C301,0.05345953114682632,0.018300776580132027
HX100,0.05981128057146952,-0.009154397640080199
T_E110,0.08652909738754126,0.0061034713336906915
L_R100,0.012693762870787112,0.0024654533781374114
D_R100,0.01844093915317832,0.003503441954868082
F_S220,0.026105086159440488,0.006278006095029728
T_E120,0.09237981074756614,-0.015021738258437667
P_V100,1.2189378262842015e-06,-8.573688931580118e-06
Pd_P150,1.0946175303663008,0.14217326102888841
HX150,0.6140409536114247,0.07878754519555482
HX220,0.00032130743133615294,0.0012761339102973787
T_E220,0.02379893519353053,6.57261882329336e-05
Rr_D200,0.05020801032453143,-0.005971850933158265
Pc_D200,0.013775595715844885,-0.0015749655918782853
F_S220.1,3.6699244550158252e-06,1.1599186944508553e-05
