Current density (A/cm2),Voltage (V),Faradaic efficiency,CO conversion,Crossover rate,Capture energy (MJ/kgCO2),Electricity price (USD/kWh),Membrane cost (USD/m2),Unreacted (conversion)
182.984138267944,2.78612630473174,0.921518257985895,0.386488400929384,0.474498487487979,3.66739839834161,0.0801502628082331,458.743279665693,0.139013111582636
166.896322404296,3.09186809324442,0.729145288755818,0.266965461049922,0.205126208527414,2.68877970550411,0.0633630247907046,107.196057272281,0.527908330422663
116.793210000594,3.07594509126481,0.72984904080303,0.22813089002484,0.385615491009515,4.78515807633523,0.0171520286515458,520.871140394055,0.386253618965645
197.230214220671,3.27504282167107,0.555668085334653,0.479189215518557,0.112639275537572,3.11673879141675,0.0447188120149998,1286.62355875675,0.408171508943871
278.212392098598,3.31440768215548,0.500735259161063,0.475949630428071,0.282693483082239,3.09770650955485,0.0640650489315373,1533.73346075761,0.24135688648969
228.869684043477,2.88305226741192,0.77087601515594,0.180623479492813,0.234392580533863,3.54392209641704,0.0574615770555017,1756.53818646018,0.584983939973324
112.591928256882,2.53332857755214,0.610604509666966,0.44221273017319,0.411411441366131,3.3093199169343,0.0922453028110971,1196.01623266924,0.14637582846068
250.162158395496,2.23549086091207,0.662476798064757,0.123841555891891,0.246883699009463,2.90177018828091,0.0478798364863393,897.898066098097,0.629274745098646
127.023368904472,3.22353181274158,0.601357328854967,0.312544348938077,0.209861857197172,3.20260815460051,0.0207493219990695,888.466863112882,0.477593793864751
182.158624606125,2.14242944865255,0.586548320851521,0.238645268392193,0.434958474730749,2.60811888145876,0.0758022294663466,1809.65837277117,0.326396256877058
264.496506777687,3.10670794192081,0.877122834131817,0.411429556275184,0.326981947383864,3.58191642845498,0.0283085230572247,436.467834688409,0.261588496340952
154.880485939253,3.2744494794582,0.742714222053436,0.221691791137297,0.103903621164613,3.90108159870691,0.0669944937532051,554.255125092769,0.67440458769809
195.923773634225,2.81335163077852,0.691308217438915,0.349873580816843,0.420163270892735,4.4516311976568,0.0890708176835224,1669.85189777133,0.229963148290422
214.840003021297,2.42697903566918,0.701826881220655,0.424370923707726,0.206068033335006,4.427306364633,0.044079173032953,1679.89150694104,0.369561042957268
139.661449448383,2.78049040278636,0.972514380659402,0.168153914471046,0.225587249302597,3.59424069521698,0.0299364054332842,1712.83277227124,0.606258836226358
278.158558989302,3.42908595467992,0.624636428415223,0.334500201946836,0.266690914504763,4.49103427138238,0.0147780135685514,490.650863714498,0.398808883548401
271.324453177148,2.30118645367898,0.747786904854635,0.264510665799225,0.45201349046905,3.07507427646901,0.037551028047264,1667.54045390164,0.283475843731725
274.411481702111,2.92290598140512,0.888989423252451,0.309331935649919,0.468016238957995,2.62032185909154,0.00125508595335955,1769.04240894719,0.222651825392086
131.243588349165,3.37852488829291,0.813922957298082,0.135329760209981,0.230792032633646,3.07956079180391,0.0889577498623409,1840.28015486593,0.633878207156373
224.989712323393,2.39725084648885,0.940047718997688,0.463379142368039,0.388655924288227,4.29136803321132,0.0234444153967391,684.692111797608,0.147964933343734
201.540646322225,3.15138034362835,0.592926253038765,0.452675644400169,0.175770689678089,3.14459157640353,0.00436510902064576,1320.55454821679,0.371553665921742
231.804477455508,2.02152755212502,0.519782169854578,0.249749787073986,0.239771019955415,2.84581683288262,0.0783543624224782,215.509971707204,0.510479192970599
138.498749946675,2.72847138760902,0.861524279918485,0.175016141981902,0.36115766236725,4.93254022729046,0.0341810669766949,1536.76991390037,0.463826195650848
239.646443356215,2.03507353985882,0.803681298046974,0.327057987672033,0.310605696066342,3.24865922550105,0.0309654578625073,619.465244956822,0.362336316261625
294.332272286975,2.01789880380113,0.848181842049402,0.486721108892469,0.444148434099168,3.84922433410102,0.0787130431905223,892.730343565716,0.0691304570083633
161.651982475655,2.95052992210901,0.603649758794998,0.344394797147341,0.314696654527573,3.21132910935845,0.0268056619123149,144.346295142189,0.340908548325086
102.810100312412,2.60149575165125,0.641484759358257,0.283929406464555,0.188213939149796,2.65834601146313,0.00360952927757736,731.049805759275,0.527856654385649
173.47956645848,2.89876227870597,0.755001486006134,0.154399620902017,0.314153852320362,3.00065164388767,0.0100291972309563,1198.07854189071,0.531446526777621
123.734197106464,3.30438446607905,0.822242453138145,0.476680392626819,0.19853723226707,2.96027324944306,0.0930818236614597,1701.836233803,0.324782375106111
283.195055546239,2.92757876172933,0.993683012559124,0.254954181261177,0.284912860629562,4.60144303348749,0.0959519087444077,748.152006833019,0.460132958109261
281.171776949435,2.77060132493792,0.610122426331591,0.16654454138262,0.472815272082444,3.49569375828335,0.0356259691901314,1133.40346006941,0.360640186534936
283.0893716969,2.03318361529958,0.918029116436648,0.357415822004642,0.355003295801419,3.7966717954649,0.0201051440094624,153.995178789881,0.287580882193939
107.414461132695,2.10716758651286,0.741767562588977,0.230285737564035,0.371540872097984,4.29365421326761,0.0557695031643162,690.120196009294,0.398173390337981
230.890421161861,2.29424209609816,0.952725778865069,0.490611130183794,0.326713938099907,4.66417000162626,0.00333954957479785,568.464113197312,0.182674931716299
