Feature,Total_Effect (ST),First_Order (S1)
Pd_C103,0.006401035116163903,0.0043995513722495825
Pd_C301,0.030606692851227073,0.001157025193439039
HX100,0.030304050487423174,-0.0023211255030547054
T_E110,0.2111791719329811,0.18111583831571662
L_R100,0.004516984885578848,-0.002469534972974385
D_R100,0.0041002595121246,-0.0007698986593961445
F_S220,0.02443240319406137,0.022934122695407472
T_E120,0.035881027405655866,-0.005355687499348528
P_V100,3.552798213683785e-06,1.8058901257464206e-05
Pd_P150,0.4478372479754487,0.15193444778353432
HX150,0.4145300367685005,0.14743836494693202
HX220,0.01755993690396152,0.017020637465400487
T_E220,0.006424515006389102,-0.003706959130950453
Rr_D200,0.04273186451821374,0.03466502754496293
Pc_D200,0.005239536052508819,0.0038786568353847326
F_S220.1,2.865780271215989e-06,3.817540157289206e-05
