Region_Index,Region_Label,x0_Current density (A/cm2),x1_Voltage (V),x2_Faradaic efficiency,x3_CO conversion,x4_Crossover rate,x5_Capture energy (MJ/kgCO2),x6_Electricity price (USD/kWh),x7_Membrane cost (USD/m2)
0,0.10<x3<0.58 & 0.10<x2<0.26,0.012695446,2.0421047,3.9068966,4.700198,0.0036191773,1.0771714,0.004882815,0.024300186
1,0.10<x3<0.58 & 0.26<x2<0.90,0.0124737425,1.988546,2.2187538,4.5518517,0.0034954797,1.0452541,0.0048505696,0.024518456
2,0.58<x3<0.90 & 0.10<x2<0.26,0.016241493,2.8826995,5.518545,0.79293734,0.00530716,1.5185337,0.006949046,0.03409767
3,0.58<x3<0.90 & 0.26<x2<0.90,0.017088486,2.6207027,2.936153,0.7156046,0.004711617,1.3792799,0.006388973,0.031649936
