Feature,S1,S1_conf,S1_CI_lower,S1_CI_upper,ST,ST_conf,ST_CI_lower,ST_CI_upper,S2_sum
Current density (A/cm2),1.4273539131716852e-05,0.00019768442754023352,-0.00018341088840851668,0.00021195796667195036,6.5806127016693936e-06,1.019951900412643e-06,5.5606608012567505e-06,7.600564602082037e-06,0.0
Voltage (V),0.16921132227180166,0.030228257198775373,0.1389830650730263,0.19943957947057703,0.16890900262663122,0.014574680629456473,0.15433432199717476,0.1834836832560877,0.0
Faradaic efficiency,0.2845270580375958,0.04447161275520181,0.240055445282394,0.32899867079279765,0.28467891982274857,0.02594789660377598,0.25873102321897257,0.31062681642652457,0.0
CO conversion,0.49901008855935447,0.07273315792792263,0.42627693063143185,0.5717432464872771,0.4990336665306652,0.0472796748290792,0.45175399170158603,0.5463133413597444,0.0
Crossover rate,9.62228071052907e-07,5.622415750588828e-05,-5.526192943483537e-05,5.718638557694119e-05,5.250791588101205e-07,4.48243726751586e-08,4.802547861349619e-07,5.699035314852791e-07,0.0
Capture energy (MJ/kgCO2),0.04744574840755203,0.01854185077311783,0.0289038976344342,0.06598759918066986,0.04671723302928166,0.004493505825298827,0.04222372720398283,0.05121073885458048,0.0
Electricity price (USD/kWh),2.4215478600988665e-06,8.638951410585656e-05,-8.39679662457577e-05,8.881106196595543e-05,9.963452721950924e-07,9.516531317679583e-08,9.011799590182966e-07,1.0915105853718883e-06,0.0
Membrane cost (USD/m2),2.1185904542604306e-05,0.0004099015141394413,-0.000388715609596837,0.0004310874186820456,2.536670514298375e-05,2.249722648519094e-06,2.3116982494464658e-05,2.7616427791502845e-05,0.0
