Feature,Global_Attribution_Score
CO conversion,0.70623463
Faradaic efficiency,0.5334027
Voltage (V),0.41086823
Capture energy (MJ/kgCO2),0.21612346
Membrane cost (USD/m2),0.005050456
Current density (A/cm2),0.0025809382
Electricity price (USD/kWh),0.0009979487
Crossover rate,0.00072459783
