Feature,Mean_SHAP,Abs_Mean_SHAP,Mean_Abs_SHAP
Current density (A/cm2),7.644483310790829e-05,7.644483310790829e-05,7.644483310790829e-05
Voltage (V),0.001960825337581327,0.001960825337581327,0.001960825337581327
Faradaic efficiency,0.006394163511481801,0.006394163511481801,0.006394163511481801
CO conversion,0.009758751156461938,0.009758751156461938,0.009758751156461938
Crossover rate,8.695007457660136e-06,8.695007457660136e-06,8.695007457660136e-06
Capture energy (MJ/kgCO2),-0.001003550741220894,0.001003550741220894,0.001003550741220894
Electricity price (USD/kWh),6.101318065313959e-06,6.101318065313959e-06,6.101318065313959e-06
Membrane cost (USD/m2),-9.020779827755498e-05,9.020779827755498e-05,9.020779827755498e-05
