Feature,S1,S1_CI_lower,S1_CI_upper,ST,ST_CI_lower,ST_CI_upper,S2_sum
Current density (A/cm2),0.0001824945340493486,-0.03396909369336185,0.03974683093396196,0.9998274147345886,0.9602706030909209,1.034019243656595,-0.03890762962792303
Voltage (V),0.2024209885695609,0.12832039131782635,0.25591519933994034,0.8077517849842613,0.7357409232394072,0.8790288505702358,-0.038907461039474345
Faradaic efficiency,0.35281987235380496,0.25402625454510697,0.44128239423339105,0.6500539864484339,0.5464873892095273,0.747260870698349,-0.03890747901724447
CO conversion,0.3926844801864264,0.28006687763292226,0.49511249385249734,0.604298312347755,0.48328049140925955,0.7048014020793526,-0.038907654179766646
Crossover rate,0.00017324905082325809,-0.03380795715539632,0.03981646025496287,0.9998261560291608,0.9604240299109832,1.0341003862421607,-0.03890744446206931
Capture energy (MJ/kgCO2),0.059749122587170946,0.01303983812334046,0.10838314695987294,0.944402734820321,0.896027939661641,0.988940213045976,-0.03890768000279496
Electricity price (USD/kWh),0.00016498300551407428,-0.03395407239843955,0.03960765782291777,0.9998346085169203,0.9602682943584038,1.0339911487767315,-0.038907324720422264
Membrane cost (USD/m2),5.0483636847373736e-05,-0.03364040773424147,0.03915432468835661,0.9999141444237154,0.9603956886697157,1.0345589076429258,-0.038907666062982744
