Conditional (x0),Linear (x1)
0.518600278308025,0.12796808712884133
0.5006033440597562,-0.6707220497932476
-1.443423193586556,0.27657162917934275
-1.1310313612277214,0.000808478987970096
0.5173971727265108,0.6522158699678866
-0.24556824550007866,0.3226593682479797
0.5180903408863606,0.000138064547862915
-1.0284956269559258,0.9194621683217109
0.5156218145757097,-0.2388893729638536
0.4057450031492849,-0.4676445818207378
-0.6954809196213507,-0.1662375269812758
0.49936105927684976,0.23248963366233216
0.49073350039136043,0.349246452924624
0.4755532391074615,-0.6705166481442839
-1.076981926386353,0.5673574887899803
-1.103592196351889,-0.6869714271595038
-0.5041014700366266,-0.3338828713955718
-0.08814912566086308,0.7841416300506681
0.40691753636314454,0.7112820650714475
-1.2743786013551222,0.04538327248777785
0.4934938824364863,0.9494724736560631
-0.8461153345237528,-0.8297806921535816
-0.9003967120011913,0.7859004238185778
0.4932579797510801,0.6613309263012148
0.5121708757376408,-0.6824539641350308
0.1116359989502782,-0.5386689036162342
0.5137441063298049,-0.0703203661820671
-0.08806269147852763,-0.2471915647172609
-0.59067324824331,-0.5117332627386212
0.5086353846284288,0.8183073614818215
-1.2642941873257902,-0.5151147654512942
-0.8787123725679289,-0.6608069883086538
0.5143399628743719,0.35872910837871896
-0.8694972869447652,-0.03775216380949564
0.5117938548808508,-0.8145094445033652
-0.023812577813578262,-0.6727914921870234
-0.9519199115528163,0.5791697123993632
-1.2698411445575437,0.4512552002328337
0.5089470954655189,-0.09205036650894571
0.49281724252452663,-0.604290631331123
0.30985726870483654,0.3625374657959065
0.4942105314076356,-0.5351613284696208
0.49219097196751904,0.7645705347137948
-0.2976134929957679,-0.7959993473939502
0.5167330462757953,0.38292265756415467
-0.5518744504406221,-0.4029887080832101
0.5118693313042189,-0.04147772008142753
0.5005115637253603,0.5304065014213604
0.5163625718559989,-0.16133430765472911
0.49810905702587016,0.8037594314451102
0.5122286092615557,0.07054118081701255
0.5104951359710057,0.16625090179020952
0.5145685521642223,-0.3498652527855769
0.4924040923586812,0.7308606165178078
0.5119939408646537,0.4189204120304847
0.5116329896545426,-0.3717876530414625
0.20435691795186794,-0.8433204095621372
0.5144565321991988,0.47608818761489535
0.04035299827529071,-0.856663541811437
-0.8989651933767573,-0.07845634593424944
0.511780007970203,-0.8386335321667222
-0.04089999404556799,-0.561560924267309
0.5117061226151566,-0.30492510123336686
0.4902874934257907,-0.6899641904396807
-1.049768587313767,-0.5029782585740661
-0.8449194184364597,-0.9766037292817931
-1.1178188538967992,0.3851278780269466
0.5129382724781475,-0.4990075116751156
0.1498581481498884,0.3986991468545097
0.5130070986610842,-0.16801989451334343
0.5093571991711,0.8579338634834545
-0.6337836593492236,0.10912670614027997
0.5164573495177962,-0.15124635881470339
0.5177448903716154,-0.020102279483605434
-0.5892509177611751,-0.8062077629696216
0.5149055854477853,-0.29164533835551143
0.517209234793776,0.25638834561638013
0.5139818469929818,0.6897628721206619
-0.48922131819365067,0.7388888791271976
-1.0364763933362502,-0.36420986158738744
-0.8087659775732077,-0.6868761934311773
-1.40251833910522,0.8292865885552109
0.3590331284210537,0.3914070624885643
0.08201964515018478,0.5118450601334599
-0.4135522219098515,0.19101327981562888
-1.1345876423477408,0.5565406019587139
0.5058031785387007,0.4772389277113749
0.5043002207308229,0.06616716305654413
0.5110467806627494,0.13637350333384768
-1.3127850061695103,-0.4072065831770175
0.5018953955045062,0.08543455349288953
0.510929539942287,-0.9581572106344238
0.29267763338211206,-0.561113311484058
0.5188684622762534,0.18590903189515529
-0.3288336527484641,0.6313381417739268
0.5128664992709812,-0.35163070480047637
0.4864774696594728,-0.22493132901121948
-0.5288656777738417,-0.007215922070592962
-0.4637123587892202,-0.11215852896990292
0.517501764248351,0.0496415101059845
0.5095212379643618,0.5429189032377689
0.4686626126696425,0.7906129701892364
-0.4984680996985512,-0.5216908709349187
0.4933007458074079,-0.56620056126436
0.5163336490703073,0.5266805278775476
-0.12422183149588018,-0.7838220248333088
0.5113563594663189,-0.35027303722465314
0.5113353034781996,0.8972585296503934
0.4937052504816142,-0.9090952018855321
-0.8857083305795306,-0.9284626646377467
0.15638195644970343,-0.9063939157832761
0.5086532361946159,0.9623089766502937
