Feature,Total_Effect (ST),First_Order (S1)
Pd_C103,0.0029066048665943936,-0.0003517077021950405
Pd_C301,0.0771076696095244,-0.0013577221431163356
HX100,0.06064781097947276,0.006131360063248854
T_E110,0.09261192075569143,0.0043255261471233175
L_R100,0.014294225249084398,0.0004917043250372335
D_R100,0.012147933831048814,-0.0007396412268645439
F_S220,0.02171502687155043,-0.002237950304392481
T_E120,0.08968224948169239,0.0012590686264579755
P_V100,9.868705189900766e-06,-3.841355922320526e-05
Pd_P150,0.8758925354696181,0.16338416086085628
HX150,0.5949151079552487,0.12408049807336927
HX220,4.5355989312880514e-05,2.5053931340519194e-05
T_E220,0.013555282381042373,-0.00014889427760657998
Rr_D200,0.0612085004518234,0.003243111589458677
Pc_D200,0.01563277453037567,0.0026965026741204334
F_S220.1,1.6291870086198222e-06,5.5175303296207925e-06
