Square (x0),Linear (x1)
0.16870882468842718,0.44464348070544635
0.008436481509107694,-0.00806588837769822
0.06824486340747979,0.17659646705843382
0.024993091116077032,-0.1793549152372824
0.1297130011772154,0.3092471222460213
-0.11063825660377533,0.1302292305640501
-0.015239016686981854,0.021366851384878253
0.11488099147412884,-0.22528205166287613
0.11316088811254385,-0.16683305774303173
-0.07215445557128435,0.1765815193356931
0.06314497833865151,-0.16844289545753366
0.023291856491721264,-0.04002465262868609
-0.033592412598310306,0.05065560321428969
-0.056288667376839976,-0.09032414438027735
-0.11626081055625673,0.19025873102922802
-0.039841245647761425,-0.07247188979849611
-0.04149516552376342,-0.37618874882031644
0.002597341295789757,0.2820131073659421
0.04578070308165194,-0.08673411215712218
-0.05833119683034149,-0.2969149729556126
0.009800390536473493,-0.00570296132030225
-0.022009689654545417,0.027852768266588987
-0.003769932766470238,-0.10868467765143544
-0.011388584898330105,0.0221578571158168
0.040049945630503514,-0.037658850539782004
-0.0026145886864612222,0.08916795115786579
0.007748171236199808,-0.054876322390866844
0.022910362736890344,0.14424939924977237
-0.11970998314740139,0.12662157916830005
0.0043148142258023076,0.023242263617389874
0.041566356059216165,-0.0558047565161215
-0.1338325078960782,0.13335146108813284
0.11157580190804023,0.2867337222611761
-0.037498053406598786,-0.3425767776944105
0.0366612182461455,0.0921587027806328
0.023866340466064707,0.05406622345676566
0.12633817231744338,0.3845225128497064
-0.020072499383262575,-0.03229384937801706
0.019253089420580516,-0.1002867685382673
0.02245330898477335,0.06886806613174111
-0.2576650989272333,-0.5569032822985093
0.03385777017425927,0.10970063758826355
0.12489883484600259,-0.10820091093734752
-0.027147165965199727,0.04170786742211388
-0.032174476360287946,-0.22640816708447056
-0.04830066181737237,0.0686966292650509
-0.00038952144346323866,0.001187736509164412
0.004071380974660373,-0.010161256403596856
0.0016488240610912086,-0.22127625965121697
0.024541819570033957,0.08691551108010445
-0.004904277906158016,0.006063051691271316
-0.042545162803197784,0.08910965438533737
-0.10595049609263085,-0.4583640416546968
-0.003129440162235181,-0.15397252630465494
-0.05535462854594809,0.099011056229043
-0.14366622453075872,0.14725943919094817
0.01767894522592592,-0.07723875483384907
0.04768292071723128,-0.05350223159627504
0.017621948662310455,0.032923291384966
0.09489937448524105,-0.11099742176589708
0.04362907958728962,-0.26908031606463817
-0.15070366969757829,0.14811049714598323
0.1371587429153623,-0.15647247903588377
-0.014223622925015916,0.06995971923805222
-0.12435994767712999,-0.2928292009821897
0.06198392237333669,0.16425665041828783
-0.09814311654967361,-0.24201148112900056
-0.006244584862418485,0.007796752936093197
0.08003212940559631,-0.08727916740053572
-0.1489754104549548,0.16713240427862175
0.07847160980534529,0.36932492828225416
0.14598283882548935,0.40470972113801296
-0.01686315526645249,-0.30198780333938835
0.04781029327887813,-0.165099139735758
-0.05718880669360213,0.09457642670119346
-0.031096663991573927,0.041728008634977456
0.04900845266178,0.15652006432280607
0.00990618988359712,-0.00935006746165355
0.006386079519638085,-0.005784904291962734
0.12567608047951392,-0.11135001010565874
0.023550330931793196,-0.023904991461324063
0.006742433691383018,-0.016075240212370105
-0.04877728207028849,0.07798829781772781
-0.028228825839401284,0.09327870671841099
0.18944272580872795,0.4486320394370626
0.020417078381326004,0.2266351657444109
-0.12330066862183875,-0.37875898320616475
-0.008480376290787461,-0.12800720103205598
0.024018763167944462,-0.02313332251909292
-0.12727122195375679,-0.45236539154646066
