Feature,Global_Attribution_Score
x4,0.8999603
x3,0.32807198
x14,0.17310059
x8,0.08619524
x1,0.080757275
x10,0.04724949
x12,0.027485278
x5,0.019369207
x15,0.014633777
x7,0.0043882458
x11,0.0011799841
x2,0.0011750913
x6,0.0
x9,0.0
x13,0.0
x16,0.0
