Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),0.6094685078255336,0.5880762209743242
Voltage (V),0.004785684814765993,0.002977178307600044
Faradaic efficiency,0.3529680451199842,0.32978870676365013
CO conversion,0.008148242314044396,0.008085094782966323
Crossover rate,7.947002189666163e-06,0.00013738030174701397
Capture energy (MJ/kgCO2),0.00013061196633113633,0.0006958258418633028
Electricity price (USD/kWh),0.049602477989692896,0.04558857322198954
Membrane cost (USD/m2),0.00025816735688706543,0.0005440560300037417
