x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
-0.5527073972310066,0.5459457314763126,0.04797190886886937,0.12259466010807764,0.22305705582338112,-0.6010698625067977,-0.1937182588830996,0.8409182443392165,0.3814231502870086,-0.20317891785988978
0.21158631922449794,0.26608217365623493,-0.013779087583833727,-0.020195359106912853,-0.08450750129580895,0.08149054611685624,0.41816038350925994,0.43695798596513297,-0.5135907002302375,0.6609318952189597
-0.32798071206348733,-1.3703676435535614,-0.07493573419023992,0.009778710209708663,-0.26456140626244584,0.7520006886974792,-0.055375171032088034,0.4273585576714945,0.1976792856527361,-0.051119692081376455
0.3833334398470203,-0.5247771739406698,-0.017591212083533758,-0.06934331277608093,0.17116170070135833,-0.23153610024985904,-0.5495950524189149,0.7935716848395579,-0.4982017742402318,-0.344856640897027
-0.1920230173353077,0.4094352958818177,0.024042030241476164,0.06386082676703915,0.1830349400114335,0.4358465712482656,-0.20547519146206863,0.3533174490851198,0.10474395244686771,-0.680521005910692
-0.5760000484582376,-0.35402205822733723,0.02327171772632286,-0.029127416837498372,-0.03252139391460594,0.7730549425379336,-0.15896993849773364,0.835223998194798,0.41246511030746896,0.6558791304056893
-0.023885138767595196,-0.030365563853558476,0.012017297130454185,-0.057926107563208956,-0.10828586672757813,-0.7560480341526234,-0.37854961610245835,0.4918463395057031,-0.4339729267583318,-0.7747965225864445
0.3776084286815441,-0.915036567835889,-0.03792181914724735,0.09088948737207167,0.06065671313767891,0.7023109231818624,0.30187639667810207,-0.12219074087150483,-0.32188276454443815,0.5249585495989046
0.1524769847115809,0.9011528666127506,-0.02171513207434561,-0.04040774070365703,0.23257908310174538,0.07129992645279806,0.31473111594616454,0.2929918496795333,-0.06954296861273272,0.6538159911438786
0.42013047116289237,0.8644009592642259,0.004841309380381631,0.1038779172613479,-0.2408595805478411,0.05228580498429324,0.20801106125762794,0.23597222127837517,0.2614795452817587,0.38791861273346495
-0.3675160296712515,-0.009828562512723016,0.010814829428181457,0.04005807697745794,-0.09494208552999711,0.5691339667648061,-0.648473734669451,-1.415097999843053,0.08035524871280304,0.5873613914685532
0.17599483185325787,-1.1726899043605021,0.0028782479189966015,0.06814035882082127,0.16986832249260378,0.5484507428895466,-0.4264534588048146,0.20816690948006977,0.18055492111290877,-0.9107082014448645
