Feature,Total_Effect (ST),First_Order (S1)
Pd_C103,0.005169510883824607,0.0039805133947580645
Pd_C301,0.03994628441820716,0.0028328640059737133
HX100,0.03763153222371109,0.0004340512942269194
T_E110,0.08857661960374623,0.008297710695561065
L_R100,0.00984757825273889,0.0073389395683054045
D_R100,0.007991832820610298,-0.0013307058531051214
F_S220,0.015016675813703638,0.0014672698531990643
T_E120,0.049785459614335545,-0.0004235228031170036
P_V100,6.434450304380255e-06,0.00011098479436897551
Pd_P150,0.8077671233192895,0.22745090648311794
HX150,0.5580841229645243,0.10383546706233113
HX220,0.0005451411530537188,0.0010402334826864457
T_E220,0.009337833195535541,-0.0026942319974035773
Rr_D200,0.03390233468471004,0.0017458256657970816
Pc_D200,0.0067045106054504705,0.0064694183317076746
F_S220.1,1.3282038776883533e-05,5.5369711038460144e-05
