Feature,Global_Attribution_Score
x10,0.7304798
x11,0.24490026
x4,0.20959806
x15,0.123349145
x3,0.10171407
x13,0.0336305
x6,0.0010243844
x16,0.0006716156
x8,8.948929e-05
x7,5.2601536e-05
x1,0.0
x2,0.0
x5,0.0
x9,0.0
x12,0.0
x14,0.0
