Feature,Total_Effect (ST),First_Order (S1)
Pd_C103,0.006869950935822242,0.00249539158465491
Pd_C301,0.056677774610968554,0.0004209468018376289
HX100,0.07082199384846026,-0.005958424048911745
T_E110,0.0824061345182547,0.0007392404483385938
L_R100,0.009784429872158171,0.0019306642338691256
D_R100,0.009773177775167648,0.0014517302635809915
F_S220,0.022498528216979913,0.002805741632873416
T_E120,0.04838124700325177,-0.0004646727994634813
P_V100,3.005669603837643e-06,-1.8618950396684899e-06
Pd_P150,0.9619649333940132,0.19989409855920418
HX150,0.6340919914904257,0.0433607676415319
HX220,0.0002331348519475552,-0.0004816214957898344
T_E220,0.010011859909824393,0.0005106896548763457
Rr_D200,0.04178063435213654,-0.0003484173147247166
Pc_D200,0.012739459682967965,0.0011604111107227112
F_S220.1,2.1100323847222896e-07,2.0212180189295077e-05
