Angle (x0),Linear (x1)
-1.1054325098031166,2.3380156391733906
-1.2394931023010471,4.149634244389111
0.8105224985097546,-3.822389274558188
-0.8411554620149051,-2.364638820594315
0.9988893720138652,0.4284248522851073
-0.619407307592692,4.0305315954566785
-0.8710384542883087,3.962524629125128
-0.6369287744139824,-2.945293309915357
-0.002935376397560807,1.897659795950549
0.8797548192481868,3.661472897501679
0.7194526700544257,2.1159675744050426
-0.8636965918685378,3.390101944472411
0.93294642750594,-1.7321180639008618
0.412285348514434,-2.3410356186896637
-1.1222844648878245,0.3932336711224125
0.3175327534437917,5.159247022730143
0.9032126716127689,3.6383355565375393
1.0156062554724983,-4.428621685817625
0.8710633708898957,-1.2050024866753128
-1.2237549937542855,4.517910424097275
0.21376912513203727,-2.6124851006828695
0.8536250627073738,-0.07932965596832997
-0.10066277700267534,-3.8726010386376255
1.0724120115920481,4.7605962032214215
-0.7870700575272099,0.004679320353742633
0.8779892289160092,5.14339919346779
0.9487059515906102,-0.8267658823680619
-0.8983019237725909,-4.351457613889302
0.09492207505853711,-1.6951787261822002
-0.6333655732388315,-3.2197570194353613
-0.36286991030010207,-1.0031772935896084
-0.04653898335762052,0.3552438680825756
-0.8991139873762163,0.2068737251802809
-1.2480424415323261,-0.7354787306773516
-0.9763082148557575,0.08291113148076257
-0.11328585416519665,-2.53714581163491
-0.9925971493882007,-0.4007124079254061
1.0758642673879404,-1.7163702610112743
-0.5872835212843088,4.173232771244955
0.4887849062340548,3.902211131908996
-0.5169700637631411,-4.038146747267122
0.9535688482187187,0.5138583504709332
-1.0169560926197576,3.5149448321088617
-0.7392026785899213,-1.6258522912623046
-0.5290812144123049,-1.482763476084631
0.2911953471307322,-0.05786733427512536
0.8094363503118931,1.6667246726777947
-0.0915421589154275,3.826856230431728
-0.9389154511340378,3.084774123659161
0.5536837366977685,0.36824291007271304
0.5524219681102891,1.6966905207782381
0.2961306897944058,2.7974966100505663
-0.8725593494370654,-3.187833689029547
0.22044267770389314,-0.30663032664929996
-0.11486848648921688,3.794086703079361
0.9648282953432461,-3.0718944149276624
0.5699839595189884,4.784685693523815
-0.5392393020965511,-2.8092342956656746
0.16415356922291224,0.5568592223313193
0.8348652636674481,3.571834970839436
-0.2319594469668349,5.28977297340513
0.018044264604871962,2.2354712095704508
-0.8634922851197406,-2.3014222319581004
-0.6088584755285311,1.5323715371880744
0.9401958714430938,-3.298982439926873
-0.7790009808094228,-0.2739823296683269
0.7516172577404248,-1.2440621495600426
-0.3243561549152716,3.637476870771117
0.3433845510260509,-3.485966697325363
0.8077107010561473,1.0420645261348445
0.7957681678980731,0.1435392486192998
-0.268036192938498,-1.149450436916105
0.6801287260792606,-1.6179648441180587
0.9120713458842498,3.8695574815068654
-0.9104802926765863,0.7253314533126938
0.7329160091945579,-3.8088238237191536
0.08052062826378226,4.225373455518092
-0.1611971810638051,1.8276819693964472
0.44913427784004245,3.227861341198672
1.1072149183333375,-2.3116747847194965
-0.461951222864321,1.6959626400692507
0.7306065639624921,2.3363558206067556
0.8846069524905662,-4.207727258592545
0.9026673151719855,-4.012226978313478
-0.012889303492474191,-1.9650219189794762
-0.4113855179886814,4.469470249555889
0.861482699994379,-3.4070455190727285
-0.6989599783208034,-1.6042099323206953
0.7741279837316113,2.530222664526009
0.9236893891629272,-4.227115220291319
-0.13405472921997985,-2.392623893252435
0.7329255561261842,0.7379654583254028
0.28922255530478136,-2.863831042391135
1.0992870433040745,-1.5777111364343652
1.0050173848951331,3.1473690312933966
-0.7377666547180974,-0.026803507449435937
0.6944968704048834,-0.8791011704833144
-1.1876339903205966,4.644918651514293
1.0867670472372062,-4.62257012983064
-0.023640603474348598,-2.688423222602194
-0.11695181347538686,1.123276567818217
0.9002377101750767,5.260381771991536
0.12862272601903157,4.395388468777234
-0.507959749297771,-3.7430602678136085
-0.5377818682250417,1.294212696715256
-0.7071705036486438,-0.42322851272715223
0.7379020833277508,-2.294113526042743
0.5691634667379573,-2.6507365024371614
-1.116814141962963,5.1466710044658415
0.26573143395797083,1.6589111070934763
-0.19577965689087762,4.806335827991971
0.30428796084295406,-4.328866616356905
0.7549397307028376,-4.4204212560257705
0.843951058194498,0.41070852479044095
-0.2564419924011183,-3.952463492916909
0.9780967103309499,-2.2564656679088353
0.12622457370795281,1.6502293429085646
-1.100265292513174,5.029381514645671
-0.039249724794129026,-1.9832786536270208
0.8369350285499513,4.157999052466153
0.7267417980703295,2.034483644744949
-0.778207177529852,-0.46447310197946967
-1.0544588808038267,-4.251956517253106
-0.06488933959458709,-3.9649483876204004
0.04170414370802611,-4.452578149691126
0.17311218521096272,4.568524340133571
-1.191475705471535,1.5133920881828067
-0.46040182314134537,-1.3273179813040166
-1.0993738741052983,0.3099336548231224
-0.891944629072829,-2.3291826776295332
0.07156171095954833,-1.148426717255144
0.8339145362476152,-3.2418771027238877
0.8734365052235118,-0.8113994745234034
-1.0696955350751467,4.4845635956330545
1.08266210057732,-2.3023862282580345
0.44124879153336405,-1.735143247845861
0.6307761449619429,3.873847506315962
0.024867461571534744,1.5800350952377102
-0.6442866966060707,-3.562942991604843
0.3549151539475357,5.26022542303547
-0.37696612106970484,-1.8459552700277584
0.5410674123775532,-0.40185702180387417
0.16085709089607425,-1.2151178590494172
-0.7837091727776819,-4.107080138997675
-0.9018552724639597,3.8556965035503663
-0.14853825217682837,-1.0309751493440489
-0.8422191934134178,3.4907933056343676
-0.0988594898248012,-2.372445846450829
0.46358436211616416,-4.3504729076985935
-0.9871879551128502,3.8303842461546447
0.6596061326179932,-3.355919058586955
0.8864416994489437,1.3077186448557772
-0.2536914724626096,-1.8105995879575525
0.14916895719137513,-0.8034430356221978
-0.498329379599394,0.8261969840953663
0.9098132474220193,-0.926141193156434
0.5134587608916923,0.7029546636770161
-0.5386601610848307,0.15610914667196174
-0.8580443706172209,-2.9495777181070673
0.9102484799262698,0.827714007782244
-0.8726028080900357,0.08801738860027619
-1.2920490685214276,-0.2406000492665361
-0.23818741754131212,3.8855432024508914
-0.22424792604347,-3.526933738851816
-0.7904653866364169,-2.8317638568314916
0.27323454208567455,5.117946963500675
0.28354024359440455,-3.5703938215300264
-0.014363097453776952,-4.00238849344738
0.32934978539159765,5.195913506464105
0.3106763419026777,4.718694530875485
-0.7341700066212775,4.6751702707616305
-0.7319208447726813,-3.5527786260227407
-0.30272372322029195,-1.2404231299710236
-0.49712891968409334,-3.5413799650973248
0.33677322159986955,-2.8774834445095694
-1.1766644731349163,-2.8370645375765364
0.8434048533400356,-3.362002212881184
0.6877107953596915,-3.884838619452034
0.8801250590729484,-4.233906910908456
0.7763477776301011,4.248043933797075
-0.875461162102503,-1.0881938033578118
0.8789077893516841,-1.8285765543898225
-1.0027822548177072,-4.616499627241706
-1.1610229107148777,0.868202534035127
0.36853649152307266,-4.515722185707875
