Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),0.0002123912150078224,0.00010880845370756837
Voltage (V),0.21345664591725313,0.20754707412087117
Faradaic efficiency,0.3472185009017101,0.3409007049472835
CO conversion,0.3852868846570679,0.36725983725502753
Crossover rate,4.117009022997437e-05,9.621535738981227e-05
Capture energy (MJ/kgCO2),0.07582146582723776,0.05767352814294474
Electricity price (USD/kWh),1.9938488197732262e-05,9.709392014761823e-06
Membrane cost (USD/m2),4.349764212427168e-05,6.821943555020718e-05
