Feature,Mean_Abs_SHAP
Current density (A/cm2),0.001307554943906984
Voltage (V),0.04802649278956896
Faradaic efficiency,0.06334350373369348
CO conversion,0.0595622180685291
Crossover rate,0.0005485423014143597
Capture energy (MJ/kgCO2),0.0260872251903754
Electricity price (USD/kWh),0.00023164569582344966
Membrane cost (USD/m2),0.0006610967653244005
