Pd_C103,Pd_C301,HX100,T_E110,L_R100,D_R100,F_S220,T_E120,P_V100,Pd_P150,HX150,HX220,T_E220,Rr_D200,Pc_D200,F_S220.1
0.0,-0.003062661520552538,-0.0010370256349719388,0.07023689586857981,0.0,-0.03579590923376548,0.0,-0.0007572260226616639,0.0,-0.10975524360381472,-0.02274580017561719,-0.00230693824959462,0.0,0.06576517976132808,0.034494272198012044,0.0
-0.00029445580321633144,-0.0014927839050264025,-0.0007865108852532854,-0.011513214110200828,0.0,0.001203400142970287,-0.0002158534785982047,0.0,0.0,0.3391682324946842,-0.00900860056594856,0.0,0.0,-0.0016301526923513932,-0.001170770685174952,0.0
0.0,0.07931874741328995,-0.0012772359436902122,-0.02524595736316519,0.0,0.002873829867896665,-0.0007290745839855582,-0.0007791927238619267,0.0,-0.12067781220547577,-0.025087708047421428,0.0,0.0,-0.004149574874727076,-0.0023609077074088643,0.0
0.0,-0.00266832018262033,-0.0009577979587972953,-0.02779442578695175,0.0,0.0,-0.0004350838959220338,-0.0006074293107698152,0.0,-0.1324406962374258,-0.026758204281826452,0.0,-0.02508854764555867,-0.0035772246691957972,-0.0016321052982847467,0.0
0.0,-0.0014358534308825286,-0.0005237002873053959,-0.011796315640148877,0.0,0.0013723610938046226,-0.0004413905862998485,0.0,0.0,0.33547114653147314,-0.009037935948103397,-0.00022768259410682612,0.0,-0.001958120377553711,-0.0010840851007510798,0.0
0.0,-0.002959782821822624,-0.0015039341159405594,0.13605728523012828,0.0,0.0030545831958848,-0.0007102066847312575,-0.0007898410822955212,0.0,-0.10914123872417265,-0.022560773971484142,0.0,0.0,-0.003888906403426599,-0.0022533499311052693,0.0
0.0,-0.003305936070115943,-0.0013303142959320267,-0.025412039197678087,0.0,0.002516427071485694,-0.0006924269756360218,-0.0007578467890465131,0.0,-0.13067609254542856,-0.027148522582583816,0.0,0.0,-0.004277736777223612,-0.00225964639066977,0.0
0.0,-0.002984043868892283,-0.0013538126920013191,0.059013915909195754,0.0,0.002826974335417056,-0.0007574484540457116,-0.0007459982533414153,0.0,-0.12037826713330044,-0.02516227951805099,0.0,0.0,-0.004168110765837664,-0.00226589684866336,0.0
0.0,-0.003211909272041011,-0.001253354310540766,0.13761332257841252,-0.0004897486267421892,0.0,-0.00043692829948087375,-0.0003978534078693478,0.0,-0.0979421611583047,-0.020571408065254173,0.0,0.0,-0.0015181130257985404,0.058999606160785534,0.0
0.0,-0.0032194964318814604,-0.0012520146333406053,-0.04347810999321179,0.0,0.0024211015124671886,-0.0008890605937198631,-0.0009493677645642754,0.0,-0.13244012547414222,-0.02718899276398628,0.0,0.0,-0.003988407973387267,-0.0021520013808115027,0.0
0.0,-0.0017244930778075958,-0.0006030001510886719,-0.011823865771665968,0.0,0.001463433534382409,-0.00023084819957511254,-0.00017033984518977086,0.0,0.3385013935744966,-0.00914691372004622,0.0,0.0,-0.0021670639912140413,-0.0008192285533466963,0.0
0.0,-0.003036958291539932,-0.0010690367239551185,-0.02327256748434346,0.0,0.0,-0.0006069025867527329,-0.0006142053843962139,0.0,-0.12975908989029147,-0.026847199731510542,0.00352097119618916,0.0,-0.003987084640720006,-0.001918462554438072,0.0
0.0,-0.0030756568063756455,-0.001259153343513005,0.032316022404414335,0.0,-0.0317213045513078,-0.0008015095133980799,-0.0008277304503178337,0.0,-0.12764900659138967,-0.02620695451623136,0.0,0.0,-0.004211887499498006,-0.0022996116591994047,0.0
-0.0004062517514871189,0.0,-0.0007809379613731783,-0.011617144303518621,0.0,0.0017182861053705223,0.0,0.0003639506338541087,0.0,0.2804192731384261,0.044934497670129324,0.0,0.00036122592773668724,-0.0021288175508905357,0.0009487051478137002,0.0
-0.00032741340287710714,-0.0016048550883552184,-0.0004924566467489448,-0.011614332984641044,0.0,0.0013116295654320455,0.0,-0.000292128632445654,0.0,0.3334375679245955,-0.009005027339472267,0.0,0.0,-0.0020673604836205376,-0.0009789207340708092,0.0
0.0,-0.003027673515845903,-0.0008827081573041322,-0.02528527951997085,0.0,0.0029236888119777704,-0.0006737622344293298,-0.0007932632822120315,0.0,-0.13024630542144344,-0.026843568887604596,0.0,0.0,-0.003982225018170354,-0.002021428095076485,0.0
0.0,-0.00308567303898737,-0.0012613096894056226,0.11533240922037441,0.0,0.002821724753382948,-0.0005790779094883881,-0.0007574091347178579,0.0,-0.11190852420678839,-0.023306719978590653,0.0,0.0,-0.00412842694080248,-0.0021627117261709657,0.0
0.0,-0.0030309626293531897,-0.0012232789470834956,-0.025144046426606066,0.0,0.0,-0.0006267153463295114,-0.0005715432338851689,0.0,-0.12971698518869176,-0.02653948579999182,0.0,0.006642270709064134,-0.003820624166872267,-0.002073134176811233,0.0
-0.0002610007907364875,-0.0014103637777928945,-0.0004068240704377114,-0.011942060968543028,0.0,0.0009868593438444654,0.0,-0.0005237515255493822,0.0,0.33970737846023485,-0.00899371137629742,0.0,0.0,-0.0020522046419351857,-0.0008450301409026499,0.0
0.0,-0.0032213910212316385,-0.001331397524623399,-0.02536565528423994,0.0,0.00257720187380045,-0.0008263642846450337,-0.0008607066370463016,0.0,-0.13068167798438562,-0.02716019406933681,0.0,0.0,-0.004157331198746242,-0.002316618422374111,0.0
0.0,-0.003022302097000022,-0.0013088188692676021,0.03269083868716929,0.0,0.0029465447977018136,-0.0007958444487144445,-0.0008629988043609396,0.0,-0.12397992871465574,-0.025718830892537806,0.0,0.0,-0.004071052796776568,-0.0022824927760609045,0.0
0.0,-0.0032729406972659587,-0.00143080126304352,-0.020117141417344015,0.0,0.0027292708261107412,-0.0007417402711396917,-0.0008997563348448353,0.0,-0.13025394789055417,-0.026872616796951906,0.0,0.0,-0.004152284104206176,-0.002247288268032074,0.0
0.0,-0.0031477570340419825,0.025196063216043382,-0.02542997629322962,0.0,0.0028040462680148925,-0.0007834212232771737,-0.0007832109626477771,0.0,-0.12761657166165663,-0.026449526425284794,0.0,0.0,-0.0041247965019987195,-0.0023118356328296293,0.0
0.0,-0.002884193181946959,-0.001806261224360458,0.15925225742260643,0.0,0.005284910020811432,-0.0008811419558093364,-0.00065027075590563,0.0,-0.10284826277310814,-0.021467115044652943,0.0,0.0,0.012831841446702272,-0.002017535400723717,0.0
0.0,-0.0029764666460753335,-0.0011614727783051705,-0.025167752768653812,0.0,0.0,-0.0006667364461749904,-0.00271428135318117,0.0,-0.13044030924014696,-0.026668748855249547,0.0037396432860425655,0.0,-0.0039114519169105915,-0.001993090786435194,0.0
0.0,-0.002642618949348297,-0.00105902663098785,-0.019913235579164298,0.0,0.00255567252359319,-0.0005029006868677854,-0.0004897512919786112,0.0,0.26538558757908964,-0.012756014605915926,0.0,0.0,-0.0035127894798180253,-0.0018909436633429196,0.0
0.0,-0.001608901500569358,-0.00027266848155292763,-0.01166530165699851,0.0,0.0011318016632771149,-0.0002946380143923899,-0.00035630131053205884,0.0,0.33545759397426894,-0.008953796193388718,0.0,0.0,-0.0019295932861815184,-0.0011697715338044481,0.0
0.0,-0.002999772386076056,-0.0011792225478603478,-0.025248909934998103,0.0,0.0027558575049999364,-0.000741988996861872,-0.0006944301443186501,0.0,0.035940567594331785,-0.022457414154454822,0.0,0.0,-0.004139598520010976,-0.0022482349454258266,0.0
0.0,0.026114815773739704,0.0,0.011022017064664949,-0.014233001728597656,0.001546294852308514,0.0,0.0005941703859367874,0.0,0.10139458671483272,0.18476931726753293,0.0010268407160160028,0.0,-0.0017781908487781053,-0.0012186241401010989,0.0
0.0,-0.0025726894160261688,-0.0010605355581481933,-0.019844334489210514,0.0,0.0026159508327334045,-0.0006154218604404766,-0.0005547198018174271,0.0,0.26536528494656353,-0.012753734536372215,0.0,0.0,-0.0033867443949738016,-0.0020190765070490836,0.0
0.0,-0.0032801408034160238,-0.001242662454631205,-0.02546179066756077,0.0,0.002430019371819331,-0.0006734402212426664,-0.0008811861336321796,0.0,-0.13067838262666356,-0.027114024174864124,0.0,0.0,-0.0042182945934764494,-0.002224232249161072,0.0
0.0,-0.003104028092355029,-0.0013404312062854874,-0.02011854607896539,0.0,0.0025622608542013037,-0.0007046431852826563,-0.0008771256118327246,0.0,-0.13002308924686815,-0.027081096915406232,0.0,0.0,-0.004238024538913151,-0.002334522195564143,0.0
0.0,-0.0026618075229912657,-0.0010612824293909982,-0.02269324034179813,0.0,0.0,-0.0004161658825040937,-0.04950482256248471,0.0,-0.1347745245883487,-0.026804594573213346,-0.0009846061440417528,0.0,-0.0036131401482328526,-0.0018039873605720713,0.0
0.0,0.02776682935474265,-0.0003998698131875498,-0.008617352583899184,0.0,0.0010222823711307557,0.0,-0.0004365377901794202,0.0,0.3006520370061015,-0.008929205484972112,0.0,0.0005039603860788056,-0.001894724062510989,-0.0011279305427618312,0.0
0.0,-0.0033773191243158273,-0.0012011818292772278,-0.025438813503557086,0.0,0.0025003193315069616,-0.0007907316880530406,-0.0008116793284561753,0.0,-0.13069009223710512,-0.027089340443592517,0.0,0.0,-0.00418683355379728,-0.002258462176181327,0.0
0.0,-0.0014730638671874466,-0.0005402288343767873,-0.011591708272189562,0.0,0.0011410710436524983,-0.00017240739471108268,-0.0001942691436292047,0.0,0.3376121015960831,-0.009283696402253502,0.0,0.0,-0.0020259188844823266,-0.0011730227549003789,0.0
0.0,-0.003236705032011788,-0.0014787463306255699,-0.025557056582928603,0.0,0.002619557063874087,-0.0008267082942225168,0.0,0.0,-0.12661499384317035,-0.026315232958167067,0.0,0.017970164982789857,-0.004167627115597737,0.016110742625273716,0.0
0.0,-0.0030245767213525196,-0.0011095997758722544,0.07024769298320178,0.0,-0.03575776926174117,-0.0009615658903477913,0.0,0.0,-0.10951472992775856,-0.022643211937500667,-0.0022877637487064176,0.0,0.06557120441687372,0.03451586325014565,0.0
0.0,-0.003292677620516462,-0.0014376350222088518,-0.025457742329105543,0.0,0.0025638701429458455,-0.0009013592775377236,0.0,0.0,-0.13054056683857537,-0.0268809239165906,0.0034095935540082766,0.0,-0.004309838509731513,-0.002425265057517337,0.0
0.0,-0.0032780378717153415,-0.0014284135170271792,-0.010954951453336016,0.0,0.0027804303777710926,-0.000745347729414729,-0.0008017429426335621,0.0,-0.1290001281600197,-0.026785367362485976,0.0,0.0,-0.004128397252477788,-0.002267366481908246,0.0
0.0,-0.0032626057833930453,-0.0012585989010424359,-0.02542089919051154,0.0,0.0025408756467975024,-0.0008374692304373402,-0.0008371916356425048,0.0,-0.13075838911055124,-0.0270142681090963,0.0,0.0,-0.00421443957015385,-0.002281148668797912,0.0
0.0,-0.0015395527750191463,-0.0004337625365443852,-0.011870563977596688,-0.00017291589831619492,0.0015511180205698616,-0.000437054996940108,0.0,0.0,0.3373792714885412,-0.008993413379570103,0.0,0.0,-0.0020580049142209446,-0.0011262639448981436,0.0
0.0,-0.0029650001230968628,0.0,0.020017695018767146,-0.0010607420122125109,0.001161445484196581,0.0005661850520821687,-0.002331966557276262,0.0,0.14948265224861118,0.14882447855216469,0.0,0.0007831049506582707,-0.0023163068133850062,0.0,0.0
0.0,-0.0033131808746070033,-0.0013312669873966486,-0.025373458459266793,0.0,0.002498856281087314,-0.0008139293000495592,-0.0008142183669183369,0.0,-0.13075767424832965,-0.02701677732547453,0.0,0.0,-0.004066156331340859,-0.0023563289405326205,0.0
0.0,-0.001896042054263491,-0.0006016619240017396,-0.015268044197281479,0.0,0.002298420632393173,0.025606520559003105,0.0,0.0,0.23004858598758404,-0.010021164528787575,0.0,0.019594546332473487,0.05908675840573085,-0.0012386581051256175,0.0
0.0,-0.003333829524348476,-0.0012264965428647637,-0.0253617391675401,0.0,0.002544509846695908,-0.0007743965007091449,-0.000903605673951619,0.0,-0.13077815960232267,-0.027040381733893584,0.0,0.0,-0.004307485274432529,-0.002162550379461691,0.0
0.0,-0.0029375617787628975,-0.0012502566629169483,0.11575740956097481,0.0,0.0027428946682755166,-0.0007862184710913309,-0.0006244937740648712,0.0,-0.11197334208686693,-0.02344830983203815,0.0,0.0,-0.004007740214667209,-0.0021794832282328934,0.0
0.0,-0.002958508423609861,-0.0011713752404503674,0.08467651005667395,0.0,0.0029811153737169622,-0.0009043610795758945,-0.000754222755295797,0.0,-0.11672758115580438,-0.024297401602406392,0.0,0.0,-0.00413177022304934,-0.0022629305619331908,0.0
0.0,-0.002849984820053963,-0.0011524300818539209,-0.025119334797669656,0.0,0.0,-0.0006765234695115724,-0.0005242764792544544,0.0,-0.13008906671455442,-0.026665653567622707,0.0034089084501189026,0.0,-0.0038137338014166337,-0.0020555241210131383,0.0
0.0,0.012421871379096647,-0.01043035661843558,-0.01862413817455202,0.0,0.0025792627822087285,0.0,-0.00046307870048523103,0.0,0.2518064149399191,0.009282672700552714,0.0,0.0005451683630478808,-0.0032843985853295773,0.011539631197759203,0.0
0.0,0.029784306334817136,-0.0012598140851037564,-0.025352384965965227,0.0,0.0028982848415488303,-0.0008553558941599426,-0.0009051581325166429,0.0,-0.12685835166603907,-0.02638480318691384,0.0,0.0,-0.004063742471893198,-0.002252673392478927,0.0
0.0,-0.0029663291552426106,-0.0011682216533472425,-0.025312947307008397,0.0,0.002769312716444694,-0.0006669972276111651,-0.0007641528814172019,0.0,0.035983599334705386,-0.02244301460708323,0.0,0.0,-0.004148174125910039,-0.0022962216242051288,0.0
0.0,-0.0031658678650207835,-0.0013613321881656,0.0061821766225691865,0.0,0.0027187447601387635,-0.0006798386013271984,-0.0008262209046036912,0.0,-0.127003988868428,-0.02640805406255623,0.0,0.0,-0.00403009208135471,-0.0022548544035404516,0.0
0.0,0.0,-0.0009832098582426706,-0.022934581080135186,0.0,0.0024484521510886315,-0.0006995973192864902,-0.0006283115905138345,0.0,-0.13227405936836767,-0.026547320295148273,0.0,-0.03414249825157888,-0.0038401908491449725,-0.0018958675346628056,0.0
0.0,-0.003221473082771045,-0.0013404200248405527,-0.001703854984743838,0.0,0.0028103251470017743,-0.0007854348977480763,-0.0007625719847234405,0.0,-0.12799504525434993,-0.026491891103030032,0.0,0.0,-0.004192033872776754,-0.002275629274442127,0.0
0.0,-0.0029963399701610407,-0.001076950122042764,-0.025098708219088557,0.0,0.0,-0.0005605737455773863,-0.0006410557703128306,0.0,-0.1307980109777859,-0.02662941502119461,-0.0010216078883518692,0.0,-0.004033439634443636,-0.0018764452840679745,0.0
0.0,-0.0013189996316256205,-0.0004002348242273193,-0.01195274517167909,0.0,0.0013012710679045293,-0.0004083495782161859,0.0,0.0,0.3322979500492923,-0.008803811540397038,-0.00013150175139464704,0.0,-0.002056879410569971,-0.0007799387040356135,0.0
0.00858695597293459,0.027863043756357647,0.05479323128863633,0.013057945767960533,0.0,0.0011970855150890691,0.0,0.047008793322624955,0.0,0.12740820520063284,0.03510856361678995,0.0,-0.015050816038185784,0.008491736902738859,0.0,0.0
0.0,-0.003079289642079,-0.0013107379242147039,0.032776285006896236,0.0,0.0028156988243307,-0.0008359973414158443,-0.0007677639161433325,0.0,-0.12391274849341577,-0.02573543755504987,0.0,0.0,-0.0041513717281178785,-0.0022035231452934498,0.0
0.0,-0.0030105899947783063,-0.0012352595253949364,-0.023767418839506064,0.0,0.002829810116379823,-0.0006881167545767855,-0.0007220943531935345,0.0,-0.07117311217053306,-0.023864132616381303,0.0,0.0,-0.004249707962852962,0.06653772842330093,0.0
0.0,-0.0028594924790135254,-0.0010328855257465198,-0.025303664962178944,0.0,0.0,-0.0005758206210752237,-0.0005795417263614038,0.0,-0.12895343853036786,-0.02652440787832233,0.0,0.012978884774016836,-0.003861598345508065,-0.0021529105657345808,0.0
0.0,-0.002952990864747191,-0.0012361998348915085,0.09691525226516906,0.0,-0.02924209773844812,-0.000888613241558727,-0.0005504816274672225,0.0,-0.11874554854971016,-0.02473287147660819,0.0,0.0,-0.00417309369615705,-0.0022241288684071055,0.0
0.0,-0.0023921882988139844,-0.000764613575360387,-0.022987717874251596,0.0,0.0,-0.0004862515356535979,-0.0005347091680944473,0.0,-0.1323362687542456,-0.026707578386782158,0.0,-0.0317596112072778,-0.003528571671473452,-0.0017468614965090114,0.0
0.0,-0.003371902780450105,-0.006640474847605433,0.006662464481308106,0.007464083544223328,0.0029983368063206364,0.0,0.0,0.0,-0.11326778864259704,-0.026658517715984452,0.002619028596328815,0.0,-0.004404564441018911,-0.0025472024126171238,0.0
0.0,-0.00328644994197464,-0.0014134020698023208,-0.02513963261753945,0.0,0.002509289750018018,-0.0008775000296498463,-0.0008599410952037411,0.0,-0.13082517662576001,-0.026967233043201384,0.0,0.0,-0.004120580764051269,-0.002363508115664008,0.0
0.0,-0.0030792157997564847,-0.0013277566494670422,-0.02533931714040059,0.0,0.00291319688826433,-0.0006979416412698143,-0.0007409632446984969,0.0,-0.029460202051112674,-0.024549874567948667,0.0,0.0,-0.004193810534063505,-0.002238721370353901,0.0
0.0,0.030380658235027988,-0.0017136263454284248,0.03920650819382393,0.0013054334885818988,-0.03764603687121996,0.0,0.0,0.0,-0.09688226033415653,0.07882685317005092,0.0,0.03207561383804719,0.01423980966216435,-0.0022953205007688587,0.0
0.0,-0.003014257523566878,-0.0013635314672202131,0.0847953341435168,0.0,0.002950304264071244,-0.0007409388356464652,-0.0009595092585233051,0.0,-0.11668591971455793,-0.02436424581330287,0.0,0.0,-0.004011342820190421,-0.0021564185863142565,0.0
0.0,-0.0030940891790180542,-0.0013554615670449451,0.04334436080697012,0.0,0.0028547099437032618,-0.0007849917447054769,-0.0008006899619151242,0.0,-0.12263512229875337,-0.025502588227445208,0.0,0.0,-0.004121409440697412,-0.002137089100884018,0.0
0.0,-0.0023763682069493975,-0.0011871066156627374,-0.01986308381543344,0.0,0.0025273373388805913,-0.000582449332882755,-0.00043299078707834115,0.0,0.2652475496329078,-0.012712881033249596,0.0,0.0,-0.003462730194492485,-0.001983297770780577,0.0
0.0,-0.002917173080504283,-0.0011614112801931567,-0.025072011221765424,0.0,0.0,-0.0006017422211470891,-0.0005415298602855918,0.0,-0.1255966954295333,-0.025771856174165133,-0.000873440424267053,0.0,0.03825436664307988,-0.00200189392537428,0.0
0.0,0.010635413631039238,-0.001318024142319206,0.06604175730659699,0.0,-0.02552719650769341,0.0,0.0,0.0,-0.10088376681794721,0.045883341959487275,-0.0017889200852854062,0.0024218463272231055,-0.0034730987893478184,0.05357579168752257,0.0
0.0,-0.0031194831226374962,-0.0013247030602097894,-0.025358137311060482,0.0,0.0025948519645151713,-0.0007727560312160765,-0.0008353609115689298,0.0,-0.1307763403201067,-0.027108653686289227,0.0,0.0,-0.004469576267909426,-0.002173975806345717,0.0
0.0,-0.002972738252308885,-0.0011657475732175305,-0.025210911488349124,-0.020281932214886545,0.0028587343992110205,0.0,-0.0008318233321930098,0.0,0.02380694301240035,0.03621073722020338,0.0,0.0,-0.004072547477449692,-0.0021986228365110934,0.0
0.0,-0.003165520850773855,-0.0012406814508174303,0.018134579002211316,0.0,0.0027439877531765244,-0.0007920132212359785,-0.0007994449326985448,0.0,-0.12556301553046445,-0.026066278965165814,0.0,0.0,-0.004124408295321673,-0.0022669015829944565,0.0
0.0,-0.0032152612251655083,-0.001386292743904201,-0.025559118747437735,0.0,0.0024332479285856523,-0.0006489781869287955,-0.0007120804006296032,0.0,-0.13077781661491567,-0.027063707280416176,0.0,0.0,-0.004179903925332141,-0.002234223356684508,0.0
0.0,-0.0028342751495683115,-0.04236766974887977,-0.023728149627817222,0.0,0.002262376396290511,-0.0006612767644253235,-0.0007426556322873652,0.0,-0.1341049466822898,-0.027190442207547454,0.0,0.0,-0.0038725361824664068,-0.002073521038023253,0.0
