S1_Pd_C103,S1_Pd_C301,S1_HX100,S1_T_E110,S1_L_R100,S1_D_R100,S1_F_S220,S1_T_E120,S1_P_V100,S1_Pd_P150,S1_HX150,S1_HX220,S1_T_E220,S1_Rr_D200,S1_Pc_D200,S1_F_S220.1,ST_Pd_C103,ST_Pd_C301,ST_HX100,ST_T_E110,ST_L_R100,ST_D_R100,ST_F_S220,ST_T_E120,ST_P_V100,ST_Pd_P150,ST_HX150,ST_HX220,ST_T_E220,ST_Rr_D200,ST_Pc_D200,ST_F_S220.1
0.0019949509554777925,0.015022062057822031,0.0019989430460062136,0.05412431571491622,0.00028970278939922516,0.0028607988309305066,0.0010425867318499863,0.012126907962110493,0.0017730730575812657,0.7134841194019406,0.1603798154546346,0.0019944606414405578,0.011308220219079844,0.012903704074782937,0.005140428057455472,0.0017730730575812657,0.9986098710320126,0.9897011039212033,0.9947617387128896,1.0176875023730239,0.9971128600607959,0.9928433599721782,0.994145208939411,0.9842225912175313,0.9982269269424188,0.22421064072623476,0.7852975176294688,0.9971958311266989,0.9942750530680228,1.0057072872590125,0.9981596793137478,0.9982269269424188
-0.0245915155720544,-0.008571926163041753,-0.013111304179850267,-0.05643386747019065,-0.03278139496030009,-0.021575875104171326,-0.014365967768353216,-0.012285559533379961,-0.021677368632614408,0.7627520424062288,0.23076174222500628,-0.020062508428613006,-0.016749833385576653,-0.02137160999615797,-0.022988970046352024,-0.021677368632614408,1.0217306342547172,0.9972847265386918,1.0172858601537915,0.9751590365923456,1.0195487047035663,1.0209783005420532,1.0178978590110703,1.0038678462038397,1.0216773686326144,0.16329544763774329,0.7806378122866535,1.0200340172353488,1.0203895984466766,1.0308948833528564,1.010767646010093,1.0216773686326144
-0.03241323717601847,-0.01376444695582255,-0.03375447663456605,-0.03313034670748882,-0.031702732889839234,-0.028929098551843065,-0.02189751058591824,-0.017656745638885123,-0.029742023247406414,0.6852323240737913,0.24347560049585412,-0.02933886649421426,-0.023734195387979787,-0.03541519307236689,-0.033212671291804455,-0.029742023247406414,1.0290396024445618,1.0178893575342784,1.0291912780562686,1.0135446514464064,1.0279937013405913,1.031284705197646,1.0279660016991843,1.0165903774669705,1.0297420232474064,0.12020303023270229,0.8340040651723439,1.0296429093246775,1.024097729804705,1.0231964604171964,1.0297278598876882,1.0297420232474064
0.010752293328924615,0.016052545314037193,0.014330310728223676,-0.027503306559685404,0.006368595225932502,0.011551745776919786,0.003581116722574058,0.020642237636462592,0.011888198211672652,0.9047708666504178,0.23329231361278677,0.011973670303915548,0.02011877126134612,0.005943512807938907,0.010385935093228695,0.011888198211672652,0.986798063957162,0.9734636973875634,0.9894981255696821,1.013004958191314,0.9849093312115506,0.9764561325896199,0.9862079899534767,0.9793603160900236,0.9881118017883274,0.341624847496778,0.7796939859205868,0.9857858065468916,0.9839032469969848,0.9830571790310021,0.9857000369061901,0.9881118017883274
0.008022341502550946,0.01358867652835991,0.001891593115447352,0.014889172095307837,0.006118093913438412,0.014291188598620266,0.01258772774960681,0.016631070794951054,0.008921594109876117,0.6848809693539201,0.11040722746211722,0.010807607026138717,0.016028580277395624,0.01125027579858537,0.010499594719184109,0.008921594109876117,0.9896692232119528,0.965028572445491,0.9812705680653252,0.9749612762605366,0.9950777757610733,0.9865737828442873,0.9811394900893965,0.9658884987621462,0.9910784058901239,0.16121937609655035,0.6728305597142565,0.9915272021799016,0.990925290909537,0.9979525337801808,0.9957967539223848,0.9910784058901239
0.014545552583067308,0.022910964998989855,0.019112258940298932,0.038955262756498146,0.015295717163421218,0.012296623436850172,0.01761672702542199,0.02521092817614432,0.012391459306732048,0.858303050898999,0.1713781501826992,0.012971577967727865,0.01708460768580859,0.002403481387482899,0.010023471339033377,0.012391459306732048,0.989697122043627,0.9692952691236956,0.9921295440938661,1.0000573660215366,0.9888284825192707,0.9836235069905596,0.987092685598997,0.9730737485038945,0.987608540693268,0.29251638412378567,0.7230224522109572,0.986347070941081,0.9833167852198301,0.9920400741556886,0.9931503488129548,0.987608540693268
-0.03600616756815505,-0.0199066526625572,-0.03664885394251075,-0.047328140737886874,-0.03840718904381845,-0.036091077581410405,-0.03353514637319953,-0.01949099162792659,-0.037177527113880164,0.6302597713511652,0.16833821040368727,-0.03510470916425586,-0.03011096908205488,-0.03350468099281015,-0.030269442575579467,-0.037177527113880164,1.037133975148314,1.0099401880572103,1.0293121551581526,1.0345692416083976,1.0326536358202192,1.0328337886894812,1.0387838424623739,1.0219212897194176,1.0371775271138801,0.08921937061779661,0.7334079147942205,1.0370462403448153,1.029707618746706,1.0405454878039773,1.0453192056195668,1.0371775271138801
0.07192233454226345,0.09536722350639808,0.07378035240931431,0.08662624795396834,0.07472323308281545,0.07859554110123433,0.0782476134377842,0.09542197222033079,0.0752800606816858,0.9357752930864434,0.3154172538701679,0.07629830550240775,0.08228998245546162,0.06601203513193854,0.07608923057971445,0.0752800606816858,0.9248990756774208,0.9260305118019714,0.9279585874534494,0.9070877990815764,0.9214677209234112,0.9259295891001592,0.9240064106266099,0.9234091361233111,0.9247199393183142,0.3890768516523604,0.7725209298526851,0.9258330254741645,0.9202592399828885,0.9210276533757825,0.9249108272874207,0.9247199393183142
-1.0886224863117535e-05,0.004867837969073325,0.005317899689074421,-0.013095409573784744,-0.0012986854289906604,0.001726617866901519,0.0011677350668204954,0.0196421888722029,0.0002608324824921135,0.7405241114409689,0.29655389478492644,0.0003465783822798782,0.0013906446995827935,0.00744682319766746,0.0018113048589818443,0.0002608324824921135,1.0030061932754366,0.9811835091537867,1.0090584838504846,0.9926507293379038,1.0032968111374678,0.9970584654441869,0.9995325623254665,0.9945462076718978,0.9997391675175079,0.1234928853567876,0.7709910494091481,0.9989653623415822,0.9939514800141662,1.0077757335853965,1.0081864591461964,0.9997391675175079
-0.03235153188007118,-0.008023965554437257,-0.026635069767411736,-0.002005745788387923,-0.0345671825336846,-0.031621018600350784,-0.03059486894516854,-0.014909904139730127,-0.02965497170157646,0.7496319228918193,0.22533006157425714,-0.028070112830370593,-0.021434086121086923,-0.03487924562240726,-0.02941258930866332,-0.02965497170157646,1.029039940401267,1.0058253353975208,1.0180669746595534,1.0501138904965177,1.0305420265230445,1.0272615644480116,1.0329249743316997,1.0176342024478162,1.0296549717015764,0.1975359692557639,0.793598198421428,1.0266433364205179,1.030874780381487,1.0317117473461996,1.0234601051894174,1.0296549717015764
-0.026903349897482057,-0.0026103632283175433,-0.025200018546252752,-0.059921896788568775,-0.030562548408226933,-0.024246787087212483,-0.02384641208981455,0.0029412084050723475,-0.026694238550686734,0.9819229955030049,0.1943875205817142,-0.024789627479191965,-0.022116605193293223,-0.03575961120969954,-0.02614180837089854,-0.026694238550686734,1.0251063402175202,1.0088234453292657,1.013735381209131,1.005527934108712,1.0278812062326768,1.0261894576030994,1.0202660499483116,1.0063416690079117,1.0266942385506868,0.3747872882915435,0.7957662517259517,1.024086426436857,1.021585350483225,1.0267638591163541,1.023150212982587,1.0266942385506868
-0.020579916586552414,0.003960814473956334,-0.013905805332611253,-0.04425951497540323,-0.017628825913612884,-0.01774062080765164,-0.02052522229624357,-0.007273255305908393,-0.020387441272384288,0.7593260646055329,0.13327437306814807,-0.019854806901923712,-0.017548673851890274,-0.03282360978717912,-0.013748889242203148,-0.020387441272384288,1.017982559920103,1.0051122450391703,1.0113704857334245,1.035825814289112,1.0188743319034106,1.0152915988371658,1.012713021706243,1.0074135246727522,1.0203874412723843,0.16189952842895283,0.7755519620855518,1.019864245479678,1.0178853825019472,1.0238013959139165,1.0241024266634842,1.0203874412723843
0.049674012685924696,0.06017657634773703,0.04086648215372072,0.03416681213991014,0.042753920477598316,0.05186960446197072,0.04635265093628906,0.047025218991166504,0.046513434707420726,0.7289571368904413,0.14121922661427727,0.04820856417945277,0.04793752610198394,0.054377896289577184,0.04924225099104205,0.046513434707420726,0.9538705401561104,0.9497183402379714,0.9507906202512378,0.9537664266573957,0.9529605515099923,0.9449616915988976,0.9423479857399718,0.9485745830668726,0.9534865652925792,0.23287352549636997,0.7516726724302453,0.9535394176928288,0.9450925159287487,0.9634701969736492,0.9498815931460998,0.9534865652925792
-0.12542620613398786,-0.10525081310006612,-0.12010340498999535,-0.1272504508498766,-0.12433058376575577,-0.12341138304041914,-0.11773745523021148,-0.0976144397547549,-0.12431982958445723,0.5818359789592374,0.15382158532172854,-0.12233611960676473,-0.11841582129177411,-0.12581772179918196,-0.13200517127753014,-0.12431982958445723,1.12198593888775,1.102632559804457,1.1187355724729886,1.1021542268628808,1.1235193850045049,1.1206655094413394,1.1146479399139428,1.1133015627677665,1.1243198295844572,0.07392561079957394,0.9264806862551631,1.1232768768468406,1.1145108353388609,1.1247990207502458,1.12313846548108,1.1243198295844572
0.019368626025149834,0.040480705212648134,0.02169213680604837,0.03813449943979891,0.023027966878066394,0.02293961384912996,0.02583658468400288,0.03502314886373568,0.02004855573170565,0.74425747501327,0.17969906744887926,0.018810783725678282,0.027037207913157155,0.01877567128111622,0.025492325775693662,0.02004855573170565,0.9785029858973663,0.9641513452070537,0.9777935862035675,0.996143622145501,0.9894194606943879,0.9809593873892005,0.9730461768789664,0.9671053250514249,0.9799514442682944,0.22721896067950298,0.7084849078716983,0.9782839134940806,0.9743009501310074,0.9747701364345318,0.982622845161203,0.9799514442682944
-0.031991005199181556,-0.021591634250212578,-0.02079144352312925,-0.035501503792625906,-0.033137098858223066,-0.037504051629963696,-0.030967600273358372,-0.021488892311688018,-0.03526960658283402,0.6361436941501482,0.15492644342620873,-0.036185519222773695,-0.038418193983093665,-0.027026136820161247,-0.03734693600331124,-0.03526960658283402,1.034736946751174,1.0111670700646702,1.0379827270597488,1.0138053914365073,1.0349520368167855,1.0308948485494958,1.0315499634894207,1.012964210739141,1.035269606582834,0.0679182304074124,0.7736095792409827,1.0325727648866503,1.0292399107149535,1.036967092791235,1.0351006118318045,1.035269606582834
-0.018640188332819604,-0.005135770602498465,-0.009722133745571243,-0.04612504929747692,-0.02167797717092398,-0.022186744480840393,-0.019039786750925786,0.0007802538618454525,-0.02064448293025827,0.7141530115078796,0.20180662351452347,-0.022368309133505057,-0.01621863176332355,-0.047597992389596985,-0.017331042077623954,-0.02064448293025827,1.0197712676640638,1.0044947578040946,1.0162308711413748,1.0168700917963769,1.0216764654673596,1.0188514477398976,1.0154759049357862,1.0091554814763992,1.0206444829302583,0.18161634191080467,0.8252803251196383,1.0199038865851002,1.0113284954472432,1.0102685207049231,1.0230559374654498,1.0206444829302583
-0.029217798029785334,-0.012166579057952664,-0.028194802306670017,-0.03639413698704107,-0.03062929773984405,-0.011277862940884594,-0.029223377277238827,-0.024274722660130067,-0.027283870207015195,0.8095917561021964,0.1924645841943597,-0.02633155081137037,-0.024675421307315953,-0.030261589195929584,-0.03138946220287107,-0.027283870207015195,1.0264065554150825,1.01345918204322,1.0302854081172186,1.0389836574201066,1.0316415569227606,1.0236380065568431,1.0214469237975254,1.008584942208902,1.0272838702070153,0.283013271067572,0.776711295036606,1.0264136163621582,1.0226711342724548,1.0316232009867123,1.0323378791212052,1.0272838702070153
-0.015765115887562003,-0.004345471606887437,-0.016111695987166177,0.005405549434677028,-0.01772285342450539,-0.007847253445623018,-0.004305021544581282,0.008101423940619933,-0.01594415907288967,0.8099049598697082,0.24304540888735177,-0.0127717223786175,-0.00870785656049035,-0.006835756295863793,-0.02351486781467539,-0.01594415907288967,1.0163660982262548,0.9902042899082648,1.0198969694118587,1.031364886646576,1.0131188142717293,1.0233853214765483,1.014063995889596,1.003861846274224,1.0159441590728897,0.2793744127508947,0.8070877013444077,1.0157836250922612,1.0097634142124539,1.0193822273812276,1.0195379095648027,1.0159441590728897
