Feature,Global_Attribution_Score
x21,0.8915095
x2,0.39087805
x26,0.14597082
x1,0.123687856
x25,0.090020716
x23,0.08548456
x16,0.08448324
x17,0.08264919
x20,0.06679988
x11,0.06272928
x19,0.049300086
x13,0.04656554
x8,0.044906024
x15,0.043075796
x7,0.04078616
x29,0.03578785
x24,0.02653402
x12,0.022610009
x18,0.021565853
x27,0.018236756
x6,0.017620696
x0,0.017559748
x28,0.015416437
x4,0.011933049
x14,0.009330842
x10,0.0048760036
x3,0.002850427
x22,0.0024382651
x9,8.366624e-05
x5,0.0
