Feature,Mean_SHAP,Abs_Mean_SHAP,Mean_Abs_SHAP
Unnamed: 0,3.107192325703577e-06,3.107192325703577e-06,3.107192325703577e-06
Acc. Surface Area [m^2/g],-0.0024470814060114903,0.0024470814060114903,0.0024470814060114903
Void Fraction,-0.002802363570812361,0.002802363570812361,0.002802363570812361
PLD,-0.0005337282654599805,0.0005337282654599805,0.0005337282654599805
LCD,-0.00022053146296490737,0.00022053146296490737,0.00022053146296490737
Density,-0.0009643446321300388,0.0009643446321300388,0.0009643446321300388
Channel Volume,-5.852040025725609e-05,5.852040025725609e-05,5.852040025725609e-05
