Feature,Global_Attribution_Score
Crossover rate,0.7182352
CO conversion,0.687276
Faradaic efficiency,0.035752106
Membrane cost (USD/m2),0.00033786197
Capture energy (MJ/kgCO2),0.0001124935
Current density (A/cm2),4.0008148e-05
Voltage (V),8.280256e-06
Electricity price (USD/kWh),2.520952e-06
