Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),0.00020176717695491325,0.00035713294345938236
Voltage (V),0.00024117809498798302,0.0001403386084886974
Faradaic efficiency,0.0009504782510527707,0.0015938874082060545
CO conversion,0.580848394459815,0.5755314284263817
Crossover rate,0.4229283892866913,0.4182248574895687
Capture energy (MJ/kgCO2),8.38757755892038e-05,-0.000676958173054655
Electricity price (USD/kWh),0.0005125936845089946,-0.0005175779053538274
Membrane cost (USD/m2),0.00021744147869787834,-0.00021733680181271875
