Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),0.7593119751644145,0.7477893347885526
Voltage (V),0.001674235315677952,0.0004810030765780936
Faradaic efficiency,0.21950786867452549,0.20889928562578322
CO conversion,0.00034913561130992763,0.00010236023848670842
Crossover rate,0.0015808786123930375,0.0015486969066344622
Capture energy (MJ/kgCO2),0.0002595761895711127,0.00046251136228130243
Electricity price (USD/kWh),0.029428920291270637,0.029155408920451476
Membrane cost (USD/m2),0.002520574846544426,0.0013297751476024564
