Feature,Global_Attribution_Score
x4,0.98419863
x3,0.34564346
x7,0.055754486
x13,0.030935092
x6,0.022000337
x16,6.6749664e-05
x1,0.0
x2,0.0
x5,0.0
x8,0.0
x9,0.0
x10,0.0
x11,0.0
x12,0.0
x14,0.0
x15,0.0
