Feature,Total_Effect (ST),First_Order (S1)
P3HT content (%),0.08569946490775607,0.02961797417146422
D1 content (%),0.769089680816939,0.5488869756886411
D2 content (%),0.2571446125287009,0.1271938233316996
D6 content (%),0.22624421842018164,0.14211699698842434
D8 content (%),0.15327967050080482,0.040100685183428846
