P3HT content (%),D1 content (%),D2 content (%),D6 content (%),D8 content (%)
-0.15672933501809563,0.4068430059138588,0.12943415995898488,0.009470582451361398,-0.030261513540334333
-0.21333111367468183,0.5696043534658284,0.1185480456944946,0.038753164430565534,-0.06490687794641475
-0.019813040440014633,-0.08257428621690298,-0.018083047092251333,-0.021926111630324464,-0.017208068027760065
-0.07265552930622142,0.14628477634534084,-0.005471226617353803,0.08714844784702545,-0.005481182899844522
-0.08307103339994891,0.2611049499523354,0.12056940871417725,-0.009731218335495673,-0.043027786334249224
-0.1073645246622259,0.17080511226509956,-0.06564095151669282,-0.021180998445353115,-0.007110502419873425
-0.10232984083784082,0.32925337381538416,0.13643905006478987,0.042239225045274144,-0.03304278770303681
0.06299465256103848,0.043328485853905606,-0.02059313140203614,0.02827231725284037,0.027156447312585173
0.0505256771005488,0.034381127807355506,0.0572182642146967,0.08652422637001435,-0.006917201846505849
-0.09420951903832946,0.15877798413842362,-0.027460056983201444,-0.014853493871685879,-0.022246569076543286
-0.021672169819471565,-0.00991035938409907,0.07091639450771217,0.003835472545070301,0.05687936449417502
-0.12983472476612862,0.323129008991727,0.005328284898749852,0.005914124180957122,0.004812999997877709
0.11542055316939917,-0.3366121379229629,-0.026638906296573374,0.016066803672520436,-0.0004211875485077843
0.16738663837668227,-0.3754684912542191,0.002469155120882832,-0.0036011017856807026,0.006667781406625885
-0.07899598786225556,0.2796750514313065,-0.04714601963273324,0.04602207185257241,0.061038272465462645
-0.07899598786225556,0.2796750514313065,-0.04714601963273324,0.04602207185257241,0.061038272465462645
0.2820089647936228,-0.42930371584187854,0.003455796399420702,0.00498389431901831,0.014919848716318318
0.229620877212883,-0.45846981982769025,0.020173577422876246,-0.008948647890565795,-0.0025831672517269977
-0.11765276600071545,0.3553416979068674,0.139099257351503,-0.0106202643549445,-0.0034988547815433813
-0.02248009638417997,0.24810520265121502,-0.03623927937302485,0.1168790959169581,0.08778748234438236
-0.21333111367468183,0.5696043534658284,0.1185480456944946,0.038753164430565534,-0.06490687794641475
-0.03295035639455711,0.03273948246865067,0.006009113745734048,-0.0026128259085684835,0.06644034510376463
-0.07899598786225556,0.2796750514313065,-0.04714601963273324,0.04602207185257241,0.061038272465462645
-0.05263485658183702,0.040651178811086396,0.0038448556583005992,0.02692184098784366,-0.025631279921038315
0.08889285287287435,-0.1542553327886822,0.11096975602343812,0.08262049558706508,0.013157652087653793
-0.08692695171003284,0.2892543026051855,0.14336224055656988,0.06224067870852284,0.15932920407829237
-0.09343851361544785,0.15743495359597456,-0.05370546140103024,-0.009451612529612307,-0.02804318095003423
-0.21333111367468183,0.5696043534658284,0.1185480456944946,0.038753164430565534,-0.06490687794641475
0.1451664172670451,-0.3164617090580851,-0.01780114393944341,-0.010934160657075417,-0.0038280771330953256
0.024531107093037016,0.09259782892707558,-0.034510532972629265,0.022135956993672018,0.02523945200661598
-0.09208270038273247,0.31412537746870456,0.14286691712950192,0.04156408870734993,0.1555875675187625
0.20446268904683765,-0.4306067161595436,0.001327858639970425,0.009836695803483293,0.01963306414897746
-0.20509039536911716,0.5462898920727628,0.1177579921278634,0.03184423326976393,-0.0608201966633769
0.06961391920186076,-0.22714168751500985,0.0913199862783969,0.053381573977238486,0.004640651393367556
0.08647534113954784,-0.31063364280618033,0.009103021527190724,0.049048525124350824,0.011249773440266557
-0.09805418104164433,0.28032291246622015,0.09195423414555295,-0.01568997815704265,-0.05172918147329726
-0.0022242876047853417,0.07031998953822097,-0.021094991210263214,-0.022840720574379365,-0.004822245494007497
-0.03295035639455711,0.03273948246865067,0.006009113745734048,-0.0026128259085684835,0.06644034510376463
-0.07720728736381233,0.24204091607425268,0.05235585521335978,-0.017731962531165435,-0.02286146618089294
-0.1832236228229834,0.5171575659482351,0.10239534218836562,-0.0125356985140328,-0.04940143506169583
