Region_Index,Region_Label,x0_x1,x1_x2,x2_x3,x3_x4,x4_x5,x5_x6,x6_x8,x7_x10,x8_x11,x9_x12,x10_x13,x11_x14,x12_x15
0,0.10<x7<0.12,8.241255,0.0,0.046048783,4.793416,0.014433825,0.0,0.0,183.03612,0.004087522,0.0,0.043791123,0.0007188323,0.014642026
1,0.12<x7<0.90,5.5208583,0.0,0.053613193,3.575765,0.025239317,0.0,0.0,1.9665209,0.0040816036,0.0,0.034125898,0.0004912163,0.011833479
