Feature,Global_Attribution_Score
x10,0.83153796
x4,0.4587068
x1,0.2217736
x3,0.0018071146
x13,0.0016265363
x5,0.00087292446
x15,0.00082540605
x11,0.00027171994
x14,2.8846598e-05
x2,0.0
x6,0.0
x8,0.0
x12,0.0
