Feature,Global_Attribution_Score
CO conversion,0.9216375
Crossover rate,0.39646292
Electricity price (USD/kWh),0.00041967112
Current density (A/cm2),0.00024027677
Membrane cost (USD/m2),0.00016934014
Faradaic efficiency,3.4563916e-05
Capture energy (MJ/kgCO2),1.3699912e-05
Voltage (V),9.043464e-06
