Feature,Global_Attribution_Score
Current density (A/cm2),0.8512158
Faradaic efficiency,0.5219302
CO conversion,0.0010040196
Capture energy (MJ/kgCO2),0.00025600332
Crossover rate,0.00014967451
Voltage (V),9.899371e-05
Membrane cost (USD/m2),8.317879e-05
Electricity price (USD/kWh),3.0039333e-05
