x0,x1
0.37334833819321034,0.5178837888970502
0.166042034447349,0.6400946109356589
0.41160948540778275,0.7776730436194805
0.20584725103803247,0.3410106485568134
0.4030200381082558,-1.05455054718818
-0.21114201762146223,0.6543716095027694
0.3791739731686663,0.18133243293746037
-0.4738488484463801,-1.7669583509055382
-0.09319353963363586,-0.36877127094226037
-0.6929210223765887,0.8323905280547814
0.006734618071517318,-0.28636319425326207
-0.5306049313405605,0.5392600733773598
-0.09132020286609421,0.7135109176210817
-0.4774049420213613,0.8366842739848162
-0.056260892977113564,0.5064513682318905
-0.12919767365173218,0.38721823807200817
0.4093472369990252,0.1274670801656974
-0.5729755844305666,0.6625804057572813
0.05578055879705879,0.8388091434235498
-0.32428169950276065,-1.736839034316148
-0.718537993772288,0.31945342123480724
0.1903854325988057,0.7515128271487246
0.2708200461880459,-0.1951913268003036
0.009755639706232166,0.7584528485767619
-0.5865343603777387,0.5305519568158843
-0.1653610423840295,-1.034751975191039
-0.5344109022100687,-0.47161869724909966
0.2447687260659146,0.4340381301357352
0.20922751112676696,0.06609104111742692
0.43471803699659173,0.8576571754373932
-0.6438387757123865,-0.1908548231598184
-0.28482436134115385,0.609887931612275
0.19917045827730995,0.0029897099131233063
0.17870420719460967,-0.07035758772609846
0.43730566138352245,0.7797536330056953
0.44119815747143587,-1.708941416711654
-0.4697251412311507,0.12712209412802178
-0.6021022130797808,0.7711103724120312
-0.6547398644449185,0.19602893012846323
-0.6772914608859439,-0.07368848019834484
0.440583110603475,0.7494756326628433
-0.055643593518390766,-0.19596122322992127
-0.6697319834995756,0.6431927308306769
0.19910474819768442,0.6052774697873273
0.36608618623988676,0.2678575906430929
0.10257505948397849,0.7779681404198708
-0.5473306793968842,0.7173400094477049
-0.06357065738237999,-1.4921793925571727
-0.3765539051703035,0.7227839264666889
0.43396111698913664,-1.2398971966079397
0.4110088687633695,-1.187388033369393
-0.03828218420496032,0.4507456929187237
0.14553146788175653,0.7463486228885312
0.24690197251195034,0.6189910395248281
0.07450637420056072,0.3769514259632496
