Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume
-0.33070092003714935,0.05545991628508402,0.2312085189895395,-0.008559136973538797,0.03469956846480883,0.02512045254892051
0.1080992904899176,0.05545990339402728,0.23120851027973324,-0.00855914412337988,0.034699583971329634,0.025120470987167177
-0.3307009299693166,0.1447728095401545,0.23120851261774095,-0.008559141705821602,0.034699587659755116,0.025120472168782732
-0.33070097294985346,0.055459909179868844,0.15207748075675545,-0.008559123950544742,0.03469957681178739,0.025120462630487405
-0.3307009454932997,0.05545989458138749,0.23120852256737048,-0.1421082323611094,0.03469959327291392,0.02512047251026764
-0.3307009196413373,0.05545991678372963,0.2312085282756017,-0.008559141529258366,0.04288411464658571,0.02512045293503133
-0.33070092780399163,0.055459926574258175,0.2312085324743144,-0.008559127514793858,0.034699580001567205,-0.0059846259575958086
0.10809934993352126,0.1447728755360005,0.1520775053979985,-0.14210827192485662,0.0428841227316298,-0.005984646347739542
0.04270965749553102,-0.207366664534978,-0.15384022069047215,0.047381121925233693,-0.07175634194669937,-0.033168284154574686
-0.20030361240690878,-0.20736664249173692,-0.15384021175753643,0.04738113685355849,-0.07175633158185525,-0.03316827366555417
0.0427096635627095,-0.10395963630677824,-0.1538402273086832,0.047381120464221334,-0.07175634225714023,-0.0331682847230695
0.042709663325998404,-0.207366646063747,-0.17855077027149194,0.04738111177381752,-0.07175634251907467,-0.033168284154574665
0.042709668393945355,-0.20736665319612577,-0.1538402124191635,0.10094711163158852,-0.07175636300817133,-0.033168304304126615
0.04270965847535995,-0.20736666744536117,-0.15384022384920784,0.04738112191553235,0.014085080688043261,-0.033168284377704034
0.04270965763910994,-0.2073666658155466,-0.15384022135791997,0.047381122086274784,-0.07175634360949819,0.00808045791733708
-0.20030360961682167,-0.1039596231305041,-0.17855077089431398,0.100947096150291,0.01408507890494854,0.008080458348073694
0.14979536947794267,0.1736349448018397,-0.0024963162373751735,0.10585230282934695,0.005674753433171012,0.013033622285971998
0.19350919243879625,0.17363495649381863,-0.002496284714046393,0.10585232384619306,0.005674714100314206,0.013033582485513742
0.1497953172462683,-0.24338482222325805,-0.0024962925410364177,0.10585232738327863,0.005674778068593387,0.013033643811165074
0.14979536539176486,0.17363493618516568,-0.060574219143018186,0.10585232548182831,0.005674734453593011,0.013033602817449688
0.14979535662957164,0.1736349274986424,-0.0024962544150185506,-0.03469469159996765,0.0056747181263441466,0.013033583226691337
0.14979537082836036,0.17363494623762882,-0.0024963160258874018,0.10585230360544912,-0.053376764251152176,0.013033622524623423
0.1497953613870778,0.17363493500160995,-0.002496317248248281,0.10585229851227879,0.0056747512988901015,-0.03841994275377764
0.19350920743114952,-0.24338476345486332,-0.06057423550325138,-0.03469474344165058,-0.05337681414869923,-0.03841996367167066
-0.11332981059482947,-0.0708832180981213,-0.19073406119132422,-0.17908482202522785,0.04232233533984994,-0.01210626891891775
-0.018737128107265202,-0.07088322070970508,-0.1907340623671191,-0.1790848178148736,0.042322322553567014,-0.01210624857534015
-0.11332981363132907,0.024705098022241245,-0.19073406148042235,-0.1790848164644559,0.04232232285430667,-0.012106248334748604
-0.1133298487033852,-0.07088324245802756,0.41431574618521494,-0.17908481386839425,0.04232233018459133,-0.012106227876696102
-0.11332980991185963,-0.07088321971047362,-0.1907340562708366,0.06411643050184171,0.042322332183054395,-0.012106266481957006
-0.11332982676685792,-0.07088323080679387,-0.19073406772222382,-0.1790848206457062,0.037044310457228447,-0.01210626090372292
-0.11332980942873593,-0.07088321727933355,-0.19073405897361237,-0.17908482051182872,0.04232233458703085,0.02669402528554221
-0.01873717472578096,0.02470505690434949,0.4143158122683723,0.06411645508099657,0.0370443409269985,0.02669403360147642
-0.028347322994765566,0.23011424453191784,-0.09098045715751756,-0.045719778064328,0.03981176854770943,0.010786171259436164
0.15517031152849092,0.23011429341859196,-0.09098045044811451,-0.04571977176237858,0.03981170821352858,0.010786110436310947
-0.028347313402142957,-0.17215702193401142,-0.09098044214576179,-0.045719769886151576,0.03981175115137989,0.010786151587187098
