Feature,Mean_Abs_SHAP
Pd_C103,0.0001410663582665193
Pd_C301,0.0006940151891596597
HX100,0.0024894800563253
T_E110,0.11825951739201654
L_R100,0.0002262854670961556
D_R100,0.0002912191820558823
F_S220,0.00011161516503800902
T_E120,1.2587983346920962e-05
P_V100,0.0
Pd_P150,0.005279721158115104
HX150,0.003938065127355397
HX220,0.0016110104387184376
T_E220,0.0009492919024954105
Rr_D200,0.0013120476750044221
Pc_D200,0.0016100692908307091
F_S220.1,0.0
