QAgNO3(%),Qpva(%),Qtsc(%),Qseed(%),Qtot(uL/min)
-0.15709734187126825,-0.0040346085046601326,-0.057987508537913644,-0.09699321730592911,0.0001307222677540132
-0.09403629854039043,0.0028944085459120528,-0.07511699548796875,-0.08900153068678537,0.005116826835356994
-0.15709734187126825,-0.0040346085046601326,-0.057987508537913644,-0.09699321730592911,0.0001307222677540132
-0.11032278848429453,0.000311997537977754,-0.025040522035199717,-0.06418249547100459,0.00363655718081425
-0.0453297395833617,-0.001967976690770229,0.12588733036137634,0.16466403637624122,-0.04113253232759351
0.017940039328257655,0.010963506092287759,-0.043950279347270346,-0.09374911795026074,0.014163504984010884
-0.051578421693543944,-0.007363988048754313,-0.02087607492637477,0.22582588861741368,0.008291252318201714
0.21279342940002316,-0.00028336904142170494,-0.02759028892235794,0.019857847662544698,0.002445347631296384
0.22824605449854674,-0.0022915254983720823,0.05507531536497994,0.09804949394339296,0.002944763298902542
-0.09403629854039043,0.0028944085459120528,-0.07511699548796875,-0.08900153068678537,0.005116826835356994
-0.16558899825717385,-0.0020320835201716736,-0.054336601820550084,-0.09699796509034347,-0.000422970332246253
0.05003693753872547,-0.0007076136334573796,-0.03974732529606137,-0.10377787935357001,0.004531627693296818
-0.09466461954778112,0.0014879280067408573,-0.028799843579152797,-0.05739565851447766,0.0039050946370779503
0.05337086950095815,0.006759330018538874,-0.016802247180632793,-0.10124209074826368,-0.004769860082394897
0.03751818603234661,-0.002256711368256545,-0.0362541778342121,-0.1054817937837061,0.003496539905072749
0.024160749745021453,0.0032177690473035943,-0.05296394146812745,-0.042249122768601974,0.0030011696010879274
0.19361559168445341,0.0028652055005016774,-0.015875069631454488,0.16080173504260062,0.004892985652547614
0.015302961347297389,0.009235074033595551,-0.04228752909488938,-0.09972061425731275,0.0017392739649111921
-0.13971503665713286,-0.0032725089611838425,0.05894343169759434,-0.0955170094852063,-0.0007910443923743737
-0.0453297395833617,-0.001967976690770229,0.12588733036137634,0.16466403637624122,-0.04113253232759351
-0.0453297395833617,-0.001967976690770229,0.12588733036137634,0.16466403637624122,-0.04113253232759351
-0.09466461954778112,0.0014879280067408573,-0.028799843579152797,-0.05739565851447766,0.0039050946370779503
-0.09569557911419972,-0.000927006302128941,-0.07213964719112075,-0.10408634698879295,-0.0022459204982075735
-0.05432247396429765,0.013930136832785711,0.12256509240744128,0.19000088256817657,-0.046718656290239524
-0.0959912928753989,0.0006092566322129234,-0.035192492191004475,-0.0618859423385176,0.0035039136212831026
0.14333041190166076,-0.00021325843183939153,0.03347664539847495,0.09482785032330156,0.001042395961390986
-0.09760299149543102,0.0007028652519498746,0.06612062196608319,-0.10512098176899247,0.0009884069305406734
-0.11439498592239354,0.0004550996919436556,-0.028355010823648556,-0.06771433745723507,0.0035475826359323195
0.019957383668943573,0.008620310168881125,0.01931629260379303,-0.09092965908724768,0.006433295480570242
0.23952809666914046,0.006280905952987237,0.03918715609132539,0.12453459476624593,0.00016388692780949787
0.015222078821292995,0.009522570031323467,-0.03874668253908903,-0.09896890411003494,0.003719317280390322
-0.047567626096436104,-0.007306925080071746,-0.0353073133762119,0.22488626099390743,0.008351516057229252
0.015222078821292995,0.009522570031323467,-0.03874668253908903,-0.09896890411003494,0.003719317280390322
0.19204238934879161,0.00306435434720884,0.07194346686828779,0.04110546626030345,-0.002596769794982745
0.12148865265730725,0.0008413503361088658,-0.03624068017998057,-0.0996289960269492,0.0037431104248170383
0.05705844569184336,-0.0002261430681112491,0.017097208682628078,-0.07141818769203875,0.009925175559370893
0.03475150642323255,-0.003767951547237372,0.08921600398686069,-0.08984530877330571,0.018908508595175524
0.25451429810381593,0.005076409305739946,-0.02389513021672697,-0.08110103400285686,0.003804043192019768
0.022479506935052775,0.008969317838932024,0.03923535453536862,-0.08827562055372255,0.008294109767053151
-0.1363115520819945,-0.0033154053574797754,0.15287845804035222,-0.09136289419198905,-0.018720399587386406
0.13297732510124374,0.00059089875618068,0.011469019295804057,0.05217892606481565,0.004512295333718801
-0.15709734187126825,-0.0040346085046601326,-0.057987508537913644,-0.09699321730592911,0.0001307222677540132
