Feature,Total_Effect (ST),First_Order (S1)
D1 content (%),0.5862183139318028,0.5504240760978981
P3HT content (%),0.27979418811480494,0.264602598140879
D2 content (%),0.12679034443713044,0.10079118686753456
D6 content (%),0.05841880837951775,0.022865076558978743
D8 content (%),0.00803926214260141,0.003470111959796714
