P3HT content (%),D1 content (%),D2 content (%),D6 content (%),D8 content (%)
0.0566138250468974,0.14796238620033506,0.04359207905302422,0.05578363310528158,0.012565677128309694
0.0753205533275305,0.1869595462452721,0.045853399664998164,0.06967194580528598,0.023142035679118433
0.015151744538735482,-0.03318504448968433,-0.015271885460085165,-0.024277603354799976,-0.026229268990981224
0.07522852125869664,0.04709246720836735,0.005025616462532374,-0.10243338612288097,-0.016887730596669166
0.029870477564788236,0.09843482745970494,0.038423784450252504,0.04532818667622167,0.01655044835476449
0.049245274043501625,0.08459846401804058,-0.010763150765127863,-0.007263632990483715,-0.011825641404660291
0.03717982382175494,0.11590879323648988,0.04304468949880106,0.0619155927837559,0.015322662730405945
-0.005951559476829321,0.008584899301704982,0.004334291508232807,0.015380063685487434,0.0032093509419335287
-0.009420850840583306,0.024122049761760262,0.029697801740942425,0.05101712236560481,0.011883229920972009
0.045975430940907724,0.0706686597084231,0.0016488244956285453,-0.052802621500827276,-0.011428774425566928
0.038785522889494085,0.007045703136976916,0.027426349254868677,-0.01209038801934224,-0.021342329796492872
0.06227404102503513,0.11419393333247467,0.006133387428573816,-0.036599403918965,-0.0009348275533897499
-0.06231217963530231,-0.11676110385510376,-0.016152994317058886,-0.03060568886607874,0.009021012833785064
-0.08470387752614555,-0.13113946439686214,0.0038484430125657857,-0.03199082191558589,0.00034659072325735063
0.05812495738403397,0.10258180961297028,-0.006745308549597984,-0.04654976952239824,0.011923422636856343
0.05812495738403397,0.10258180961297028,-0.006745308549597984,-0.04654976952239824,0.011923422636856343
-0.1052828756937237,-0.15636024197298973,0.0012640047884751593,0.004544450395394113,0.005963470913729858
-0.09578100897087954,-0.1527928254911176,0.0071427139086381874,-0.0038591322836700184,-0.008401562406441826
0.05291089160935556,0.1286154198777359,0.03815415997320087,0.010246685928790706,0.009794038691854967
0.04780060739633185,0.07730010337781386,-0.008555493047718826,-0.076014650517133,0.012961654329184964
0.0753205533275305,0.1869595462452721,0.045853399664998164,0.06967194580528598,0.023142035679118433
0.04219578969663474,0.010181089366850506,-0.02842370050914142,-0.04920108582851501,-0.01701173257623352
0.05812495738403397,0.10258180961297028,-0.006745308549597984,-0.04654976952239824,0.011923422636856343
0.07594178566715894,0.016563484551492737,0.012544433326586592,-0.10782933331575782,-0.027277919465774004
-0.053316434859359746,-0.039216883607677486,0.03411244928367318,0.046419679131718294,0.022093087947111144
0.07600412977858602,0.09647598751644999,0.03271905331760951,0.03647580096311805,-0.03009532292588349
0.05097476421600281,0.07053128298245016,-0.011438344152613444,-0.05352802818888587,-0.010166545334124873
0.0753205533275305,0.1869595462452721,0.045853399664998164,0.06967194580528598,0.023142035679118433
-0.0784631164334559,-0.13420520329655944,-0.03279741227085478,-0.006271160781566673,0.000611396001330311
0.019959933588832093,0.019028454106888998,-0.036863922836753625,0.014746010372458125,-0.015229852495223122
0.07383987335644529,0.10176336328471429,0.032187624267193,0.02234037650049393,-0.03243388949864617
-0.09297916828569776,-0.15661912428311095,0.0026329097884472685,0.010201283085266235,-0.014196497266697776
0.07282439826172524,0.18206872950887995,0.044981837500038646,0.06812360489014464,0.022300380636627815
-0.06477960393932242,-0.060428001633376284,0.03194430236573321,0.04033942801083407,0.02030890644048535
-0.08398955436455284,-0.10380795666144811,0.007562381741756108,0.031860445565319175,0.013723127097607668
0.03505331871076616,0.10701165451396262,0.033367656242417526,0.04847677372834168,0.019255943263077696
0.023433814137573027,0.02654079123154877,-0.03607372497859039,-0.030634774500990267,0.0012274223981598373
0.04219578969663474,0.010181089366850506,-0.02842370050914142,-0.04920108582851501,-0.01701173257623352
0.03313735132630616,0.09196924253244856,0.02165776902457739,0.02458472979129187,0.017587983509853106
0.07401253555549125,0.17729851440235156,0.03976624274946212,0.051908732771017096,0.02006548351121351
