Prime Delay,Print Speed,X Offset Correction,Y Offset Correction
-0.06016386679772817,-0.05342583143969362,0.059079020513957616,0.08491694980070784
-0.04413444473337441,-0.062293311908582505,0.06325780553047582,0.08180556761387854
0.006353374812514176,0.019881738680647295,0.06395640274118305,0.013829228666600623
-0.00916849121662154,-0.039052502215721784,-0.14467460815680053,-0.0016935502973023653
0.052704414773325145,0.0013185159693558934,-0.15127438027214554,-0.05005560974655044
-0.1376884108182501,-0.04747263301074424,0.05548359319591412,0.015912386951823454
-0.09337010279310859,-0.057381660732600065,0.06612098980470457,0.09513044512520924
0.04435025515250923,0.03139863217503384,0.022719123873203836,0.01130888264007944
0.04050704671084651,0.03366837958007807,-0.318663365382529,-0.06649578986239771
-0.06239175981240009,-0.15806081241497894,-0.12948163230826334,-0.04719107490473756
0.060027641659324754,0.09698404247593725,0.04487689384328454,-0.0164043991487256
0.024629601854157215,-0.059820676739846715,0.042597822268829154,0.00408455195532206
0.04717873561603008,0.11808044174294739,0.07688466693792777,0.042062482333598245
0.05379693559585531,0.035197338953173646,0.037441797164769884,0.004937599181579044
-0.02204625963352402,-0.03818693384603374,0.03774488116371513,-0.038163424206021875
0.05534876413957753,0.022875740593383043,-0.2812979109313447,-0.36634342438911677
-0.014536779693083184,-0.04360895014073572,0.01876955933091153,-0.004136761319646506
-0.019495788673141383,-0.007424343727464894,0.06625688497624067,0.052461140707727116
0.05597668484952763,-0.13586369583914454,0.0507173603550336,-0.49311870987266204
