n,theta,r,t
0.09979074149506861,0.0511202476610255,-0.12734887855104204,0.012484702704927984
0.022493713746264923,0.03536618896629056,-0.014095145267324,-0.05778734521502613
-0.024730118364272486,0.07314112995711805,-0.13618119116290137,-0.002530072375738421
-0.00028378104221310485,-0.09608009717341173,-0.09330580979727657,0.021831126563240395
-0.0009455350665656531,-0.08266974245101359,0.01780415417253429,0.016894716754363034
0.003665073939044833,-0.07687955205030612,-0.08178817175215145,-0.015052699136772481
-0.13623929435581197,0.006286787334699221,0.08608651047709866,0.0010066243574350583
-0.059919559565776895,0.14666220239082509,-0.0221490797270882,0.007289002160049685
-0.04102114260113005,0.1217771742139203,0.00045628359241649263,0.007253600909081882
-0.032775046448385636,-0.06888598138054845,0.03826655615304933,-0.024004848346844482
0.06947264224133144,0.002908029813673413,-0.040353048987594155,-0.029054335996216048
0.0376307790303919,-0.01851634709995928,0.032098128677626375,-0.07667785180456115
-0.08879685942217289,0.1531821909538397,-0.047183677700621665,-0.006111119183635036
-0.07904439118382671,-0.06293836318136493,-0.09184599114928524,-0.004205454757540611
-0.012236923630119745,0.028095688567168303,-0.07965371231585162,-0.11475482614225446
-0.0697751093787762,0.04012075304373841,0.07430670157972019,-0.011630777958865385
0.02749546128788547,-0.1298184059177486,-0.012511763602439765,0.004977984588516074
-0.025088732749960655,0.0906358595022356,-0.05231933647906122,0.00030147411110905895
0.05002437283548953,0.08559057463578436,0.01576072351338698,-0.024308182559505676
-0.07273319093360005,0.08361683220824002,0.035672700542800605,-0.0064106763128173525
0.09971848793091416,0.11097967212431258,0.00810298634117329,0.018016293503751054
0.062178734043070887,0.1255452882366893,0.07273502758920602,-0.033876449915901996
0.04198085415548643,0.1121155533246394,0.08136708133343594,0.0395669164157163
0.008194301995228276,-0.09085592228941872,-0.026370731630480468,-0.01605525080308315
-0.08539315673086555,0.07736191128789052,0.03375563049723209,0.011457502172700355
0.08613444198870371,0.12632665389564848,-0.014973865401515407,0.02777957661585235
0.0796685601112985,0.050915728735736944,-0.10260254621029871,0.004747189687723828
0.04097003419679626,0.10113599359630204,-0.02163283521989287,-0.008988138916796895
0.04382710622743318,0.04535947352396664,0.018758286553898672,0.002563323616191923
0.0025546621585872953,0.07452919855991436,0.09748477821774269,0.04566603696682459
-0.02210516687727963,0.050231499805026274,-0.035255509291214814,-0.007357885542982324
-0.10075904504015121,0.06223575474308937,0.0737502716057393,0.01931375079316
-0.019011396182883167,-0.21384970121772287,0.015910194062687844,-0.01358514920868514
0.04166939606820881,-0.10888466302624618,0.12287926187797768,0.08637942421106856
0.002989877728975847,0.02941865772605357,0.011285595130302011,-0.009922594461961231
-0.02471713298314962,-0.0018029054914018572,-0.17779995704198043,0.015744720228079725
-0.051428397187560926,-0.08041119396342367,-0.03359226518160632,-0.009977823937447228
0.02975344692783387,0.012338424157367023,-0.18242544375334493,0.015614670020880787
0.002989877728975847,0.02941865772605357,0.011285595130302011,-0.009922594461961231
-0.0970210080060899,-0.06733336444159777,-0.054105872142709684,0.015775348850675386
0.06701744975103172,-0.0032402311385574672,-0.11174969373017372,-0.027364464207359825
0.039308764613928876,0.06787899614969425,0.0640045764261982,0.102537290645234
-0.09624692499211283,-0.06612553938867505,-0.055108384306100905,-0.006385331972297237
0.0003416894641290885,-0.08750099281452461,0.05874724068591909,-0.005883396216543883
-0.012258217787495378,-0.12580114175268206,-0.059040435826901994,-0.004222989372365066
0.11926606120872522,0.06351724100606353,0.05957382392030794,0.036713748327057205
0.01326986492169148,0.07974574839485431,0.012437146142214708,-0.09237307686043207
0.03900673210220121,0.1139429150389873,-0.01783517866274853,0.03572418681052709
-0.030263471610642655,0.049284923537541867,-0.007462024922124562,-0.06879707038560297
-0.03973127002324586,0.01897612934760443,0.002411024986373786,-0.06988198495363594
-0.025296713978088397,-0.05058744853882267,0.07384144634392177,-0.00045051469854173395
-0.020446882431498763,0.006339650445420453,-0.09957765361488119,0.02400085565101554
