Feature,S1,S1_conf,S1_CI_lower,S1_CI_upper,ST,ST_conf,ST_CI_lower,ST_CI_upper,S2_sum
Unnamed: 0,1.908877097685027e-05,0.00038150368982453224,-0.00036241491884768194,0.00040059246080138253,3.0462703098145156e-05,2.332090297581844e-06,2.813061280056331e-05,3.2794793395727e-05,0.0
Acc. Surface Area [m^2/g],0.28495384514764965,0.030259711496344543,0.2546941336513051,0.3152135566439942,0.2847625553128341,0.016920555389056624,0.2678419999237775,0.30168311070189074,0.0
Void Fraction,0.21181776538574448,0.025657826157125536,0.18615993922861895,0.23747559154287,0.21157607559728775,0.013190391103387466,0.1983856844939003,0.2247664667006752,0.0
PLD,0.3336672963033135,0.034841229094515175,0.29882606720879834,0.36850852539782863,0.3336170807751271,0.018716165288458254,0.3149009154866688,0.35233324606358535,0.0
LCD,0.13694618582571821,0.02241288118714991,0.11453330463856831,0.15935906701286812,0.13694531753768735,0.008470955862396832,0.12847436167529053,0.14541627340008417,0.0
Density,0.027533867433656937,0.010823954482786991,0.016709912950869946,0.03835782191644393,0.027545929693648562,0.0022540809380433963,0.025291848755605167,0.029800010631691957,0.0
Channel Volume,0.005593275825702542,0.004479320975203297,0.0011139548504992451,0.010072596800905838,0.00550572174959727,0.0003426941760253279,0.005163027573571942,0.005848415925622599,0.0
