Feature,S1,S1_CI_lower,S1_CI_upper,ST,ST_CI_lower,ST_CI_upper,S2_sum
Unnamed: 0,-0.0016370387541650142,-0.03490947825894464,0.03172463321214306,1.0020426166755039,0.9695023373601545,1.0374695877845304,0.035665814276344424
Acc. Surface Area [m^2/g],0.8156058464719432,0.6067015476845169,1.1130500630434728,0.17988083362889534,-0.03974119445455747,0.4667299615948127,0.03566495778777167
Void Fraction,-0.6691696950056495,-0.9108530620816301,-0.48401001471372157,1.670390832667656,1.4451815761236584,1.84046938192335,0.03566553497176389
PLD,0.22774197940854563,0.11017674219323197,0.3368422959214853,0.771830178776187,0.6568222776850378,0.8681018710077059,0.035663837136372244
LCD,0.7017330437165051,0.5527508841512689,0.8887707774343446,0.2995960299350763,0.14388267684020747,0.47655088590042244,0.03566458648456926
Density,-0.21218254755835048,-0.28814465483594354,-0.14750755351834005,1.2121387965757242,1.138498743966531,1.2761497808223674,0.035665523969743276
Channel Volume,0.126282639852408,0.08444412472980498,0.17338539960278415,0.8746245493098947,0.836850762352842,0.9181529436286474,0.03566552496274977
