Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),0.7917477379029983,0.7714485358367071
Voltage (V),0.006066962628601022,0.0005664888880011236
Faradaic efficiency,0.1873508229847311,0.16541529609069625
CO conversion,0.002453082732440454,0.0014031231156029162
Crossover rate,0.003361254490199295,0.0008990870971522132
Capture energy (MJ/kgCO2),0.0012210695872776848,-0.0007065030356125767
Electricity price (USD/kWh),0.02575103697150919,0.01999705658522203
Membrane cost (USD/m2),0.0015456195529986146,-0.000985091602293691
