Region_Index,Region_Label,x0_Current density (A/cm2),x1_Voltage (V),x2_Faradaic efficiency,x3_CO conversion,x4_Crossover rate,x5_Capture energy (MJ/kgCO2),x6_Electricity price (USD/kWh),x7_Membrane cost (USD/m2)
0,0.10<x0<0.18 & 0.10<x2<0.26,29.133919,0.0002903004,10.699729,0.0027776703,3.847732e-05,0.00012872703,1.1309057,8.0200916e-05
1,0.10<x0<0.18 & 0.26<x2<0.59,33.192245,0.00030364475,8.721435,0.0032243796,7.080624e-05,0.00013489969,1.2937642,9.113861e-05
2,0.10<x0<0.18 & 0.59<x2<0.90,35.205097,0.000320561,4.934563,0.0034025745,8.449609e-05,0.00014295043,1.3690181,8.836979e-05
3,0.18<x0<0.66 & 0.10<x2<0.26,6.448428,0.00015070764,5.8925405,0.0015700345,3.8382823e-05,6.588062e-05,0.62133545,4.0502327e-05
4,0.18<x0<0.66 & 0.26<x2<0.59,6.3645005,0.00014921202,4.199194,0.0015695897,3.7534242e-05,6.64751e-05,0.62054527,3.9643888e-05
5,0.18<x0<0.66 & 0.59<x2<0.90,6.926198,0.00016001474,2.45395,0.0016953106,3.796039e-05,7.3130075e-05,0.67987055,4.503346e-05
6,0.66<x0<0.90 & 0.10<x2<0.26,6.86102,0.00038807874,15.867375,0.00418964,8.817246e-05,0.00017809219,1.6686292,0.0001090345
7,0.66<x0<0.90 & 0.26<x2<0.59,5.43929,0.00031496963,8.854373,0.0032191349,7.7422694e-05,0.00014208263,1.3140799,8.211605e-05
8,0.66<x0<0.90 & 0.59<x2<0.90,7.8465343,0.00047212208,6.7970104,0.0047373087,0.00011459801,0.00020538407,1.8841399,0.00011862402
