Feature,S1,S1_conf,S1_CI_lower,S1_CI_upper,ST,ST_conf,ST_CI_lower,ST_CI_upper,S2_sum
Current density (A/cm2),0.7521716896269219,0.07218905298204864,0.6799826366448734,0.8243607426089705,0.7526319877567845,0.05561645840614654,0.6970155293506379,0.8082484461629311,0.0
Voltage (V),-3.753228285269029e-08,1.8273537415404188e-06,-1.864886024393109e-06,1.7898214586877284e-06,3.6423227690012413e-10,3.205848090891466e-11,3.3217379599120944e-10,3.962907578090388e-10,0.0
Faradaic efficiency,0.24418735265240604,0.0387810456945617,0.20540630695784434,0.28296839834696774,0.24378206481754539,0.023386213035395193,0.22039585178215018,0.26716827785294056,0.0
CO conversion,4.054228670104363e-07,1.5284844013454112e-05,-1.4879421146443676e-05,1.569026688046455e-05,3.9790369105855795e-08,3.41978845264249e-09,3.637058065321331e-08,4.321015755849828e-08,0.0
Crossover rate,-1.3997514937481529e-08,3.9354658041808753e-07,-4.0754409535556907e-07,3.79549065480606e-07,2.2026766793057346e-11,2.6660405832147716e-12,1.9360726209842574e-11,2.4692807376272117e-11,0.0
Capture energy (MJ/kgCO2),3.4031612157459165e-09,8.380932739886191e-07,-8.346901127728731e-07,8.41496435204365e-07,7.348080596446273e-11,6.03634194808673e-12,6.7444464016376e-11,7.951714791254947e-11,0.0
Electricity price (USD/kWh),0.006355555395445278,0.007353328257320032,-0.000997772861874754,0.013708883652765309,0.006361350159753276,0.0005918932425111713,0.005769456917242104,0.006953243402264447,0.0
Membrane cost (USD/m2),-1.4881633605252262e-08,4.262954570712708e-07,-4.4117709067652306e-07,4.114138234660186e-07,2.661051340906569e-11,3.219703910345933e-12,2.339080949871976e-11,2.9830217319411623e-11,0.0
