Feature,Mean_SHAP,Abs_Mean_SHAP,Mean_Abs_SHAP
Current density (A/cm2),0.011734802222931755,0.011734802222931755,0.011734802222931755
Voltage (V),0.0,0.0,0.0
Faradaic efficiency,0.0048620525804652735,0.0048620525804652735,0.0048620525804652735
CO conversion,1.1877683245783987e-06,1.1877683245783987e-06,1.1877683245783987e-06
Crossover rate,0.0,0.0,0.0
Capture energy (MJ/kgCO2),0.0,0.0,0.0
Electricity price (USD/kWh),0.00018909289472693227,0.00018909289472693227,0.00018909289472693227
Membrane cost (USD/m2),0.0,0.0,0.0
