Feature,Total_Effect (ST),First_Order (S1)
Pd_C103,0.0016932118705817313,0.0017347288936004305
Pd_C301,0.0005531194149156688,0.0005583306142476932
HX100,0.05690623473735346,0.056940275080913885
T_E110,0.9243301803353748,0.9249441488979111
L_R100,1.3130745289751539e-05,1.3322896409482374e-05
D_R100,0.000156271579655792,0.00013896395336123837
F_S220,0.0008211706813525046,0.0007074871954053192
T_E120,4.082281883396398e-06,7.219205182482353e-06
P_V100,8.9078995066326e-07,-1.0463649762420182e-05
Pd_P150,0.0015077425689844792,0.0015489234962747895
HX150,0.005718960157161628,0.0055608729190069735
HX220,0.0020291800117108578,0.0021708847215553525
T_E220,0.0011747924850662333,0.0011723985764355337
Rr_D200,0.0018362760270134002,0.001868705817842649
Pc_D200,0.0032272503338761772,0.003100505213545589
F_S220.1,8.826904413870749e-07,-1.4537347622148508e-05
