Feature,Total_Effect (ST),First_Order (S1)
Current density (A/cm2),0.0002596552537731006,0.0001024922769113032
Voltage (V),9.911675943056268e-05,0.00019829184212675992
Faradaic efficiency,0.0006369950196251704,0.00026833176783608266
CO conversion,0.4740904270394264,0.46767836508538463
Crossover rate,0.5327144970134695,0.5252882303772862
Capture energy (MJ/kgCO2),8.739998941028884e-05,0.001121490371050129
Electricity price (USD/kWh),6.694162812218746e-05,5.928165311936058e-05
Membrane cost (USD/m2),0.00011302298484902674,-0.00014185293895119017
