Feature,Mean_Abs_SHAP
Current density (A/cm2),0.001269812203148879
Voltage (V),0.0008257789348037739
Faradaic efficiency,0.003365235576111086
CO conversion,0.08971690674411092
Crossover rate,0.10305262813654287
Capture energy (MJ/kgCO2),0.0006365692292109568
Electricity price (USD/kWh),0.0005424482669242624
Membrane cost (USD/m2),0.0007801746230985204
