Region_Index,Region_Label,x0_Pd_C103,x1_Pd_C301,x2_HX100,x3_T_E110,x4_L_R100,x5_D_R100,x6_F_S220,x7_T_E120,x8_P_V100,x9_Pd_P150,x10_HX150,x11_HX220,x12_T_E220,x13_Rr_D200,x14_Pc_D200,x15_F_S220.1
0,0.10<x9<0.13 & 0.10<x10<0.79,0.0,2.2107162,0.8335129,1.5811312,0.17132749,0.0,1.5997804,0.012442533,0.0,112.16468,4.092263,0.12598878,0.014940579,3.054638,0.51614195,0.0
1,0.10<x9<0.13 & 0.79<x10<0.80,0.0,1.843306,0.78830856,0.6792034,0.19934824,0.0,0.0,0.026286865,0.0,103.43231,13.3699665,0.09189721,0.0,3.5245728,0.0,0.0
2,0.10<x9<0.13 & 0.80<x10<0.90,0.0,4.1398745,1.691939,3.6470315,0.40017647,0.0,3.4859943,0.020856181,0.0,209.00096,26.681768,0.5419632,0.025066774,6.3738656,1.1970707,0.0
3,0.13<x9<0.36 & 0.10<x10<0.79,0.0,1.6915365,0.60829586,1.7117496,0.121283434,0.0,0.0,0.0068540554,0.0,17.04204,4.728473,0.28170505,0.013136937,1.9196516,0.43294427,0.0
4,0.13<x9<0.36 & 0.79<x10<0.80,0.0,17.367222,8.324119,2.840264,1.7649258,0.0,0.0,0.0,0.0,51.227028,121.264046,1.5206847,0.32827628,0.0,0.0,0.0
5,0.13<x9<0.36 & 0.80<x10<0.90,0.0,1.776967,0.572391,0.93744427,0.15410975,0.0,1.3898295,0.011052587,0.0,13.28762,10.281453,0.066688895,0.019746343,2.4758513,0.41143718,0.0
6,0.36<x9<0.90 & 0.10<x10<0.79,0.0,1.9389955,0.7812177,1.4602975,0.2130262,0.0,1.7454746,0.013467735,0.0,0.016620608,4.9966297,0.23729421,0.018859243,2.8227143,0.72260624,0.0
7,0.36<x9<0.90 & 0.79<x10<0.80,0.0,20.516813,0.0,0.0,0.0,0.0,0.0,0.08648255,0.0,0.0026077705,139.42046,1.6972579,0.0,26.730616,0.0,0.0
8,0.36<x9<0.90 & 0.80<x10<0.90,0.0,16.301107,10.023974,7.034292,1.7708373,0.0,0.0,0.18762349,0.0,0.47685593,131.06796,1.4918053,0.10235387,25.308613,7.471244,0.0
