Feature,Total_Effect (ST),First_Order (S1)
Pd_C103,0.0035016060691763647,0.003328346792039906
Pd_C301,0.058402786291704006,-0.03341595197824769
HX100,0.038812584959053445,-0.005746095180640254
T_E110,0.0831877824553737,0.008491573157030988
L_R100,0.00826920936931715,0.007652890172139702
D_R100,0.008259841297755463,0.00537720173651659
F_S220,0.02211109779410333,0.0036780529847988816
T_E120,0.04501208497678078,0.012858006874154468
P_V100,6.26633932773063e-06,8.380955839378813e-05
Pd_P150,0.8554351898924787,0.314170764095567
HX150,0.5651146576477203,0.06630085145227238
HX220,0.00029246695161160783,0.00039915412257550317
T_E220,0.008650450252466366,0.0009533995289770806
Rr_D200,0.04506660182474616,-0.022237673941369954
Pc_D200,0.010316850561306,-0.005481857809986087
F_S220.1,8.673077470409084e-06,-0.00027469392212838044
