Feature,Mean_Abs_SHAP
Current density (A/cm2),0.0017992676915939382
Voltage (V),0.0019864606180685987
Faradaic efficiency,0.004239727562641833
CO conversion,0.07752540102168226
Crossover rate,0.035827061086597764
Capture energy (MJ/kgCO2),0.0013170414856990538
Electricity price (USD/kWh),0.001978019613376823
Membrane cost (USD/m2),0.001696867467209276
