Feature,Total_Effect (ST),First_Order (S1)
Pd_C103,0.01225445566131996,0.0025327319692923247
Pd_C301,0.07199529379791435,-0.007499165881819703
HX100,0.08611161456693857,-0.014680881761342517
T_E110,0.09918299707419496,0.005386965753247155
L_R100,0.014287813501582047,0.0020930568028150586
D_R100,0.012443945963868622,-0.0038779732069214104
F_S220,0.02151952867103606,-0.001954798173714453
T_E120,0.07886853396930864,0.005096609969880998
P_V100,1.815835927123352e-08,3.7585759572464034e-06
Pd_P150,0.9488880373096048,0.3050070764312896
HX150,0.8081937887394299,0.06700716882315405
HX220,0.0002568679315454909,-0.0005991648327174284
T_E220,0.01226808032375859,-0.0019039623024971876
Rr_D200,0.05251222114872333,0.007588370473855698
Pc_D200,0.019127578239296995,0.0011167163543382911
F_S220.1,4.748640469504666e-07,2.0996394391866818e-05
