x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
-0.29374747560901254,0.9064499273837724,0.0,0.0,0.0,0.8036691552017299,0.0,-0.9983792513907486,-0.325513724132328,-0.6172149061059833,0.0,0.0,0.0,0.0,0.0,0.0,-0.7353455237981756,-0.7106122665243791,0.0,0.0,0.0,-0.9457179405959306,0.0,0.0,0.0,0.0,-0.3301686216273699,0.0,0.0,0.0
-0.5169528658934363,0.0,0.0,0.0,0.0,-0.3330957773521193,0.42290555751924863,-0.606950687306131,-0.2559885955865337,-0.8389871236537709,0.0,0.0,0.0,0.0,0.0,0.0,0.7079367281413081,1.1021278466953508,0.0,0.0,0.0,0.0,0.0,-0.6410247221272918,0.0,-0.6535257568142735,0.0,0.0,0.0,0.0
0.0,0.9698755828757671,0.0,0.0,0.0,-0.6956409495400646,0.0,-0.6902258715415126,0.0,0.5710657029675736,0.0,0.0,0.0,0.0,0.0,0.3876690693513982,0.0,-0.5173181787114989,0.0,0.0,0.0,0.8486278739579006,-0.48603893595340325,0.0,0.0,-0.5505872719471114,0.985174996300558,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.24438880280547884,0.0,0.0,-0.42386367619672544,-0.4911623851513115,0.0,0.0,0.0,0.0,0.0,0.2811819913130837,0.35547144954185994,0.2778658229851893,0.0,0.0,0.0,0.0,0.0,-0.36556735290801806,0.3342447961488529,0.0,-0.5610572990506851,0.0,0.0,0.3341274812815429
0.0,-0.7112114810611219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16956196169381588,-0.28295709956284815,0.0,-0.31635118689714925,0.0,-0.05434341978038981,-0.6686939551684786,-0.3103237069208334,0.0,-0.22045972448171583,-0.2330375740154243,-0.3809145460492616,0.0,0.0,0.0,0.0
0.23878727073304107,-0.9780017896035162,0.0,0.0,0.0,0.0,0.1657149149692181,0.15837835578963524,0.0,0.3576163495801574,0.0,0.0,0.0,0.0,0.0,0.0,0.45701223891531567,0.9263757310976356,0.0,0.0,0.2642277315730708,0.14090403546335922,0.0,0.22328379244075772,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9605509932981803,0.0,0.0,0.0,0.0,0.46451018181044756,-1.14633834628355,-0.3334423190771683,0.0,0.0,0.0,0.0,0.0,0.0,-0.5638061938815265,-0.30937319764025223,-0.751748278511373,0.0,0.0,0.8214369053941645,0.0,0.0,0.6067714039793357,0.38148752159210875,0.0,0.0,0.0,0.0,0.0
0.0,-0.9295833640252716,0.0,0.0,0.0,0.0,0.0,-0.909959567583133,-0.4050897622278534,0.4090613953828312,0.0,0.0,0.0,0.0,0.0,-0.4089867663673369,0.9074606917419514,0.0,0.0,0.0,0.0,0.0,-0.26079998516950065,0.0,0.3180457243240513,0.5320954057144861,0.5424199488369175,0.0,0.0,0.0
0.0,0.5696505584547739,0.0,0.0,0.0,0.0,-0.4962255868667544,0.5525024092945595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1534048699765558,0.0,0.0,-0.6546866301590366,-0.6437447886857924,0.33669438433874865,0.4799709923325085,0.0,-0.6938254479615701,-1.3867550119843894,0.0,0.0,0.0
-0.4771719753208882,-0.5582436692533768,0.0,0.0,0.0,0.0,0.0,0.7307031314290612,0.0,-0.5190102866769848,0.0,0.0,0.0,0.0,0.0,-0.5952719355351261,0.70301312888649,-0.747964349446611,0.0,0.0,0.8482602263435483,0.0,0.0,0.0,0.0,0.4686045048502583,0.5899979873814031,0.0,0.0,0.0
0.0,-0.7914134138794483,0.0,0.0,0.0,0.5234577132079896,-0.36065644321920864,0.0,0.0,0.5771552036926385,0.0,0.0,0.0,0.0,0.0,0.5471284477531035,-0.8014739411429533,0.0,0.0,0.0,-0.4770399924009226,0.0,0.0,-0.44551633425281195,0.0,-0.6513281050965946,0.9920096435528408,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-1.1189419622776735,0.0,0.967237393227811,0.0,0.5467008430942851,0.0,0.0,0.0,0.0,0.0,0.0,-0.9203540340203598,0.0,0.0,0.0,0.34992151062541477,0.505140483384337,0.2587808763424111,0.5438294777923853,-0.4490716730625418,0.0,-1.0648647179216708,0.0,0.0,0.0
0.0,0.8642183925439544,0.0,0.0,0.0,0.0,0.0,-0.5226533621458631,0.19611686977938625,0.0,0.0,0.0,0.0,0.0,0.0,-0.7013767200149269,0.38415411333567523,1.0348592197228992,0.0,0.0,-0.8656145982794505,0.0,0.0,0.8502901376930949,0.0,0.27870614560413415,0.8852243399207538,0.0,0.0,0.0
