Feature,S1,S1_conf,S1_CI_lower,S1_CI_upper,ST,ST_conf,ST_CI_lower,ST_CI_upper,S2_sum
Unnamed: 0,8.415708605813404e-06,0.00014957146461412238,-0.00014115575600830897,0.0001579871732199358,4.3166519797666615e-06,3.8027300516427447e-07,3.936378974602387e-06,4.696924984930936e-06,0.0
Acc. Surface Area [m^2/g],0.19940413836326806,0.027966492381925844,0.17143764598134223,0.2273706307451939,0.19989155360807653,0.01804408806745788,0.18184746554061865,0.21793564167553442,0.0
Void Fraction,0.78576748830177,0.08033047635050726,0.7054370119512627,0.8660979646522773,0.7862517099122674,0.04343658341564184,0.7428151264966256,0.8296882933279093,0.0
PLD,0.00565269699099521,0.004963803789218697,0.0006888932017765134,0.010616500780213907,0.005551445131806448,0.0006231665491855846,0.004928278582620863,0.006174611680992033,0.0
LCD,0.000281370413112573,0.0011323618012829416,-0.0008509913881703686,0.0014137322143955146,0.0002936207812159422,3.01548936098178e-05,0.0002634658876061244,0.00032377567482576005,0.0
Density,7.82552478452412e-06,0.00017955743329663452,-0.0001717319085121104,0.00018738295808115864,7.88989511028642e-06,6.601456560511137e-07,7.229749454235307e-06,8.550040766337535e-06,0.0
Channel Volume,0.009294018833447272,0.006083924644954554,0.003210094188492718,0.015377943478401827,0.009270974117071108,0.0009328327795344029,0.008338141337536704,0.010203806896605511,0.0
