,Unnamed: 0,Acc. Surface Area [m^2/g],Void Fraction,PLD,LCD,Density,Channel Volume
Unnamed: 0,0.0,0.0037458641513949003,0.003745887746347647,0.0037458860817679053,0.0037458661243723783,0.0037458727100545004,0.003745872896521489
Acc. Surface Area [m^2/g],0.0037458641513949003,0.0,0.0037458093446409487,0.0037458450709890105,0.003745828645477123,0.0037458421701981924,0.003745861308993268
Void Fraction,0.003745887746347647,0.0037458093446409487,0.0,0.00374585013448808,0.0037458491789184247,0.0037458699700114607,0.0037458448904817447
PLD,0.0037458860817679053,0.0037458450709890105,0.00374585013448808,0.0,0.0037458725397512813,0.003745843460457339,0.0037458516468389445
LCD,0.0037458661243723783,0.003745828645477123,0.0037458491789184247,0.0037458725397512813,0.0,0.003745839733948309,0.0037458379729737807
Density,0.0037458727100545004,0.0037458421701981924,0.0037458699700114607,0.003745843460457339,0.003745839733948309,0.0,0.0037458458663039216
Channel Volume,0.003745872896521489,0.003745861308993268,0.0037458448904817447,0.0037458516468389445,0.0037458379729737807,0.0037458458663039216,0.0
